oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,28,30,24,41,49,40,21,9,7,3,9,8,16,27,24,10,12,11,14,15,26,25,27,26
02,20,15,9,42,48,35,19,25,17,30,25,12,16,22,14,15,8,9,7,12,18,27,10,17
03,16,13,5,22,25,37,20,22,18,15,12,8,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,11,8,20,32,18,43,93,23,16,14,12,20,13,11
05,7,11,7,29,30,23,10,24,8,17,8,18,23,36,26,15,38,35,40,31,32,37,30,18
06,21,30,27,26,59,44,52,30,27,32,29,31,44,41,34,39,30,29,36,32,37,27,25,25
07,24,14,17,29,30,38,47,36,24,28,25,30,27,49,43,37,27,15,17,36,34,34,23,34
08,35,24,24,35,4,27,2,2,5,13,12,14,13,18,18,11,10,23,22,20,30,28,12,32
09,20,27,34,32,28,23,8,24,14,17,16,13,12,3,20,12,16,9,28,12,2,30,39,30
10,28,24,45,22,13,10,21,17,6,11,3,15,22,12,22,5,13,3,18,8,4,4,1,12
11,15,14,29,5,9,4,7,1,1,-1,1,13,10,12,19,9,3,8,12,29,24,5,3,15
12,34,35,44,40,49,14,50,32,46,47,24,40,33,43,40,44,48,18,30,18,21,26,27,37
13,26,40,31,45,50,11,2,34,48,49,40,25,40,46,39,16,2,21,28,7,31,28,8,32
14,45,38,36,43,50,55,59,22,47,41,36,32,31,47,45,32,11,8,2,4,10,9,-1,-1,-1
15,2,12,13,4,-1,-1,-1,-1,1,6,3,3,2,2,2,3,3,1,4,-1,4,10,3,10
16,6,3,10,13,12,5,1,2,2,7,3,1,2,-1,2,1,-1,3,8,5,1,9,9,5
17,5,2,7,10,12,9,2,1,-1,3,1,2,3,2,1,5,2,8,2,6,2,8,4,9
18,11,1,7,16,5,13,6,1,5,8,-1,2,4,6,4,4,9,4,8,4,3,5,6,1
19,2,8,6,9,8,5,7,5,1,-1,2,1,5,5,8,6,1,4,6,6,8,8,8,6
20,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,1,5,5
24,4,-1,-1,1,-1,4,1,3,6,3,-1,-1,-1,-1,1,3,11,4,3,-1,-1,-1,-1,-1,-1
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,1
27,1,-1,-1,1,-1,-1,4,-1,1,2,4,2,2,6,3,1,2,2,45,-1,-1,4,-1,7
28,1,2,8,8,22,8,7,1,5,1,8,3,3,6,9,7,4,1,1,5,9,6,2,4
29,6,14,9,12,5,12,-1,-1,1,1,7,4,5,2,-1,-1,-1,-1,-1,1,-1,1,3,4
30,12,5,-1,1,1,-1,3,2,4,5,20,39,73,65,2,1,-1,1,5,1,3,4,7,2
31,3,4,10,7,1,1,-1,-1,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
