may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,8,20,45,34,34,64,82,66,46,104,73,58,38,19,24,9,15,3,3,2,12,6,2,4
02,7,7,15,32,50,59,59,50,-1,41,84,22,37,33,66,12,4,5,6,7,9,11,11,8
03,6,10,22,30,44,60,77,81,65,60,88,44,22,20,12,6,6,28,18,12,3,14,8,6
04,12,11,22,61,84,87,94,117,86,61,64,50,25,14,14,7,5,4,7,8,6,25,4,7
05,6,8,21,108,77,59,96,140,113,62,68,47,22,23,13,7,5,7,2,3,6,12,4,4
06,5,10,21,55,46,59,49,84,45,55,56,28,17,21,16,3,3,3,5,2,2,2,3,3
07,4,9,10,32,27,23,75,61,69,50,54,16,14,13,16,4,6,6,6,10,14,7,9,11
08,6,5,41,46,44,138,62,77,65,58,62,66,-1,11,8,10,6,5,4,4,5,4,2,2
09,8,5,13,39,26,39,53,86,51,58,50,24,21,18,6,7,9,3,2,5,5,1,4,2
10,3,6,8,20,34,35,49,25,32,36,51,23,16,8,6,6,8,9,4,5,3,4,3,-1,-1
11,3,5,8,23,42,41,28,28,27,41,22,17,12,11,10,8,5,4,2,6,7,5,2,2
12,11,8,16,33,15,15,19,19,32,40,34,36,34,30,13,25,8,3,4,3,6,6,2,3
13,4,5,12,16,10,16,44,36,68,86,-1,-1,17,25,27,4,1,1,1,4,3,2,2,3
14,4,7,4,8,10,17,21,40,24,37,18,11,10,7,10,3,2,2,3,1,3,6,1,3
15,3,8,5,15,17,12,19,35,21,56,41,20,15,8,13,3,5,2,3,1,2,19,9,4
16,5,5,66,43,13,24,32,14,23,12,13,17,9,15,23,6,2,3,3,3,3,3,3,4
17,6,7,11,9,13,16,32,29,25,40,27,17,21,38,16,3,4,4,1,3,8,2,4,40
18,7,10,10,42,38,53,65,68,57,62,46,41,26,15,-1,-1,-1,-1,37,39,20,7,2,11
19,16,15,25,35,24,31,39,49,49,43,37,27,25,29,18,23,26,-1,9,-1,-1,13,5,6
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,18,27,29,1,6,6,4,6,6,7
21,13,10,17,34,23,22,23,14,20,28,24,29,12,14,5,5,4,3,6,4,6,5,3,6
22,6,15,21,50,39,14,59,52,26,25,25,36,41,15,10,16,5,4,11,4,6,1,5,2
23,5,7,26,28,36,22,26,19,25,26,30,39,32,-1,-1,-1,-1,-1,-1,-1,29,3,2,4
24,11,4,8,26,18,14,16,9,33,-1,47,20,32,17,12,4,-1,-1,-1,25,2,4,3,4
25,6,12,7,11,12,9,2,9,-1,-1,29,29,28,24,9,11,4,3,3,-1,6,3,7,12
26,8,15,18,48,47,21,21,26,37,29,43,29,28,51,7,6,8,8,4,3,10,5,3,7
27,6,7,31,32,34,15,15,26,27,44,22,25,20,30,12,12,3,2,12,5,5,5,5,4
28,13,7,15,12,14,28,30,42,20,43,26,18,18,14,6,3,6,7,3,4,3,6,5,3
29,7,5,19,11,23,19,21,38,23,18,28,26,19,8,18,8,3,2,10,3,15,3,1,6
30,8,10,32,21,18,34,32,24,33,36,33,34,22,35,19,6,-1,5,2,9,-1,11,2,12
31,6,6,22,32,16,47,56,35,42,62,37,25,20,16,21,11,10,2,4,4,4,5,5,3
