may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,9,10,8,13,11,16,24,22,22,41,37,61,182,178,177,129,54,110,31,28,31,25,13,8
02,6,5,13,7,13,15,3,27,43,175,186,186,171,177,180,95,119,98,40,21,24,30,11,10
03,18,5,10,13,14,15,19,29,25,40,46,60,62,69,63,77,70,49,46,30,27,25,25,6
04,12,11,11,16,23,22,29,77,46,38,62,74,90,94,62,84,80,70,82,60,47,24,9,9
05,9,13,7,14,16,19,14,25,24,36,61,59,79,80,86,66,71,56,40,39,16,26,41,12
06,15,68,14,19,23,24,23,30,28,44,41,68,82,91,74,58,70,64,57,26,29,33,20,10
07,11,9,5,15,16,17,17,25,27,40,51,66,82,97,83,57,66,66,53,28,62,68,12,11
08,8,8,21,11,10,18,28,36,28,42,44,58,89,77,74,68,71,66,43,30,33,27,19,5
09,11,5,11,7,13,25,29,21,24,42,47,65,86,119,99,75,58,55,59,32,26,18,17,11
10,6,6,8,18,23,18,23,24,27,38,49,64,73,57,116,109,127,70,38,48,15,28,20,10
11,8,10,7,18,31,17,23,16,22,41,46,50,73,60,59,57,49,47,35,40,27,21,17,12
12,9,10,8,13,11,16,24,22,22,41,37,61,182,178,177,129,54,110,31,28,31,25,13,8
13,12,7,14,5,18,24,31,25,24,40,39,34,51,38,52,70,113,75,34,23,32,26,17,10
14,7,10,6,13,15,16,23,21,26,31,35,46,42,63,44,50,41,32,40,28,34,27,18,16
15,8,7,8,13,21,21,27,24,10,26,41,46,44,55,57,49,44,41,33,28,16,49,35,16
16,10,9,19,31,37,170,26,31,27,36,34,39,59,58,51,48,40,30,38,22,25,18,19,13
17,21,6,8,22,22,21,22,33,24,25,33,58,50,62,51,34,37,35,26,30,28,24,20,7
18,4,22,80,17,22,17,17,23,24,31,31,31,46,46,51,64,66,29,29,23,16,14,41,8
19,10,70,157,53,23,18,21,20,28,74,33,37,38,33,47,30,32,38,32,24,26,29,29,34
20,12,3,4,10,17,13,17,20,19,24,22,30,39,37,40,40,34,27,19,16,28,22,20,10
21,12,12,8,16,13,17,28,26,25,27,29,51,42,50,51,102,33,15,25,30,14,24,13,5
22,7,11,8,19,12,12,20,22,19,22,29,31,35,44,52,27,35,32,20,19,19,46,36,12
23,8,14,11,9,14,12,13,19,16,27,25,38,45,35,43,16,17,20,27,31,19,21,10,5
24,11,9,8,15,20,19,25,23,22,26,25,35,45,38,50,39,27,36,29,22,34,18,24,32
25,8,3,42,11,22,26,19,29,26,27,27,36,38,49,54,34,42,83,34,27,78,101,117,34
26,59,16,16,14,10,20,18,25,26,28,33,33,40,39,40,43,107,107,122,101,56,22,26,25
27,29,15,9,21,44,13,20,22,22,21,33,38,36,38,50,52,38,36,38,20,25,37,40,33
28,-1,-1,43,18,12,25,18,25,28,30,35,93,87,46,-1,-1,53,87,76,17,17,60,63,19
29,13,12,6,14,21,14,25,20,22,21,35,43,48,37,43,32,19,31,9,15,17,13,46,60
30,31,87,93,14,9,16,13,17,19,53,-1,-1,-1,-1,79,69,29,18,13,20,17,90,39,7
31,16,7,10,13,13,12,18,20,27,15,26,25,37,31,40,27,24,24,24,29,15,42,101,63
