Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,22,20,16,22,19,34,43,55,46,41,54,45,46,37,36,76,50,56,81,66,28,18,15,14
2,9,14,15,21,22,28,23,31,36,45,54,55,48,66,37,35,39,26,37,20,34,18,19,13
3,11,7,19,14,27,20,31,27,41,33,42,29,30,18,9,27,5,7,7,9,8,7,14,21
4,7,8,12,13,21,45,32,38,50,74,53,52,44,43,54,45,31,35,22,18,19,13,31,6
5,8,16,13,20,22,22,30,36,51,34,41,55,48,50,30,37,39,34,32,25,35,13,8,17
6,16,9,10,12,16,20,35,30,38,60,58,40,45,49,53,33,34,32,26,25,19,24,4,22
7,9,10,15,40,22,32,48,32,65,70,66,78,50,52,68,59,52,53,40,42,34,42,21,31
8,11,23,24,43,48,38,52,39,72,68,68,88,80,50,50,30,39,39,32,42,27,13,12,9
9,6,3,9,19,18,21,21,32,39,46,70,76,52,85,65,70,56,45,44,36,21,22,28,19
10,20,27,53,36,59,32,27,42,73,76,82,89,71,91,101,67,60,59,35,29,39,28,51,135
11,9,22,58,70,47,41,52,35,69,81,113,124,118,114,87,81,60,62,38,42,32,29,24,23
12,7,33,66,60,75,62,66,67,60,81,150,106,114,110,116,102,63,52,65,49,46,28,12,19
13,18,64,67,126,125,97,87,63,51,110,173,157,175,196,149,147,85,65,38,43,27,31,29,15
14,41,51,148,128,208,152,130,85,74,187,206,229,204,248,238,139,96,56,47,44,29,29,39,18
15,13,55,74,77,73,58,60,80,65,102,97,93,93,92,85,55,63,78,58,54,47,30,33,47
16,14,42,35,28,57,48,32,51,42,72,51,63,46,64,72,72,81,50,43,46,27,69,18,18
17,16,22,13,27,42,36,29,41,68,74,112,65,60,67,65,47,45,42,38,29,21,30,19,31
18,24,9,14,16,31,21,33,46,80,78,115,68,60,71,64,66,44,57,62,33,30,96,34,109
19,9,21,256,155,28,28,31,53,45,65,65,63,74,49,52,82,96,61,45,48,32,31,18,34
20,18,25,81,57,51,28,26,47,53,100,58,69,57,85,73,61,72,74,51,54,27,25,19,12
21,9,11,23,30,24,39,32,41,42,69,76,67,72,57,75,70,71,51,45,72,45,35,28,15
22,-1,12,22,28,29,23,30,32,51,61,59,52,51,59,63,69,52,83,67,100,93,72,48,59
23,34,36,22,38,35,35,30,41,48,44,55,46,37,45,35,32,44,28,46,27,29,22,8,60
24,6,19,12,21,13,21,40,30,28,41,33,45,38,35,40,42,39,30,27,25,23,20,19,24
25,13,15,27,18,15,18,26,22,30,45,44,39,42,56,43,36,26,19,18,48,21,10,20,20
26,18,18,4,11,6,10,13,21,13,24,27,16,17,23,31,26,41,34,35,19,17,12,14,71
27,11,3,12,13,17,11,16,19,20,28,45,28,27,43,32,20,29,43,15,39,26,20,21,8
28,11,18,7,15,16,12,19,24,32,37,48,32,50,28,38,60,56,49,60,40,21,23,10,13
29,10,15,11,8,18,14,27,15,28,21,44,25,24,33,28,35,54,45,36,53,19,12,17,129
30,32,27,7,17,8,17,14,23,31,26,35,25,37,39,47,26,45,38,28,40,16,23,9,9
31,4,11,3,13,17,14,29,26,35,37,56,41,47,43,58,32,52,45,49,38,43,16,5,20
