Dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,31,20,50,42,51,40,32,41,32,25,26,29,19,29,20,27,20,16,27,27,18,20,13,9
2,14,21,33,31,21,23,37,26,28,31,53,55,45,42,47,29,43,26,38,36,29,35,32,31
3,15,48,46,27,37,37,39,38,28,54,72,47,33,39,32,33,21,26,55,44,40,44,25,19
4,18,29,29,43,27,41,35,25,33,70,56,37,50,51,34,25,39,53,37,27,33,31,26,18
5,19,27,29,44,34,34,48,44,38,35,34,35,32,51,38,34,33,31,44,21,32,45,27,26
6,34,25,33,43,34,54,46,32,41,25,33,38,37,36,40,30,21,21,20,42,26,23,18,21
7,26,26,19,40,39,42,25,29,24,33,24,22,37,35,39,33,30,17,24,32,25,35,35,19
8,9,15,22,25,34,29,32,30,41,22,19,16,27,38,22,19,22,20,16,31,38,35,13,27
9,12,12,24,31,47,44,53,36,52,51,42,40,27,41,33,26,21,29,41,36,43,30,25,11
10,14,20,35,24,58,60,69,40,30,28,23,33,35,41,32,42,31,36,-1,-1,34,31,26,16
11,15,22,17,41,58,62,45,58,55,39,35,27,35,34,29,38,28,45,54,67,68,65,59,54
12,60,28,41,52,98,104,108,112,63,61,67,39,32,27,58,56,45,32,45,71,84,63,64,46
13,27,22,37,44,114,158,119,114,89,81,43,55,40,33,25,28,20,61,67,127,151,137,112,71
14,31,70,50,67,172,156,143,117,86,55,28,8,22,36,26,26,18,30,40,51,72,68,48,55
15,23,29,30,39,72,82,61,72,42,39,30,24,24,30,11,25,31,22,19,18,25,31,20,27
16,23,10,22,20,32,26,30,19,27,27,39,29,31,52,29,29,34,19,24,45,29,32,28,26
17,22,24,21,18,39,22,39,22,29,18,27,20,36,35,45,24,25,22,21,29,-1,-1,-1,-1,-1
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,28,18,17
19,20,30,28,29,27,47,46,35,54,32,38,28,30,33,30,23,27,27,17,28,34,26,22,25
20,27,28,34,23,35,28,34,23,39,30,25,22,27,41,30,30,22,22,23,31,24,22,25,21
21,23,50,25,34,25,25,25,23,23,28,34,28,36,36,31,25,15,26,19,21,18,5,8,19
22,11,11,21,36,26,22,28,22,33,36,13,64,29,35,62,26,28,34,26,27,46,35,23,21
23,17,23,20,20,18,10,14,20,23,17,25,14,18,25,23,19,10,15,11,19,17,19,10,9
24,9,9,17,19,23,26,22,31,20,19,27,33,24,46,36,25,11,15,18,14,16,15,13,6
25,15,16,22,11,37,24,28,26,26,15,27,32,38,34,38,16,17,18,17,21,17,14,18,14
26,30,24,27,27,29,30,32,31,24,21,35,36,27,33,27,20,22,17,21,27,23,14,17,22
27,14,17,23,35,23,20,25,20,17,18,35,27,26,29,25,27,20,20,8,12,25,19,16,17
28,12,14,29,14,27,27,17,22,15,27,25,26,12,30,21,23,194,22,16,13,15,13,13,11
29,11,12,14,13,10,14,14,10,18,25,24,33,17,28,26,17,14,44,28,19,5,10,16,20
30,9,7,14,17,24,14,16,17,12,14,21,19,31,25,26,18,16,11,14,19,16,18,6,9
31,8,15,14,21,24,25,35,24,23,57,-1,32,38,27,30,28,20,13,17,13,13,33,25,15
