nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,36,39,36,37,-1,0,49,56,13,25,27,22,10,14,19,10,15,13,7,19,40,22,26,23,""
02,-1,29,-1,48,3,5,21,0,35,42,7,14,29,10,15,17,22,-1,31,24,34,24,20,19,""
03,21,34,35,43,39,29,33,47,70,55,31,6,13,24,43,16,9,12,8,23,16,24,13,21,""
04,12,18,19,11,9,10,13,39,35,95,42,40,49,32,32,-1,22,49,20,39,36,19,17,16,""
05,25,21,32,24,31,22,56,32,16,47,35,17,40,16,6,15,6,22,6,8,22,22,27,14,""
06,20,30,31,-1,47,17,48,48,19,37,60,27,37,72,48,-1,49,42,21,29,30,22,9,8,""
07,18,14,-1,23,19,16,34,71,34,39,53,44,28,21,20,31,15,15,30,44,43,41,28,25,""
08,13,21,23,29,23,21,29,93,51,29,21,3,3,5,1,1,11,8,14,-1,41,17,18,12,""
09,19,22,16,25,27,29,13,-1,75,0,1,1,2,1,5,6,11,38,32,41,4,32,-1,50,""
10,29,30,32,26,45,19,37,50,46,41,66,30,24,22,41,38,17,30,29,-1,-1,48,44,32,""
11,42,44,40,50,53,48,63,49,107,81,64,75,81,35,26,49,28,43,29,25,18,28,29,29,""
12,36,49,28,-1,88,39,50,67,22,27,43,43,25,21,20,-1,54,15,14,27,36,49,58,19,""
13,19,32,50,50,31,31,32,59,-1,0,59,21,32,24,-1,59,20,32,19,35,47,33,40,35,""
14,34,48,41,64,55,49,50,15,72,71,103,0,57,65,36,45,35,18,22,30,31,32,70,43,""
15,74,55,-1,120,56,57,73,38,109,96,78,0,79,59,31,44,30,29,45,49,51,60,38,57,""
16,37,41,42,-1,96,52,54,66,0,0,0,0,0,90,39,51,-1,45,39,29,-1,92,52,52,""
17,46,39,52,44,57,67,53,59,96,107,73,98,52,83,37,60,32,33,51,30,0,0,60,61,""
18,55,53,51,44,60,51,50,68,0,110,98,104,115,102,61,66,52,70,38,47,46,54,40,44,""
19,45,45,59,53,72,69,82,92,92,85,0,110,58,89,72,59,13,21,18,17,-1,163,64,35,""
20,46,41,49,53,60,57,69,86,118,-1,0,0,0,100,0,106,75,39,48,30,61,-1,80,29,""
21,46,38,73,49,61,74,49,35,112,125,98,0,53,67,30,47,39,38,21,14,55,56,41,39,""
22,41,47,53,48,75,63,38,43,91,71,68,60,27,31,22,35,19,9,90,67,42,36,42,53,""
23,29,52,44,58,57,-1,72,63,118,84,72,97,93,88,39,29,26,23,47,36,112,105,74,48,""
24,52,51,64,48,49,53,41,52,102,135,104,109,83,76,30,72,25,23,36,50,46,53,56,47,""
25,48,42,49,48,58,64,35,13,65,37,80,68,54,42,27,56,23,29,44,18,5,20,39,54,""
26,47,42,57,55,50,53,60,76,93,56,168,148,48,85,33,54,33,18,19,-1,69,36,27,33,""
27,39,50,50,57,71,39,59,35,18,36,28,43,38,37,13,33,19,15,54,42,43,43,37,39,""
28,35,56,41,55,-1,84,65,-1,210,128,120,67,79,30,59,52,28,22,-1,25,-1,0,1,0,""
29,1,1,4,1,2,2,39,131,123,122,101,-1,143,38,53,51,45,51,28,37,59,41,43,39,""
30,47,47,64,51,51,53,46,141,115,129,114,51,53,27,43,42,32,40,44,30,37,36,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
