nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,63,78,106,62,49,76,146,162,178,151,131,113,67,93,73,26,41,42,39,32,32,19,26,12,""
02,22,18,24,32,33,73,179,190,186,182,163,148,145,157,162,55,37,62,55,34,33,25,10,25,""
03,16,20,30,42,37,61,170,222,221,191,182,198,148,159,137,168,176,170,143,151,121,104,47,20,""
04,24,22,42,51,52,59,170,222,233,235,218,217,203,173,201,163,151,140,66,76,72,99,63,74,""
05,83,55,43,118,43,33,38,94,216,223,233,238,199,175,188,175,176,158,158,117,70,24,22,17,""
06,12,17,29,40,34,36,48,141,204,204,186,210,211,202,215,185,173,142,122,83,32,31,24,18,""
07,22,37,35,41,38,46,67,192,213,206,176,174,150,159,157,143,162,147,154,128,132,108,82,106,""
08,54,24,24,45,34,125,136,161,189,178,194,188,151,145,147,141,149,156,115,127,104,92,101,49,""
09,15,21,29,102,136,111,152,189,207,212,197,199,193,147,169,161,35,45,42,46,30,28,27,18,""
10,9,22,17,40,35,30,42,158,214,211,178,181,168,117,126,152,66,41,32,28,24,41,27,24,""
11,19,21,31,41,44,39,38,169,217,211,197,219,163,154,125,114,148,171,135,109,98,75,100,70,""
12,38,25,29,32,31,28,40,139,202,203,217,219,209,186,158,198,153,161,160,132,135,115,107,51,""
13,19,23,24,30,36,37,32,175,215,205,234,190,215,212,184,50,51,45,34,32,24,28,15,32,""
14,29,30,32,50,164,159,172,183,208,186,191,174,158,151,130,158,168,171,131,125,97,93,106,86,""
15,75,53,44,36,49,42,71,166,179,210,211,186,196,205,162,161,154,145,146,140,125,127,112,93,""
16,87,90,76,153,138,126,185,208,213,173,192,214,194,173,184,158,169,130,101,89,107,100,72,73,""
17,24,28,40,42,56,37,84,159,181,187,200,213,186,161,150,156,157,169,113,114,106,88,77,78,""
18,60,11,31,47,52,33,42,160,141,156,173,184,151,127,138,147,168,138,134,128,136,126,100,83,""
19,59,77,83,42,32,34,45,70,185,199,192,191,174,138,172,134,175,188,129,123,106,104,97,74,""
20,64,23,23,40,27,57,70,166,177,193,173,195,193,195,190,157,166,155,119,110,80,67,59,57,""
21,60,80,83,121,109,116,166,164,174,174,157,179,166,155,139,145,91,123,130,95,75,78,69,77,""
22,66,65,69,87,102,106,90,154,171,168,180,177,148,151,117,132,110,133,131,114,103,108,98,75,""
23,16,16,29,30,40,32,132,145,192,179,190,190,173,176,144,113,35,39,31,30,22,23,30,28,""
24,21,25,30,31,50,140,124,163,178,161,194,186,152,166,159,103,65,93,108,110,87,57,61,79,""
25,64,39,93,165,118,126,159,179,175,154,161,209,167,153,127,79,158,168,140,138,100,107,109,104,""
26,60,51,36,38,39,32,44,193,221,190,231,227,228,220,192,189,150,178,141,115,112,102,112,95,""
27,92,99,52,21,46,44,43,55,168,191,174,180,147,161,169,149,124,147,118,91,103,97,69,73,""
28,97,29,22,78,160,149,135,152,158,165,163,156,162,124,134,114,131,103,85,102,97,106,58,68,""
29,60,51,122,54,48,44,53,168,162,141,175,166,158,158,127,145,125,115,72,105,91,92,82,98,""
30,92,107,113,100,80,107,115,111,133,142,133,145,99,107,111,121,91,93,75,64,65,72,65,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]nVah{{`zI}le,"z'gl}"
