nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,17,27,25,28,29,27,32,11,20,30,23,28,18,16,16,19,19,13,12,33,25,31,20,27,""
02,19,16,25,37,30,29,25,28,18,17,26,22,36,26,26,17,25,18,23,30,32,33,25,30,""
03,32,21,28,30,33,23,32,40,27,28,26,25,28,23,25,28,23,16,23,26,31,29,41,28,""
04,29,21,25,29,25,27,40,30,32,28,38,28,26,23,32,19,26,23,27,30,27,29,30,23,""
05,17,26,27,33,30,36,30,24,32,20,31,18,27,18,32,17,25,22,20,19,27,25,22,24,""
06,26,33,23,31,38,33,38,30,28,23,10,12,4,16,10,10,16,15,12,20,13,14,18,14,""
07,10,10,16,23,13,15,17,12,16,20,14,14,15,12,19,11,14,9,19,13,16,19,15,13,""
08,25,14,12,18,17,15,21,18,15,23,23,24,14,19,17,16,24,20,19,28,17,17,22,20,""
09,13,24,22,28,24,22,23,17,23,24,23,19,20,22,27,20,22,12,24,20,25,23,22,18,""
10,24,17,27,24,25,29,26,20,21,27,29,36,31,23,32,19,23,19,22,21,28,25,26,25,""
11,23,31,28,26,28,26,41,33,22,27,26,22,27,25,23,15,26,24,20,16,18,21,34,18,""
12,17,24,28,36,22,37,26,13,25,26,18,21,21,22,25,13,23,27,17,23,16,29,27,19,""
13,17,17,8,28,31,34,25,36,28,31,30,28,21,20,21,25,18,18,19,23,22,22,21,30,""
14,15,22,24,23,41,31,57,34,22,36,27,30,26,33,15,26,26,26,22,14,16,14,15,23,""
15,25,20,22,32,24,33,47,32,30,24,8,13,18,6,42,15,20,17,26,27,19,25,24,12,""
16,17,24,39,34,34,29,17,30,29,17,40,23,30,22,16,22,35,29,22,21,27,29,18,16,""
17,21,26,20,27,48,19,34,29,36,34,30,29,29,20,25,28,21,19,29,25,27,30,32,26,""
18,23,19,21,18,38,38,37,32,23,35,31,23,35,15,14,15,16,19,24,25,21,16,25,23,""
19,16,27,30,27,24,24,34,27,34,34,29,23,37,31,28,16,15,19,11,27,31,32,26,29,""
20,23,19,23,26,26,30,31,37,25,32,26,25,16,22,23,24,20,14,17,19,24,33,27,22,""
21,20,28,17,24,21,32,24,24,23,27,30,19,24,22,30,19,22,13,10,22,21,17,31,26,""
22,26,34,33,31,28,27,18,25,29,32,34,26,28,20,20,22,19,17,24,19,24,25,21,19,""
23,26,18,40,34,33,28,35,27,26,24,31,33,30,28,14,21,25,18,15,22,19,24,32,24,""
24,21,14,39,24,27,34,33,27,34,28,37,29,33,26,25,16,20,21,18,25,21,20,20,28,""
25,13,24,27,20,32,33,17,23,34,24,26,17,26,24,25,13,15,18,11,20,19,23,28,23,""
26,20,17,16,26,20,30,27,22,23,23,19,27,21,24,25,17,15,18,25,19,30,20,18,34,""
27,17,19,16,25,20,16,30,23,34,27,33,25,17,36,14,19,17,18,19,17,24,28,17,21,""
28,15,16,30,25,28,34,34,29,28,31,18,29,33,32,37,21,28,14,24,30,35,17,20,25,""
29,26,22,17,29,30,25,30,25,26,25,34,23,31,19,31,23,19,19,17,28,31,20,36,19,""
30,24,26,13,15,31,30,27,22,36,17,25,26,37,31,20,22,15,25,7,-1,-1,-1,-1,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
