nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,25,53,50,46,25,67,70,55,70,47,33,21,32,50,95,91,65,53,50,38,40,42,21,28,""
02,34,61,56,56,67,74,94,113,91,70,57,35,25,22,50,24,33,32,23,35,16,25,17,21,""
03,20,42,42,48,30,53,78,84,74,70,79,82,34,26,20,32,34,44,55,49,53,47,41,37,""
04,26,16,36,53,69,99,116,83,85,62,58,26,24,30,69,59,48,31,40,28,35,16,17,22,""
05,22,14,45,43,25,40,51,57,68,78,61,16,52,59,56,101,64,66,45,45,47,53,34,40,""
06,37,44,65,74,84,71,85,95,120,112,102,84,114,113,122,106,75,81,58,66,62,52,35,29,""
07,54,66,66,80,92,118,120,110,98,81,109,113,96,97,80,95,81,109,86,75,87,78,59,52,""
08,40,55,80,71,95,95,119,102,83,97,103,131,104,115,86,121,111,92,89,98,74,62,72,61,""
09,65,76,77,89,106,99,60,73,63,56,45,87,69,98,110,107,89,72,67,68,67,57,61,63,""
10,61,68,90,76,98,90,53,48,48,33,55,91,47,79,84,106,92,80,80,67,68,51,40,43,""
11,47,56,70,54,40,28,36,70,80,78,40,59,36,31,37,54,75,75,67,67,48,38,43,43,""
12,69,71,49,45,35,69,40,55,47,73,57,102,36,56,58,101,82,78,60,41,55,58,57,61,""
13,38,65,69,77,76,81,94,97,79,73,70,81,95,92,101,116,101,80,66,73,46,40,44,38,""
14,28,24,29,24,16,23,45,43,45,47,34,54,61,63,103,97,68,74,58,71,46,56,56,60,""
15,50,82,83,97,59,85,89,93,142,98,87,110,81,97,78,52,62,45,30,50,37,48,38,32,""
16,37,52,55,84,78,68,82,85,95,97,96,112,79,72,66,54,39,43,23,40,55,57,53,43,""
17,49,41,39,60,45,55,68,76,91,91,101,71,88,113,85,61,64,75,76,79,67,64,50,57,""
18,45,58,66,75,62,85,91,88,88,91,84,117,111,109,95,81,101,83,84,91,70,53,65,46,""
19,46,59,34,61,65,91,109,121,116,134,112,130,112,63,98,103,62,79,57,21,24,29,17,29,""
20,31,27,16,46,29,61,60,74,65,58,60,62,61,49,61,48,70,73,55,55,49,40,42,57,""
21,44,54,41,64,64,63,95,130,116,125,116,89,91,79,61,55,56,65,75,71,58,57,62,42,""
22,24,27,26,66,56,80,83,94,100,110,111,111,92,107,77,89,94,68,82,76,81,72,64,55,""
23,68,77,71,64,64,61,67,65,68,66,88,86,75,89,87,111,92,70,59,58,58,84,71,53,""
24,63,75,73,92,101,87,99,116,119,96,94,105,99,93,92,96,77,88,61,70,80,69,69,50,""
25,43,48,60,83,69,78,92,69,90,69,55,58,95,109,100,97,114,88,91,66,75,68,61,45,""
26,43,63,53,56,69,87,81,94,88,101,102,119,95,94,93,102,67,44,27,31,51,79,55,35,""
27,39,66,40,25,19,21,48,61,50,87,77,65,34,37,70,108,88,71,47,51,46,33,61,64,""
28,32,29,50,64,58,46,54,47,49,47,53,84,67,82,77,83,59,90,87,62,67,67,57,40,""
29,35,49,40,64,74,114,99,97,75,37,45,48,62,58,92,91,99,97,68,83,73,59,54,68,""
30,50,67,84,74,56,55,65,71,121,89,93,94,81,73,103,114,78,78,65,66,63,62,50,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
