nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,58,69,64,70,66,55,42,-1,39,32,-1,36,31,40,26,32,-1,26,-1,-1,-1,-1,-1,-1,""
02,58,67,76,75,60,64,62,-1,62,-1,44,30,34,33,38,31,25,32,48,-1,-1,-1,-1,75,""
03,54,74,54,82,56,63,47,58,42,45,32,36,40,45,37,-1,26,20,-1,-1,-1,-1,-1,-1,""
04,64,67,72,73,52,56,60,41,31,28,22,29,35,40,32,35,34,40,38,26,-1,-1,-1,46,""
05,73,87,74,83,68,60,53,46,44,46,30,45,32,32,27,22,24,14,-1,-1,-1,-1,-1,-1,""
06,80,57,68,72,58,47,55,45,44,40,42,33,29,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
08,60,61,69,76,77,62,59,63,64,50,41,43,40,57,46,33,-1,-1,-1,-1,-1,-1,51,57,""
09,65,78,64,67,80,50,52,54,59,44,47,31,37,41,42,37,38,24,28,-1,-1,-1,-1,-1,""
10,43,56,50,53,65,51,57,41,59,45,33,40,40,37,28,25,26,19,-1,-1,-1,-1,-1,62,""
11,57,60,61,75,56,63,54,47,42,28,24,36,26,28,24,22,16,16,-1,-1,-1,-1,-1,-1,""
12,58,54,60,56,51,49,56,48,46,45,42,31,25,32,22,-1,-1,24,-1,-1,-1,-1,56,50,""
13,70,78,63,56,56,51,47,46,38,43,26,37,30,27,22,23,22,14,-1,-1,-1,-1,-1,-1,""
14,67,56,59,55,49,72,54,50,48,34,35,39,31,29,38,16,-1,12,12,-1,-1,-1,-1,-1,""
15,63,53,66,59,67,46,42,40,27,35,30,34,17,30,18,23,22,-1,-1,-1,-1,37,45,49,""
16,61,67,46,57,55,60,43,60,45,42,35,37,37,34,31,26,15,16,21,-1,-1,-1,-1,-1,""
17,54,56,52,71,55,54,45,36,51,52,42,34,32,27,27,28,-1,14,-1,-1,-1,-1,-1,42,""
18,54,43,60,60,57,53,59,37,47,31,30,28,34,24,21,23,-1,12,30,-1,-1,-1,-1,-1,""
19,62,56,68,65,68,44,51,63,41,41,35,31,38,35,39,26,15,14,-1,-1,-1,-1,-1,-1,""
20,57,52,46,68,62,63,44,44,33,26,29,29,27,20,21,14,-1,-1,14,-1,-1,-1,-1,-1,""
21,49,66,49,62,62,73,60,42,59,35,35,29,22,36,19,20,25,15,-1,-1,-1,-1,-1,-1,""
22,53,59,63,61,46,48,36,46,56,51,56,37,30,26,34,19,-1,-1,-1,-1,-1,31,53,38,""
23,56,48,54,64,45,50,49,62,66,40,42,41,31,36,27,28,19,23,27,-1,-1,-1,-1,-1,""
24,61,54,56,48,58,48,47,34,38,38,31,19,17,28,16,17,-1,10,-1,-1,-1,-1,-1,62,""
25,61,55,64,66,38,50,51,45,36,31,27,26,28,30,12,23,-1,27,-1,-1,-1,-1,-1,-1,""
26,60,63,58,64,50,48,48,51,56,45,35,29,31,36,29,30,14,17,-1,-1,-1,-1,-1,38,""
27,43,55,50,51,55,46,54,50,55,45,28,41,33,35,32,30,-1,20,-1,-1,-1,-1,-1,-1,""
28,46,65,-1,-1,-1,-1,59,55,42,34,39,42,41,31,29,32,17,19,-1,-1,-1,-1,-1,42,""
29,53,54,54,50,66,59,51,51,39,37,33,26,31,27,21,26,-1,-1,-1,-1,-1,-1,44,54,""
30,53,65,65,54,48,40,41,53,47,39,37,30,32,28,27,34,-1,-1,21,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
