nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,1,1,0,4,2,6,3,4,2,1,6,4,2,0,2,2,0,0,0,2,1,3,2,""
02,3,2,5,3,1,3,2,3,2,5,2,3,2,4,4,1,3,2,2,2,4,6,6,7,""
03,2,3,6,6,3,6,5,8,3,5,2,4,2,3,5,3,1,0,0,3,1,4,2,4,""
04,2,2,6,4,1,5,4,5,9,4,5,4,2,4,1,2,2,0,1,1,7,9,8,2,""
05,3,1,8,7,6,10,7,1,6,7,3,3,2,4,0,1,2,1,1,2,1,5,3,3,""
06,2,4,1,3,4,4,9,7,6,3,1,3,3,3,4,1,3,0,2,2,4,0,4,2,""
07,3,2,8,10,6,3,2,1,2,1,2,1,1,2,1,5,0,0,2,1,3,3,2,8,""
08,2,4,5,7,4,3,7,7,3,8,1,0,3,7,7,3,5,3,1,3,2,7,2,5,""
09,5,4,0,4,7,3,3,6,8,6,1,2,3,3,0,2,0,1,3,1,3,1,2,2,""
10,1,7,5,4,2,1,8,5,9,3,4,1,2,0,0,1,2,1,3,2,4,1,2,5,""
11,6,7,3,5,6,2,8,3,3,1,4,3,7,5,1,1,1,3,3,3,2,6,5,4,""
12,4,0,9,2,4,5,4,7,5,6,4,1,2,4,2,2,1,1,2,0,3,1,4,4,""
13,1,6,6,2,5,4,1,4,6,5,3,2,4,3,2,3,4,1,0,2,1,2,1,2,""
14,4,1,7,7,4,7,7,2,8,2,2,1,4,2,5,0,2,1,1,0,2,5,4,15,""
15,6,6,5,4,6,5,8,5,2,8,6,4,4,3,1,2,1,1,0,6,2,2,3,2,""
16,1,6,4,7,7,6,6,8,6,10,5,4,4,2,1,1,4,0,2,2,2,1,2,4,""
17,7,8,5,12,7,2,7,9,8,10,2,1,3,4,2,0,2,0,0,4,0,4,1,3,""
18,3,4,4,8,3,2,2,5,5,4,6,3,4,2,2,1,1,1,2,1,1,6,3,2,""
19,2,4,5,10,4,5,5,10,7,9,4,4,2,2,2,3,2,2,1,0,2,2,0,3,""
20,8,8,2,4,7,5,10,9,6,1,7,3,1,0,1,1,0,2,0,0,0,5,4,1,""
21,1,6,2,7,6,6,6,7,6,1,4,2,1,0,0,0,1,1,0,0,1,0,5,2,""
22,7,6,5,5,2,2,1,6,2,2,5,1,2,2,2,2,0,1,0,2,3,1,4,6,""
23,5,3,3,3,4,1,4,6,3,6,1,2,2,2,2,1,1,2,1,0,3,2,3,2,""
24,1,2,3,2,5,4,7,6,3,2,2,2,0,1,5,3,1,1,2,0,1,1,5,2,""
25,4,1,6,7,2,3,4,5,3,2,3,4,2,2,1,0,1,1,1,2,1,0,3,1,""
26,3,4,0,6,6,5,4,5,8,4,2,4,1,1,0,2,0,0,0,2,1,1,1,4,""
27,2,3,4,3,3,1,5,9,7,4,2,2,6,2,2,1,0,1,3,2,1,2,3,3,""
28,3,6,7,7,6,3,2,6,7,4,6,4,4,2,3,2,1,0,1,2,1,2,2,2,""
29,3,2,2,5,4,3,2,5,5,2,4,4,3,8,5,4,2,1,1,1,3,4,4,1,""
30,5,4,3,6,2,1,5,4,3,8,3,4,0,2,2,3,6,1,1,1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
