Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,64,68,112,97,187,203,245,311,316,326,306,259,251,187,156,129,179,271,193,92,89,57,69,49
2,-1,70,79,133,167,197,231,251,235,242,249,260,218,160,179,238,233,209,169,126,107,86,73,96
3,70,67,88,119,164,239,214,256,267,332,311,277,169,207,148,201,170,200,133,140,106,105,83,74
4,71,110,91,107,151,208,248,236,254,311,340,305,305,220,246,214,194,202,105,92,111,121,107,97
5,145,169,189,114,155,196,216,238,309,281,276,281,231,188,298,180,250,189,138,123,100,68,73,59
6,77,89,95,108,180,174,235,240,261,304,328,360,260,225,230,244,163,179,180,116,126,76,92,70
7,75,76,85,109,186,201,251,330,335,340,310,297,251,209,238,213,209,158,158,81,91,90,78,85
8,92,91,103,112,184,238,266,275,328,382,335,314,268,239,256,280,259,193,138,138,111,82,66,74
9,47,66,71,99,141,188,165,157,183,190,243,281,276,221,254,220,216,220,189,166,153,125,88,63
10,66,88,108,141,183,264,251,218,275,331,358,287,270,233,271,236,196,233,201,179,138,128,80,58
11,79,69,57,118,195,215,209,273,309,357,320,350,279,301,287,277,282,319,252,273,281,212,134,105
12,119,126,149,183,241,274,336,346,354,353,418,393,368,317,305,348,319,306,322,254,215,188,137,90
13,74,100,116,149,234,233,241,312,304,367,387,353,346,268,263,266,240,233,209,183,158,128,108,89
14,93,84,116,144,200,217,265,248,264,262,248,310,298,216,255,229,202,155,153,133,104,97,68,81
15,89,76,94,126,142,151,201,214,232,243,292,255,270,197,205,251,246,218,135,134,103,110,84,87
16,79,95,108,114,140,147,177,213,231,248,260,236,210,167,211,178,175,175,135,131,124,129,88,66
17,63,104,94,97,185,217,261,196,211,196,219,239,189,158,206,279,212,168,138,135,101,74,83,94
18,68,71,103,158,237,191,173,174,227,227,249,253,167,153,174,168,184,139,147,144,122,81,85,78
19,58,72,49,76,118,118,173,181,204,183,182,180,163,157,151,137,124,154,117,99,83,93,76,99
20,82,69,96,103,122,152,221,199,224,239,225,235,197,151,142,157,167,146,135,117,108,77,67,91
21,56,79,92,105,157,147,174,208,180,186,190,195,191,161,188,162,162,136,110,86,78,87,71,63
22,74,87,103,128,162,122,154,244,210,216,205,191,170,165,172,170,135,127,106,130,128,118,124,95
23,59,95,78,101,122,-1,223,214,177,178,173,183,182,156,128,141,129,142,118,135,121,97,73,96
24,76,76,96,147,158,144,160,211,188,164,194,175,153,162,148,170,161,167,149,131,102,92,73,103
25,86,90,102,166,134,140,157,177,183,196,197,210,199,186,161,181,168,163,130,123,115,89,99,92
26,94,99,112,119,141,172,188,190,179,200,231,217,174,171,165,185,190,163,134,118,105,98,98,113
27,80,65,75,123,141,155,163,189,149,158,178,135,153,127,177,167,135,146,120,119,111,88,107,78
28,88,84,99,129,200,157,186,184,179,211,203,172,114,123,131,124,111,107,94,100,105,80,-1,93
29,91,114,94,125,157,177,157,213,180,189,169,208,193,190,140,154,120,103,108,97,101,88,85,86
30,73,97,125,133,135,151,162,215,199,201,202,224,192,205,174,159,177,154,121,109,-1,-1,71,77
31,82,84,89,144,159,182,187,185,190,179,198,237,179,168,191,185,161,158,147,124,129,121,87,81
