Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,4,3,3,3,4,1,7,4,2,6,7,8,21,22,16,29,30,14,22,15,18,14,6,10
2,5,4,6,6,5,2,6,4,-1,3,5,9,14,24,24,13,24,16,25,19,12,13,9,12
3,4,6,1,2,2,2,5,4,7,2,5,5,9,21,21,23,17,25,13,19,20,15,10,8
4,11,9,5,1,4,4,-1,3,2,5,4,7,6,14,14,11,14,16,13,5,14,13,4,6
5,5,4,3,2,1,4,3,2,2,3,5,7,4,13,7,12,9,16,14,16,19,9,14,8
6,4,3,1,3,5,3,4,7,5,1,3,11,14,14,19,4,13,10,12,6,16,13,11,7
7,-1,-1,-1,-1,5,10,4,2,4,3,2,8,10,13,20,11,7,16,11,12,18,15,7,-1,-1
8,6,5,7,6,5,2,3,4,7,-1,5,11,10,10,11,13,7,21,15,17,13,14,13,7
9,7,6,7,7,4,7,3,5,6,6,5,10,10,12,15,11,7,16,13,14,19,11,8,11
10,14,7,3,4,3,2,2,1,5,5,3,11,11,9,16,11,11,8,10,19,17,16,16,7
11,8,14,5,5,2,6,3,10,2,2,2,7,12,18,20,18,7,18,10,12,16,13,11,8
12,13,15,21,13,11,4,4,1,3,1,-1,16,15,14,21,18,24,22,18,32,28,33,31,36
13,15,15,4,11,5,8,2,1,5,6,4,9,16,16,13,23,23,24,25,20,27,31,20,16
14,7,12,8,-1,-1,-1,5,2,1,2,7,8,9,11,17,17,15,19,19,20,21,14,14,15
15,4,3,1,5,5,9,4,3,5,7,-1,-1,-1,-1,-1,11,12,14,19,20,13,13,10,5
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,6,11,4,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,9,2,4,3,4,6,8,4,5,4,2,4,5,15,12,11,7,6,13,12,15,13,3,7
18,6,7,5,4,5,1,7,4,5,7,8,9,8,9,7,6,11,10,12,11,14,9,13,9
19,9,2,5,3,3,2,2,2,-1,3,5,5,6,11,5,14,9,6,10,12,17,18,3,9
20,9,4,3,4,3,3,1,9,4,3,4,8,7,6,11,9,2,11,10,15,17,12,10,6
21,3,5,8,2,4,5,5,2,3,4,9,2,9,13,10,7,9,8,12,5,9,11,4,8
22,10,2,4,2,2,6,4,6,5,-1,3,5,7,10,10,5,9,9,8,8,8,8,8,7
23,5,9,5,2,3,2,4,4,3,2,6,7,4,6,8,4,9,9,11,10,9,13,10,5
24,9,12,6,3,4,2,3,2,4,5,6,4,8,10,11,8,9,7,13,5,14,13,9,3
25,3,10,3,3,7,6,3,3,2,7,2,10,6,17,7,8,7,10,6,7,10,17,12,2
26,4,4,7,-1,5,4,3,5,6,4,8,4,9,11,10,7,8,7,12,7,6,6,4,8
27,4,3,7,5,1,8,4,6,7,4,6,10,4,8,7,9,11,8,14,9,8,6,8,6
28,10,5,2,2,4,2,2,4,4,5,5,4,5,11,8,13,9,10,4,8,9,6,12,3
29,4,5,2,3,1,4,2,3,6,3,11,4,10,8,10,11,3,8,9,9,13,9,5,5
30,5,6,4,3,4,3,5,1,8,4,8,9,7,7,7,6,8,11,4,15,10,11,8,8
31,7,6,4,2,7,6,4,-1,-1,-1,-1,-1,-1,-1,-1,5,5,10,6,10,9,5,8,8
