Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,338,346,-1,-1,-1,-1,-1,-1,-1,-1,-1,191,129,130,122,106,102,109,102,133,136,190,269,319
2,353,-1,-1,-1,-1,-1,-1,-1,217,242,179,165,171,118,101,79,102,-1,-1,-1,130,152,181,266
3,326,291,291,260,265,245,209,216,-1,-1,179,165,149,123,96,95,97,101,137,112,119,164,263,279
4,262,302,296,278,266,241,226,246,-1,197,188,160,155,132,127,76,96,98,110,122,125,143,196,269
5,263,298,265,279,257,222,249,257,-1,-1,-1,149,142,156,107,102,113,101,107,126,142,200,201,269
6,311,305,295,251,230,237,211,255,191,233,195,150,143,155,148,103,-1,-1,-1,-1,-1,161,236,284
7,292,320,273,301,318,309,332,258,238,228,198,189,176,179,152,124,106,83,94,136,133,192,212,287
8,270,318,252,272,288,253,273,-1,-1,-1,-1,-1,151,150,114,99,101,91,118,132,133,149,221,269
9,292,288,291,239,269,259,268,-1,-1,227,-1,-1,-1,-1,-1,108,98,103,80,109,139,184,197,206
10,233,256,280,280,271,250,249,270,254,252,174,169,168,139,137,151,146,128,156,132,136,192,257,307
11,296,333,350,333,306,312,287,-1,-1,-1,-1,-1,-1,-1,161,153,137,164,167,162,209,253,275,306
12,334,336,312,264,258,250,258,264,233,291,266,220,257,198,174,161,194,159,142,199,201,231,268,323
13,295,308,348,322,342,273,248,298,272,259,237,212,188,166,151,129,150,133,137,152,138,205,215,247
14,270,293,320,292,253,256,267,251,214,209,246,198,179,137,129,120,92,109,131,141,141,204,227,272
15,257,249,245,242,272,261,268,201,219,209,187,162,144,128,135,73,91,83,98,126,132,159,191,216
16,256,267,275,253,264,259,258,236,224,213,188,-1,-1,-1,127,120,111,139,125,141,156,168,189,284
17,290,281,248,231,252,271,233,185,192,205,189,173,160,131,158,118,98,82,102,102,135,165,219,202
18,258,250,282,294,251,227,220,275,264,233,186,182,160,137,130,108,117,116,138,126,144,189,195,236
19,263,251,224,245,243,260,249,232,190,193,183,177,166,146,117,134,109,94,109,123,142,175,211,199
20,230,261,279,256,225,219,194,264,207,254,231,147,155,158,110,121,123,122,121,140,162,210,231,252
21,282,276,265,247,222,271,246,235,222,171,183,188,186,146,111,134,128,101,115,121,132,178,195,235
22,260,239,277,257,284,249,225,219,190,207,189,199,180,143,131,136,99,108,130,119,134,182,216,241
23,248,238,244,239,252,262,280,226,247,233,225,201,160,140,127,134,117,121,129,132,143,193,227,222
24,257,227,253,253,242,246,195,244,206,230,179,162,190,165,118,108,125,106,119,146,131,171,197,220
25,213,252,252,248,246,230,223,202,196,171,196,170,163,129,110,-1,-1,-1,-1,114,143,182,177,258
26,209,203,229,245,219,206,206,233,195,-1,172,159,180,139,124,119,120,97,107,132,158,197,201,242
27,228,258,194,180,220,237,222,178,214,176,166,163,122,135,117,96,76,98,111,102,128,168,190,191
28,234,235,286,260,221,215,223,208,196,226,241,196,170,158,135,131,109,114,108,131,141,166,193,241
29,278,262,265,229,255,223,237,214,210,210,198,179,167,136,126,135,126,107,142,128,152,163,226,248
30,251,267,276,260,229,249,251,236,213,206,207,158,170,145,128,121,143,115,99,108,148,198,187,218
31,263,247,232,224,256,249,237,257,167,173,178,198,180,171,122,129,109,103,133,119,147,179,229,286
