Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,21,19,18,18,14,26,-1,26,10,13,10,4,-1,1,6,1,1,10,4,1,-1,-1
2,-1,-1,16,32,26,13,24,38,15,11,11,5,10,2,4,9,-1,-1,4,5,9,9,1,-1,-1
3,-1,-1,15,19,19,17,11,5,7,8,11,30,7,12,9,12,3,1,16,3,7,6,-1,-1,-1
4,-1,-1,26,15,32,27,11,16,20,8,6,-1,-1,-1,-1,4,4,4,6,3,7,3,1,-1,-1
5,-1,-1,24,21,17,12,32,19,17,9,9,9,-1,-1,-1,14,17,5,20,8,13,6,2,7
6,6,1,16,22,28,13,12,10,23,5,10,15,7,2,5,5,1,3,3,4,7,8,1,-1,-1
7,2,21,56,51,41,35,67,63,34,49,16,8,20,6,4,3,-1,-1,12,21,39,13,1,9
8,8,-1,-1,12,30,16,19,12,10,13,-1,10,11,19,2,8,-1,-1,35,30,7,1,-1,-1,-1
9,-1,-1,13,30,30,55,19,18,10,25,12,11,16,15,3,21,17,5,13,21,8,2,-1,-1,-1
10,-1,7,16,23,44,17,19,26,12,12,24,25,22,18,6,1,19,20,18,26,18,5,-1,1
11,-1,9,14,38,50,17,146,229,156,737,670,607,19,6,80,22,53,11,31,44,45,33,-1,-1,-1
12,-1,51,146,95,127,92,72,52,112,127,44,42,46,16,18,1,21,-1,-1,-1,23,19,1,-1,-1
13,-1,1,33,54,43,41,51,28,50,24,45,54,30,63,15,13,4,10,1,9,16,11,2,-1,-1
14,-1,-1,7,19,41,58,14,55,14,22,24,30,16,6,7,2,1,5,3,47,7,5,1,-1,-1
15,-1,-1,1,13,33,16,29,23,15,16,29,12,21,11,2,4,5,2,9,5,8,8,16,11
16,15,20,17,15,30,29,12,13,25,18,8,21,2,11,5,7,5,6,4,2,7,2,3,-1,-1
17,-1,-1,11,10,38,21,9,5,6,6,11,7,5,5,10,10,1,1,1,4,8,5,1,-1,-1
18,-1,-1,4,5,33,53,38,8,7,6,22,8,2,1,22,27,19,-1,21,9,7,5,2,-1,-1
19,-1,-1,9,3,16,19,14,6,-1,-1,9,9,4,3,-1,14,-1,-1,-1,1,4,4,3,-1,-1
20,2,2,20,15,36,21,17,15,8,9,5,3,3,2,6,8,22,6,3,2,3,7,1,-1,-1
21,4,9,13,34,20,19,16,12,31,7,16,7,10,2,2,2,2,2,10,4,12,5,1,-1,-1
22,-1,-1,-1,10,24,10,19,25,20,12,16,12,7,4,4,3,3,1,9,3,4,3,-1,-1,-1
23,-1,-1,8,22,14,12,19,14,4,18,10,10,2,2,2,2,12,-1,43,28,23,25,2,-1,-1
24,-1,-1,20,25,21,19,6,11,10,5,5,23,14,10,13,10,8,2,6,3,10,8,4,1
25,-1,-1,12,24,16,23,13,8,12,15,7,7,5,6,5,4,3,6,3,17,4,5,2,-1,-1
26,-1,1,4,8,16,7,38,11,18,8,8,5,5,2,2,1,4,2,1,8,5,3,-1,-1,-1
27,-1,-1,5,12,20,16,11,9,10,4,7,11,3,2,3,6,1,4,4,2,3,3,2,-1,-1
28,-1,-1,10,13,33,33,-1,38,39,17,9,9,6,9,4,1,3,1,14,2,6,1,-1,-1,-1
29,-1,-1,-1,7,13,17,18,34,15,5,10,7,6,6,5,2,1,2,2,6,2,2,1,-1,-1
30,-1,-1,3,8,9,11,15,9,3,14,13,9,-1,-1,3,25,10,1,8,3,4,4,1,-1,-1
31,-1,-1,14,23,23,15,16,5,8,16,3,4,10,3,2,2,2,2,4,4,3,2,2,-1,-1
