aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,40,43,30,21,28,19,26,26,17,""
03,25,26,37,55,70,89,118,117,116,117,98,82,79,54,42,45,35,32,32,24,21,23,29,11,""
04,18,31,40,60,72,99,108,122,103,120,103,84,63,62,43,69,38,27,32,15,32,15,25,30,""
05,17,37,40,67,72,86,94,91,82,75,85,63,54,52,50,50,49,30,32,30,27,28,18,22,""
06,21,28,36,50,79,74,99,101,101,91,88,63,61,77,55,38,37,33,25,15,23,21,23,15,""
07,21,30,30,52,63,80,80,95,93,74,76,67,64,47,29,69,34,28,-1,-1,17,-1,-1,-1,""
08,-1,-1,35,45,54,76,76,97,85,84,77,97,58,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,40,52,37,28,16,24,18,""
10,15,25,33,47,56,74,101,94,99,91,87,74,60,64,79,47,45,34,33,33,61,37,25,32,""
11,33,31,44,57,75,95,92,82,91,97,87,75,74,50,73,81,82,42,32,85,33,29,14,21,""
12,21,23,36,53,75,86,102,90,98,77,85,109,99,71,95,84,101,60,64,-1,-1,-1,-1,7,""
13,0,37,5,0,0,0,0,0,0,0,111,124,138,122,124,105,78,80,68,44,27,27,27,18,""
14,-1,49,41,60,67,82,99,111,103,102,101,88,79,84,89,75,56,57,37,36,25,18,13,18,""
15,-1,57,33,40,69,77,82,77,99,70,60,47,59,70,59,32,33,29,28,20,22,25,13,28,""
16,17,28,34,39,49,58,68,64,67,66,72,51,40,45,46,31,36,24,31,28,26,23,18,33,""
17,26,36,31,45,75,78,81,50,60,59,71,45,36,52,36,87,34,56,37,29,20,22,17,27,""
18,20,27,36,51,60,64,71,60,71,70,71,59,50,48,32,19,24,30,27,17,37,32,45,0,""
19,28,28,36,46,42,65,64,80,63,64,56,69,51,37,51,37,42,35,27,23,16,24,16,10,""
20,22,18,32,43,33,45,48,60,50,46,-1,24,49,22,28,28,31,24,24,22,22,19,13,17,""
21,10,11,22,26,38,43,43,39,44,52,48,41,27,37,32,37,26,20,31,22,15,23,19,8,""
22,22,20,27,34,33,45,57,44,57,40,40,27,25,37,82,38,31,33,23,15,16,18,20,12,""
23,14,28,16,31,47,37,51,51,53,71,56,52,60,45,30,34,30,24,26,21,20,31,22,18,""
24,22,13,25,33,49,41,46,47,35,44,45,37,34,31,28,28,31,34,21,18,16,22,18,16,""
25,19,21,39,39,50,41,51,53,47,41,44,28,52,30,35,25,25,27,19,18,19,16,19,17,""
26,20,17,18,20,36,45,41,47,49,43,49,32,33,19,26,28,19,21,28,15,12,17,20,12,""
27,14,18,17,26,28,34,29,42,37,38,38,34,27,32,33,29,39,26,25,25,15,13,14,12,""
28,16,18,16,28,48,31,38,35,37,30,35,36,32,26,34,26,26,32,22,25,16,33,21,7,""
29,17,23,0,26,29,59,56,48,43,39,30,26,35,25,41,35,26,21,15,21,20,23,19,16,""
30,17,14,35,39,41,51,-1,-1,-1,-1,-1,23,77,94,76,45,23,22,18,16,15,23,15,10,""
31,26,18,55,24,84,42,35,54,38,44,27,32,26,32,44,27,27,22,15,19,21,22,17,-1,""
