aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,22,17,35,33,31,47,27,19,15,32,16,14,18,22,34,15,10,14,16,19,18,11,22,20,""
02,23,23,-1,-1,-1,-1,-1,9,12,24,16,24,18,18,12,16,18,8,9,16,17,11,15,0,""
03,0,0,5,0,0,4,31,22,32,29,29,17,18,14,15,12,12,15,14,11,12,25,27,24,""
04,27,26,25,25,36,22,22,32,28,16,16,22,18,15,10,15,15,15,19,23,31,13,27,41,""
05,26,27,30,46,36,37,30,68,48,36,41,33,33,26,20,21,13,13,14,11,16,28,27,31,""
06,27,25,32,32,61,47,43,49,53,30,38,29,26,13,20,16,12,15,11,7,22,21,22,38,""
07,24,30,36,32,32,38,40,41,29,23,22,16,19,16,19,22,16,18,15,22,30,23,17,26,""
08,25,35,28,27,48,36,31,35,32,25,23,14,10,19,18,19,18,24,20,15,17,28,20,22,""
09,26,30,40,37,47,45,41,35,27,24,27,18,17,19,19,20,15,18,18,23,24,26,27,37,""
10,46,34,54,65,33,50,50,34,19,37,41,23,21,20,21,24,22,22,26,16,24,30,30,23,""
11,32,59,57,41,51,65,61,31,29,29,31,24,24,18,16,12,12,12,18,17,20,22,26,23,""
12,28,40,30,41,72,53,63,39,38,25,23,29,13,25,20,10,19,21,17,23,31,35,29,44,""
13,47,50,70,68,91,73,67,81,73,44,32,35,41,30,22,23,43,29,30,19,34,30,19,39,""
14,34,37,49,47,68,61,43,67,42,37,39,28,20,33,31,29,14,24,22,39,46,29,97,62,""
15,87,27,25,57,38,128,45,47,64,36,34,60,41,9,46,21,15,20,46,18,16,32,26,29,""
16,32,22,22,27,33,36,33,30,15,28,22,21,26,12,9,22,15,8,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,11,15,18,11,12,23,""
19,14,16,15,28,23,24,24,16,20,40,23,30,18,13,25,24,14,12,13,22,11,12,15,12,""
20,18,15,12,12,22,14,19,18,40,17,18,30,11,10,9,12,13,5,13,9,11,14,18,8,""
21,15,16,13,19,33,18,13,18,15,31,43,15,23,12,20,14,11,11,10,16,10,11,16,15,""
22,21,17,19,15,23,50,12,30,16,24,55,36,15,10,5,11,10,7,18,14,17,16,15,11,""
23,24,11,10,18,18,20,12,16,20,22,15,18,10,13,17,29,10,15,13,7,8,20,16,12,""
24,18,12,19,20,19,20,19,11,21,11,58,34,11,12,22,26,9,17,7,13,15,14,14,10,""
25,17,9,19,17,19,14,21,17,18,21,27,12,18,13,13,15,31,18,4,18,10,22,14,11,""
26,10,25,20,16,20,21,38,22,26,19,28,22,16,12,5,14,12,10,9,13,9,11,16,11,""
27,18,18,13,20,20,21,31,20,11,17,26,20,15,14,13,14,5,8,7,9,7,12,15,8,""
28,12,14,11,11,22,16,24,21,8,14,16,8,9,14,10,8,10,11,15,13,8,11,20,12,""
29,13,11,19,27,15,25,25,16,15,19,20,29,8,17,4,15,12,13,8,9,9,14,17,14,""
30,9,15,11,18,48,16,13,25,19,21,11,13,10,12,8,15,8,11,12,15,12,9,12,13,""
31,14,18,22,17,12,18,13,18,16,26,17,13,15,15,12,19,8,12,11,10,16,13,14,18,""
