aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,38,48,63,96,155,260,317,391,402,433,379,358,298,325,258,239,205,200,115,108,67,83,70,55,""
02,53,40,55,55,158,221,287,311,335,414,402,387,357,290,244,236,160,115,105,112,89,80,78,57,""
03,50,56,48,76,126,237,278,283,320,386,438,387,327,356,254,204,203,168,117,82,72,67,78,50,""
04,58,42,66,76,149,255,267,244,326,362,375,376,392,335,313,273,186,164,132,137,84,91,90,61,""
05,57,48,57,95,136,218,226,285,273,342,392,348,320,271,265,260,237,133,122,100,73,63,58,50,""
06,40,46,68,94,144,219,288,284,341,408,380,361,335,289,238,230,215,164,132,86,77,75,63,60,""
07,51,58,70,82,141,212,214,282,284,346,313,306,280,259,261,246,196,152,118,98,76,93,74,61,""
08,42,48,47,60,117,189,254,235,279,289,366,326,331,306,329,297,224,178,141,89,87,71,68,53,""
09,59,50,49,83,184,231,256,240,312,419,382,410,324,292,289,272,266,197,159,149,138,114,77,67,""
10,63,58,60,82,129,164,245,252,315,374,351,372,356,310,346,318,258,193,131,171,124,86,53,69,""
11,66,65,69,66,136,178,218,242,316,432,465,362,373,376,324,262,315,213,187,140,92,85,92,69,""
12,50,46,51,64,107,148,183,295,326,407,471,431,400,410,376,396,303,264,183,186,169,106,77,67,""
13,64,65,73,108,163,237,322,359,438,504,482,446,471,362,396,345,339,309,254,170,143,98,85,65,""
14,60,40,84,90,142,187,226,286,342,474,394,380,390,350,294,283,271,181,120,112,103,88,77,63,""
15,66,58,171,74,103,150,216,244,284,329,356,359,320,327,318,276,208,164,112,114,71,66,77,49,""
16,55,59,85,124,144,207,228,245,298,332,341,331,309,282,260,262,196,138,127,133,93,68,63,81,""
17,58,48,62,97,121,182,223,217,263,297,322,288,269,262,260,232,197,168,120,102,65,67,71,80,""
18,57,54,59,80,87,189,192,214,270,323,322,274,256,218,201,150,191,128,102,95,71,59,70,52,""
19,59,50,61,86,107,162,177,184,257,306,290,249,198,225,199,184,169,146,130,81,73,78,70,61,""
20,68,47,46,73,140,168,190,180,223,276,248,210,241,243,229,226,191,142,128,104,76,75,56,46,""
21,54,67,46,81,117,142,211,199,241,293,311,278,247,204,208,229,188,167,131,112,97,83,89,74,""
22,69,57,65,93,157,167,170,197,209,281,272,294,271,259,215,239,165,150,143,80,96,100,88,72,""
23,69,73,75,118,162,208,189,200,237,265,291,283,241,255,214,279,213,151,114,111,84,95,72,66,""
24,54,60,60,104,120,160,187,217,218,272,360,266,244,185,200,177,173,141,133,93,73,96,76,70,""
25,69,52,66,75,116,125,130,168,219,320,326,259,283,237,185,193,182,141,113,85,91,88,64,52,""
26,55,54,68,-1,-1,142,165,212,270,368,352,281,253,230,202,200,170,115,105,84,99,63,71,65,""
27,75,61,66,87,138,157,202,181,252,336,310,238,220,211,196,207,221,201,122,92,92,95,76,51,""
28,61,48,46,72,108,145,189,183,215,237,262,232,254,191,196,197,185,155,106,100,102,92,87,93,""
29,45,49,55,74,103,123,166,203,244,289,292,232,240,215,201,182,169,135,123,89,103,79,60,52,""
30,58,40,42,43,94,142,174,164,188,250,228,225,216,192,169,194,173,118,139,129,129,92,79,92,""
31,79,61,57,65,124,139,171,172,226,285,292,222,240,230,192,167,183,138,107,93,98,68,64,-1,""
