aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,""
02,0,0,0,0,0,0,0,0,0,196,40,21,103,532,516,498,617,370,44,31,16,7,2,0,""
03,0,0,0,0,0,0,0,0,0,185,127,32,47,107,142,252,500,299,5,3,1,7,0,0,""
04,0,0,0,0,0,0,0,0,0,167,150,25,466,282,116,32,516,275,0,4,81,41,12,1,""
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,85,8,17,83,220,134,344,265,0,0,9,2,2,2,""
06,0,0,0,0,0,0,0,0,0,151,146,429,580,656,179,147,370,499,4,1,62,179,25,173,""
07,1,0,0,0,0,0,0,0,0,6,13,6,12,222,187,243,83,35,0,2,15,0,1,26,""
08,31,2,0,0,0,0,0,0,0,60,120,177,91,197,374,313,556,119,7,4,0,0,0,0,""
09,0,0,0,0,0,0,0,0,0,206,130,235,61,42,135,105,84,100,1,0,1,0,0,0,""
10,0,0,0,0,0,0,0,0,0,194,150,450,82,19,135,82,92,99,0,1,22,10,0,1,""
11,0,0,0,0,0,0,0,0,0,204,295,595,366,419,264,275,220,23,4,29,2,0,0,0,""
12,0,0,0,0,0,0,0,0,0,132,201,742,498,291,90,3,7,39,2,0,3,0,0,0,""
13,0,0,0,0,0,0,0,0,0,155,63,66,33,72,63,86,200,160,4,3,5,5,0,0,""
14,0,0,0,0,0,0,0,0,0,46,47,71,147,175,168,276,270,195,17,2,2,7,0,0,""
15,0,0,0,0,0,0,0,0,0,14,4,8,58,589,394,157,304,321,119,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,16,0,0,""
17,0,0,0,0,0,0,0,0,0,17,235,508,103,291,440,420,631,68,0,3,0,30,0,0,""
18,0,0,0,0,0,0,0,0,0,11,80,199,351,659,354,376,604,326,13,0,0,0,0,0,""
19,0,0,0,0,0,0,0,0,0,120,167,52,-1,-1,-1,1,0,0,3,13,26,10,3,0,""
20,0,0,0,0,0,0,0,0,24,10,165,308,186,197,130,16,22,7,0,1,0,-1,-1,-1,""
21,-1,-1,-1,-1,-1,-1,-1,-1,24,5,2,39,331,387,544,451,700,407,111,29,1,18,9,25,""
22,1,0,0,0,13,0,0,0,0,170,38,66,85,140,63,84,125,-1,-1,-1,-1,-1,-1,-1,""
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,12,0,""
24,10,0,0,0,0,0,0,0,0,237,202,11,80,241,235,109,31,22,12,17,25,42,0,0,""
25,0,1,0,0,0,0,0,0,0,71,114,677,515,693,264,255,647,510,0,1,1,18,2,0,""
26,0,0,0,0,0,0,0,0,0,84,130,622,536,598,460,414,593,452,5,3,70,3,2,0,""
27,0,0,0,0,0,0,0,0,0,142,277,660,412,58,296,122,145,210,0,1,2,356,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,20,7,""
29,9,0,0,0,0,0,0,1,11,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,1,0,0,0,0,0,0,1,1,19,16,6,-1,-1,-1,8,-1,3,42,0,1,75,41,""
