aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,028,013,018,037,036,041,015,027,012,032,041,042,033,022,013,003,013,012,016,009,013,016,011,015,""
02,020,018,015,016,010,006,014,012,002,006,004,014,012,015,018,020,008,014,011,012,022,017,026,-1,""
03,-1,-1,-1,-1,-1,004,027,026,028,034,031,029,018,007,001,014,020,013,012,015,014,024,033,029,""
04,035,032,030,030,022,015,029,022,022,021,040,019,-1,-1,-1,-1,-1,-1,007,010,013,021,036,037,""
05,040,035,038,037,032,017,025,035,024,012,015,019,019,020,024,033,027,010,022,020,026,035,029,034,""
06,038,038,051,028,037,048,047,030,034,043,024,015,020,016,018,019,017,019,015,021,033,050,032,028,""
07,037,040,046,037,029,028,040,033,040,028,017,021,016,020,018,011,007,007,008,011,017,019,015,020,""
08,026,033,032,015,021,013,007,016,011,013,007,003,006,007,007,006,006,010,005,009,010,014,018,019,""
09,018,017,018,017,015,010,010,016,010,009,005,013,005,007,006,008,003,006,002,005,007,007,011,023,""
10,025,034,024,025,015,019,025,019,020,006,006,008,007,012,005,008,007,009,009,010,024,033,025,023,""
11,026,025,036,022,021,025,016,027,023,014,015,024,008,018,013,006,013,012,011,012,030,020,027,029,""
12,036,041,048,046,023,019,034,027,018,017,007,021,003,009,014,028,036,019,023,034,013,025,035,035,""
13,053,045,038,046,043,019,018,020,019,024,036,019,023,020,023,017,009,024,037,017,016,018,022,016,""
14,018,024,024,014,014,017,018,009,015,013,013,009,006,006,011,010,010,005,015,005,008,014,014,011,""
15,015,015,021,021,018,011,015,011,009,010,011,016,005,009,008,005,004,008,009,012,010,008,013,015,""
16,011,012,012,009,014,015,014,008,009,012,007,007,006,005,013,003,007,005,008,008,005,007,010,009,""
17,008,007,012,011,004,009,009,008,009,005,004,010,006,010,005,010,005,004,010,010,006,008,010,018,""
18,011,008,010,007,015,006,008,012,005,008,008,007,006,002,004,010,005,-1,-1,-1,-1,-1,-1,-1,""
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,001,005,004,005,009,014,008,009,005,""
21,011,006,010,009,006,014,008,006,006,009,014,014,005,004,006,008,002,005,008,005,010,008,009,008,""
22,016,011,014,010,015,010,010,014,004,006,009,008,012,013,008,012,008,006,011,006,007,004,012,010,""
23,019,013,011,011,013,012,013,010,006,012,013,007,013,006,007,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,014,008,009,012,004,007,011,003,003,""
25,010,008,007,011,004,008,007,008,006,010,008,012,008,005,003,005,002,008,004,008,005,005,006,007,""
26,009,007,005,004,002,014,006,008,007,010,006,008,007,002,008,009,004,006,005,006,006,013,005,005,""
27,009,007,007,005,009,015,004,008,009,009,008,009,008,006,009,013,010,003,009,009,007,010,011,011,""
28,007,009,008,015,021,015,012,013,014,008,012,011,005,008,010,016,014,013,008,007,011,012,013,010,""
29,007,012,013,009,014,020,009,010,004,009,012,009,005,-1,-1,041,027,016,006,005,007,007,014,007,""
30,008,016,010,013,015,016,011,014,011,008,006,011,003,005,008,014,008,006,007,008,006,011,011,007,""
31,002,007,017,016,010,004,011,012,010,011,009,009,011,007,006,011,007,008,008,005,004,010,007,010,""
