may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,4,12,14,6,11,11,15,18,23,14,12,15,10,10,8,11,1,4,1,1,1,2,5,3
02,3,1,5,4,5,6,12,18,18,9,27,15,14,7,5,6,1,1,3,1,6,4,4,3
03,6,5,12,8,12,11,24,23,22,14,11,7,13,17,10,4,6,11,3,3,2,3,2,3
04,2,7,5,10,8,19,11,21,22,12,12,29,8,3,5,3,3,5,1,1,1,31,6,5
05,8,3,5,5,14,21,34,44,28,28,16,12,7,3,3,4,3,5,1,3,5,13,5,3
06,7,4,12,24,32,44,45,31,26,23,16,14,15,7,4,6,9,6,5,1,1,7,8,15
07,11,13,15,26,23,47,42,24,27,36,31,21,16,8,11,5,4,1,5,5,3,7,12,11
08,11,11,15,26,31,29,44,34,19,32,16,21,14,15,6,8,3,2,6,2,8,1,6,5
09,11,9,11,19,17,34,14,27,23,18,13,11,11,12,2,4,1,3,7,5,1,3,13,13
10,10,20,19,23,19,43,30,24,22,21,14,14,7,7,7,5,5,7,4,6,1,3,2,6
11,7,7,13,22,26,30,33,33,27,16,20,13,10,5,4,2,4,1,3,1,3,4,8,3
12,4,10,14,10,15,25,23,20,23,19,15,13,10,15,3,7,2,4,4,4,1,7,10,10
13,6,5,10,13,29,14,13,11,7,2,6,7,4,4,2,3,1,2,2,1,4,5,11,13
14,12,10,9,21,18,18,17,9,16,28,12,19,12,15,6,1,1,1,1,3,1,4,9,3
15,9,15,2,7,12,9,31,16,9,8,18,13,8,11,7,5,1,1,1,1,1,1,1,1
16,2,2,5,4,2,5,14,11,8,11,11,11,13,12,9,8,18,47,39,45,1,1,4,5
17,2,4,4,5,8,9,30,13,13,14,8,13,17,9,8,6,6,5,5,4,1,5,3,9
18,11,13,7,16,23,20,14,11,2,6,4,2,2,4,2,17,1,1,19,1,1,6,8,6
19,16,13,12,11,12,29,14,23,24,1,1,1,2,2,4,1,1,1,1,1,4,4,6,7
20,10,14,11,15,17,15,20,17,17,6,11,3,5,3,3,2,5,1,3,2,2,5,10,10
21,9,15,13,14,16,8,14,11,4,4,1,4,2,3,5,3,5,3,4,5,7,9,6,8
22,9,10,15,20,11,9,21,19,16,12,11,16,15,18,10,6,8,6,3,4,4,12,16,8
23,15,11,11,15,11,24,21,15,22,13,10,3,4,9,6,6,2,6,4,4,4,8,7,11
24,11,13,9,8,19,20,16,12,13,11,11,4,16,8,8,5,3,6,2,2,4,6,4,8
25,8,1,8,15,4,10,18,11,10,6,1,1,5,8,5,30,12,2,2,1,4,2,1,5
26,6,5,2,11,4,7,23,15,18,16,7,12,10,11,8,10,4,2,1,1,1,25,20,14
27,11,13,13,20,19,18,29,29,20,4,4,36,33,22,11,28,84,54,71,7,4,9,11,12
28,6,8,4,15,10,19,25,8,10,10,6,4,1,11,68,82,17,2,4,3,5,10,7,11
29,11,13,28,17,85,19,31,25,22,18,18,33,19,75,210,12,6,6,2,1,1,5,8,14
30,11,19,12,14,21,22,27,24,23,16,25,7,2,5,4,7,3,1,1,2,4,5,5,6
31,11,10,15,19,12,23,17,20,7,13,8,5,9,15,32,41,14,14,14,3,6,4,16,11
