may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,5,2,5,4,4,6,4,7,2,4,5,1,6,9,9,15,13,8,10,7,1,7,9,6
02,7,7,4,7,6,1,4,5,4,2,3,-1,4,7,5,19,9,6,8,3,2,8,12,7
03,8,8,6,8,6,5,5,4,2,10,8,16,12,11,9,30,8,22,13,2,6,7,14,11
04,5,3,4,9,15,5,7,7,3,12,9,4,12,8,4,19,11,12,6,5,2,6,7,4
05,7,5,9,9,3,8,4,7,3,8,12,16,-1,16,36,22,7,11,11,7,12,2,7,6
06,15,6,10,7,18,10,3,10,7,12,13,11,12,8,12,13,11,11,1,6,8,3,10,7
07,11,14,8,10,9,3,10,5,3,10,9,12,8,14,14,19,27,7,9,8,8,12,13,7
08,9,12,7,7,3,6,4,8,7,8,9,12,11,20,6,22,22,10,2,7,20,12,11,34
09,26,28,5,13,7,3,2,4,6,3,6,10,11,6,10,14,14,14,10,5,9,10,13,12
10,15,15,4,7,11,11,12,11,3,10,3,11,8,11,18,14,18,11,10,5,2,8,11,9
11,8,8,4,11,7,11,6,2,1,10,11,10,11,13,11,14,13,5,9,4,9,10,9,9
12,5,18,1,9,9,8,16,6,3,5,7,6,3,6,15,15,16,14,7,10,10,9,9,8
13,9,11,8,10,12,13,6,7,11,2,5,5,10,16,13,15,19,13,4,5,6,4,11,7
14,7,8,9,10,2,5,7,5,6,4,10,5,2,8,5,12,15,12,5,8,12,5,16,12
15,6,7,8,8,9,7,4,6,3,15,-1,-1,-1,16,16,13,16,13,7,6,6,2,14,8
16,13,11,15,11,5,3,3,5,5,8,6,7,7,4,5,22,10,7,3,7,7,9,11,8
17,3,18,9,10,11,8,6,7,1,3,10,7,5,8,13,13,15,15,7,7,8,12,22,8
18,9,10,15,10,14,8,7,9,8,10,8,6,9,9,10,26,14,20,9,9,7,9,13,8
19,6,6,5,6,11,5,4,6,5,6,7,1,3,7,8,12,16,13,16,21,25,7,6,3
20,4,6,8,6,8,6,7,7,5,3,5,5,5,6,6,15,17,13,6,34,76,7,18,32
21,48,3,5,6,5,3,3,3,2,2,3,1,2,6,8,11,9,8,10,3,1,2,14,9
22,7,6,10,18,6,2,3,6,8,7,2,4,7,8,6,16,30,12,24,3,7,6,16,5
23,14,6,1,8,12,5,2,4,1,4,6,5,5,4,14,16,11,10,3,6,8,6,10,5
24,5,5,11,12,11,7,3,9,7,5,8,8,6,11,12,17,18,21,23,25,13,8,14,14
25,9,16,11,22,11,9,1,1,3,5,8,6,5,6,7,12,13,19,15,12,8,29,24,6
26,11,4,7,7,9,5,5,2,3,3,5,4,2,9,9,8,9,5,1,10,8,10,8,10
27,5,14,4,19,10,9,3,5,2,4,4,1,3,3,4,8,8,9,4,7,-1,8,13,3
28,6,12,2,6,10,4,7,3,2,6,6,9,4,4,9,9,20,16,11,5,7,3,21,5
29,6,2,2,4,3,3,9,4,6,7,1,4,7,10,10,21,11,10,6,7,9,10,22,7
30,9,9,2,12,9,5,9,7,1,9,5,5,9,12,5,34,13,10,6,8,14,8,19,27
31,9,10,11,9,9,7,7,10,5,6,6,13,6,10,9,20,17,14,11,10,4,19,48,10
