may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,1,1,4,8,6,3,5,10,12,2,2,3,5,2,4,1,1,1,1,1,1,1,1,2
02,1,2,6,4,9,16,7,16,5,14,7,2,6,6,5,3,5,1,1,3,1,1,1,1
03,1,1,5,2,6,4,6,10,2,2,3,2,5,1,3,1,2,1,1,1,1,1,1,1
04,2,1,1,1,1,9,4,10,11,5,2,1,3,7,3,6,16,1,3,5,12,21,1,4
05,1,2,5,2,6,14,11,12,7,4,12,3,1,4,2,1,1,1,6,1,1,9,2,1
06,1,1,5,3,6,9,2,5,3,11,1,5,4,1,6,2,5,4,3,9,1,4,1,1
07,1,3,2,7,1,8,3,4,5,5,3,4,1,2,1,1,1,1,1,1,1,1,1,1
08,1,2,1,3,3,2,7,9,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09,1,1,5,1,2,4,2,2,2,1,1,5,4,3,3,1,1,1,1,1,1,1,3,1
10,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1
11,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,1,1,1,1,3,1,1,3,1,1,1,1,2,1,3,1,1,1,1,4,1,1,1,1
14,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
17,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1
20,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3
23,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
24,2,1,1,1,4,4,1,10,4,19,10,7,2,8,2,2,2,1,1,4,1,1,1,1
25,2,1,2,1,5,6,10,5,2,3,1,1,8,3,1,1,1,2,1,1,1,1,1,1
26,2,1,2,1,2,3,2,2,1,1,1,1,5,1,1,2,1,1,1,17,1,1,1,1
27,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
28,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
29,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
30,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,4,1,1,1,1,2,1
31,3,1,1,1,1,4,1,2,1,2,1,1,3,1,1,1,1,1,3,1,1,1,1,1
