aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,8,5,9,1,6,5,4,10,3,15,23,15,16,22,22,39,34,29,37,39,28,13,14,11,""
02,14,9,6,6,7,5,4,16,18,3,3,16,11,19,30,40,30,27,20,27,35,9,8,10,""
03,15,9,9,8,1,5,5,4,5,18,8,7,10,15,18,32,32,34,32,23,19,19,15,12,""
04,13,9,17,4,7,5,4,6,9,11,3,10,14,21,25,22,35,28,31,33,41,15,16,8,""
05,13,8,8,6,5,6,3,3,5,7,9,9,13,18,16,20,28,22,25,20,19,17,11,10,""
06,17,2,7,8,6,5,6,6,5,11,6,23,8,22,22,28,30,28,22,15,22,12,11,12,""
07,19,18,5,6,4,5,4,2,5,6,14,5,12,18,19,31,16,20,30,25,18,14,24,13,""
08,8,7,11,5,2,5,9,8,6,4,8,7,13,23,26,26,17,32,18,25,25,14,25,12,""
09,14,10,11,10,4,8,9,8,9,7,7,12,10,19,21,28,23,24,23,25,19,18,15,15,""
10,11,13,7,8,11,3,8,4,0,2,5,7,16,18,14,34,27,25,33,26,16,25,19,19,""
11,13,20,12,6,12,7,6,6,3,6,10,10,14,20,26,40,30,30,33,29,24,41,31,31,""
12,21,23,19,11,11,5,6,12,5,7,8,10,19,20,25,38,42,38,57,44,60,56,44,44,""
13,30,28,27,12,16,8,10,4,5,6,8,17,38,24,22,38,42,44,34,30,55,39,22,20,""
14,31,35,20,10,8,8,7,6,6,5,7,7,16,28,16,26,37,30,32,24,27,15,24,14,""
15,14,10,15,8,4,9,5,7,4,2,6,8,8,24,26,38,21,19,14,19,21,12,10,11,""
16,16,9,6,3,11,3,6,11,5,8,10,20,17,20,8,18,25,16,17,15,18,15,12,6,""
17,8,15,10,5,10,13,6,5,8,10,4,5,12,14,9,14,30,15,10,17,21,9,10,6,""
18,8,6,3,4,5,7,4,7,3,4,8,5,10,12,22,15,20,14,9,14,13,15,28,9,""
19,7,8,6,5,5,5,4,11,6,10,6,5,14,17,14,18,27,17,24,20,13,22,18,10,""
20,4,6,6,5,4,3,7,3,10,4,2,8,14,15,17,12,26,16,20,13,19,11,16,11,""
21,9,10,7,3,7,7,4,7,5,3,6,9,10,15,26,10,20,17,16,17,10,9,6,10,""
22,11,9,6,4,8,8,7,5,4,4,6,6,12,13,13,20,20,14,14,10,11,5,6,14,""
23,11,13,2,7,3,3,7,4,3,11,7,12,22,17,17,16,15,12,15,14,9,8,6,7,""
24,4,12,10,8,5,4,6,5,3,8,9,15,12,11,16,18,25,7,12,18,18,10,6,12,""
25,9,9,6,7,5,8,5,6,3,2,10,4,18,12,18,16,21,17,10,13,17,16,15,12,""
26,11,10,6,5,9,3,5,3,7,11,8,10,13,17,14,23,13,15,18,6,11,14,12,12,""
27,11,3,7,4,3,7,10,5,7,5,14,9,14,9,18,10,7,8,10,15,8,7,8,7,""
28,7,13,7,7,3,7,5,8,6,7,9,9,12,8,12,15,10,9,10,19,11,15,6,11,""
29,13,8,8,3,13,12,11,8,7,5,3,12,13,11,8,13,14,7,3,4,12,19,10,8,""
30,10,6,7,8,4,2,6,5,-1,-1,-1,1,10,13,9,12,7,7,6,7,7,7,8,5,""
31,10,7,9,5,6,3,4,7,5,4,9,3,11,8,12,8,5,6,4,4,11,5,6,6,""
