aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,9,15,20,12,31,26,18,10,5,12,4,8,9,10,10,11,4,4,3,3,4,3,4,""
02,5,7,6,11,17,14,20,23,9,8,7,9,12,8,11,1,4,2,4,4,0,7,7,7,""
03,11,18,13,12,24,18,28,26,30,26,24,26,12,15,11,13,20,12,10,13,14,8,9,5,""
04,11,12,13,18,21,33,27,27,24,13,9,8,5,5,4,9,6,0,3,5,2,8,7,5,""
05,10,13,12,11,8,10,11,5,15,13,15,11,5,6,12,13,9,9,2,4,3,1,5,4,""
06,14,8,12,13,15,11,7,11,6,7,5,7,8,3,14,5,5,3,1,4,6,5,6,10,""
07,4,8,18,9,7,5,12,5,8,5,9,12,11,7,10,11,4,10,5,8,3,4,4,1,""
08,5,8,5,7,9,9,12,9,13,12,15,9,3,8,2,5,1,1,1,4,2,3,17,15,""
09,6,7,3,8,11,19,12,12,17,13,7,7,18,5,15,16,17,9,7,4,2,-1,-1,-1,""
10,1,22,14,30,26,35,39,22,-1,-1,7,1,2,1,1,0,3,1,7,6,-1,3,2,-1,""
11,-1,10,13,17,29,-1,6,-1,-1,-1,13,14,25,12,13,15,9,8,9,14,12,4,17,20,""
12,20,22,20,25,29,23,32,7,5,13,-1,23,20,22,39,17,22,18,27,24,20,16,14,27,""
13,24,20,38,30,36,51,56,50,45,48,19,21,47,29,20,27,17,21,18,10,10,26,10,16,""
14,17,20,25,31,33,30,33,47,9,15,46,28,13,22,17,15,29,12,18,12,15,21,22,15,""
15,12,18,21,34,28,34,44,41,37,53,37,38,18,15,15,13,12,9,16,20,10,23,14,13,""
16,9,17,17,28,16,21,17,25,31,40,26,33,20,15,16,11,11,8,14,9,9,11,5,9,""
17,30,14,13,17,17,23,21,20,5,6,10,8,7,2,4,2,1,6,3,2,6,3,4,4,""
18,5,6,7,7,8,4,4,7,8,5,5,1,4,7,3,5,8,5,2,4,5,5,4,4,""
19,3,8,6,5,10,7,9,7,2,3,3,2,4,11,10,12,11,14,5,5,4,7,1,2,""
20,2,6,12,10,13,11,11,11,21,6,5,7,5,4,4,5,5,3,3,5,1,1,1,2,""
21,3,3,7,8,12,6,9,30,12,13,9,8,4,11,3,6,4,5,6,2,2,5,0,0,""
22,3,3,3,5,2,11,9,26,11,6,9,5,3,6,3,5,5,2,-1,-1,4,2,6,6,""
23,5,7,6,9,8,13,13,17,8,14,11,19,4,10,8,8,6,11,2,3,9,2,4,8,""
24,3,6,9,14,13,13,19,18,27,19,20,6,8,10,13,5,6,7,4,5,7,5,3,2,""
25,4,6,14,11,11,8,8,10,15,13,7,11,12,5,15,9,13,3,3,3,2,3,7,3,""
26,9,6,5,0,0,0,0,0,2,3,14,15,14,12,8,5,6,-1,-1,9,23,19,19,11,""
27,6,7,6,12,12,11,9,11,9,9,4,5,8,5,4,3,1,2,5,2,4,1,2,8,""
28,9,5,7,7,11,10,6,7,8,14,9,6,12,4,5,3,4,2,4,3,3,6,3,4,""
29,4,9,6,5,9,7,13,7,18,14,11,16,14,3,3,3,3,1,5,0,0,0,2,2,""
30,2,3,6,8,7,3,7,3,3,3,4,5,2,1,1,3,5,2,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
