aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,23,74,97,77,81,62,60,48,34,0,1,2,3,6,6,9,9,18,24,25,31,35,55,59,""
02,58,60,31,36,36,27,45,22,18,9,12,3,4,4,8,9,11,21,17,23,32,45,48,62,""
03,65,45,42,28,27,28,19,21,9,18,17,11,17,13,14,9,25,18,40,56,45,41,59,64,""
04,53,54,39,46,73,40,34,42,36,19,7,11,7,12,5,8,12,16,22,27,28,17,54,59,""
05,49,23,33,17,57,43,53,27,5,7,6,7,3,12,17,17,19,10,22,42,21,11,17,10,""
06,10,23,81,88,50,86,50,45,21,6,2,7,21,25,29,35,26,28,30,39,37,52,63,73,""
07,75,78,97,80,86,76,87,48,37,28,22,14,11,13,20,16,19,21,23,24,26,47,51,56,""
08,72,68,79,84,79,75,76,54,45,57,37,23,17,27,33,28,40,32,25,33,51,56,54,77,""
09,86,75,64,79,59,76,61,63,37,31,27,40,20,18,21,21,24,24,45,47,47,53,61,44,""
10,55,75,81,64,72,54,60,60,44,37,24,20,28,31,17,18,22,35,25,28,40,62,63,61,""
11,72,68,49,76,68,66,60,57,51,36,14,19,18,24,26,20,24,23,17,24,23,43,42,46,""
12,76,84,79,86,89,78,93,63,64,81,61,44,40,27,38,45,57,17,37,50,66,69,66,79,""
13,98,109,124,147,102,77,89,69,58,59,40,38,40,38,33,48,22,28,45,45,43,69,52,77,""
14,72,85,85,97,66,63,63,84,76,53,49,27,48,25,24,25,48,41,46,27,38,46,53,52,""
15,75,69,67,73,80,32,31,28,36,22,25,38,26,35,38,30,35,41,26,55,52,58,38,66,""
16,60,59,84,73,78,60,62,55,24,29,-1,4,7,5,10,8,5,7,17,6,17,16,11,-1,""
17,42,17,21,19,21,13,-1,-1,-1,12,6,5,5,6,3,16,11,9,6,8,15,11,16,15,""
18,19,25,22,21,12,3,3,1,10,2,8,1,5,4,4,9,9,12,7,2,9,7,13,12,""
19,13,11,12,17,11,9,14,15,15,9,4,4,3,3,3,6,7,2,10,9,14,14,12,9,""
20,5,4,8,19,7,11,16,17,8,4,3,8,4,2,3,6,10,1,0,7,14,15,21,14,""
21,31,21,26,25,10,18,12,10,7,7,8,5,4,5,3,5,4,10,9,14,12,20,28,30,""
22,15,1,13,28,22,14,16,16,6,4,2,3,3,8,11,6,7,17,8,21,22,25,20,31,""
23,32,30,18,0,1,9,16,19,13,8,3,0,5,10,5,11,14,6,6,14,15,18,19,21,""
24,26,20,18,25,4,0,0,1,0,5,3,5,2,6,8,5,3,4,8,11,8,12,16,-1,""
25,45,16,21,14,11,12,20,13,11,9,0,0,0,5,12,7,0,8,10,8,20,20,21,32,""
26,25,12,27,26,17,7,13,15,21,12,5,8,8,9,7,0,3,12,0,0,17,18,20,16,""
27,12,33,30,29,19,15,24,15,11,1,10,5,4,6,4,5,2,11,8,15,9,3,18,16,""
28,20,19,17,25,22,13,22,16,4,10,9,8,7,4,6,4,8,10,11,13,22,20,25,31,""
29,24,29,33,32,15,21,29,14,16,15,13,6,3,4,2,7,5,9,7,11,15,13,5,2,""
30,8,29,17,28,18,30,23,10,13,10,5,4,4,4,8,8,6,5,8,21,11,25,24,28,""
31,28,20,27,21,31,25,25,13,22,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
