aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,28,30,29,34,29,35,32,32,14,16,14,15,6,4,3,6,4,5,5,9,4,10,8,11,""
02,7,7,10,7,10,8,12,9,4,4,4,3,5,7,10,4,1,6,8,10,5,5,10,11,""
03,11,7,16,9,11,20,7,6,15,41,14,25,29,20,24,19,16,17,13,17,19,-1,-1,-1,""
04,-1,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,250,-1,-1,-1,-1,-1,107,-1,33,18,15,24,""
05,26,39,42,37,25,41,44,30,25,30,15,8,16,13,14,11,11,19,15,26,5,15,23,21,""
06,31,36,31,37,25,32,37,32,52,54,47,23,46,43,18,11,13,8,12,17,18,10,17,27,""
07,20,29,35,27,20,23,52,48,33,28,27,29,13,23,19,29,19,12,11,6,10,23,23,20,""
08,27,27,28,32,17,34,29,12,22,21,76,24,12,20,12,21,47,14,15,7,21,21,20,17,""
09,24,18,-1,53,-1,240,25,33,21,16,25,27,23,27,37,32,18,13,13,19,21,28,55,30,""
10,40,-1,95,-1,-1,86,44,38,42,30,31,12,18,6,15,13,20,13,8,21,35,30,23,38,""
11,58,42,39,43,40,-1,-1,-1,160,40,21,-1,48,13,18,26,-1,42,25,-1,33,34,45,51,""
12,39,57,55,77,46,39,62,81,58,72,63,34,29,23,20,46,41,-1,53,24,32,53,37,53,""
13,63,75,85,92,108,69,112,52,-1,-1,144,37,42,-1,-1,128,34,32,26,25,24,34,29,38,""
14,45,49,47,60,35,37,43,5,18,9,10,4,9,1,6,7,1,10,3,4,5,6,6,9,""
15,8,8,10,6,7,-1,12,4,13,5,6,7,4,8,6,5,10,5,5,5,4,8,6,14,""
16,9,11,13,12,7,5,3,10,2,6,9,1,6,5,4,11,4,9,3,4,7,6,14,4,""
17,11,9,6,12,9,11,8,8,6,6,4,44,8,4,3,-1,-1,11,3,-1,5,-1,7,3,""
18,10,-1,-1,-1,-1,-1,-1,50,5,3,5,4,5,4,2,5,5,13,6,4,3,3,7,6,""
19,6,5,-1,-1,-1,24,6,4,5,3,9,2,3,9,4,-1,8,6,-1,-1,-1,-1,29,17,""
20,-1,-1,-1,-1,-1,-1,-1,66,13,8,4,7,3,4,5,2,3,0,0,3,3,3,15,14,""
21,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,3,-1,14,2,6,3,5,-1,7,-1,20,11,10,""
22,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,6,0,-1,-1,-1,-1,""
23,22,-1,-1,-1,22,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,-1,-1,-1,-1,""
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,3,4,3,3,7,6,9,12,6,""
25,14,11,7,9,6,6,6,12,7,1,7,1,0,3,3,0,1,1,0,2,3,3,0,5,""
26,4,4,5,6,3,5,5,4,3,1,9,2,2,0,1,2,2,3,1,1,0,6,3,8,""
27,3,10,7,8,3,4,2,7,0,3,6,9,4,4,1,7,3,5,4,6,1,4,6,3,""
28,4,3,2,4,6,3,5,3,6,4,2,7,5,5,3,5,3,1,1,1,2,4,5,0,""
29,5,5,8,6,2,10,12,4,4,2,3,2,5,3,6,4,3,65,4,3,8,4,4,7,""
30,7,6,11,13,7,12,10,6,10,8,2,2,2,2,2,0,2,2,4,3,7,6,4,8,""
31,8,5,5,5,6,9,6,4,6,4,1,4,5,5,5,3,4,6,2,7,7,-1,-1,-1,""
