Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,29,17,23,13,-1,-1,-1,7,7,3,3,9,10,17,23,26,41,52,45,37,30,39,43,44
2,9,8,11,14,12,7,11,8,11,4,12,7,27,16,29,29,45,46,50,55,52,46,30,13
3,32,-1,29,16,23,15,18,10,8,-1,9,12,19,25,42,32,42,56,49,53,59,60,39,39
4,88,69,93,38,17,14,8,10,8,10,11,14,12,18,18,36,37,69,101,108,12,162,127,108
5,15,20,16,-1,-1,6,13,12,7,9,2,12,12,9,22,24,13,42,61,37,13,51,34,22
6,-1,-1,13,13,6,4,8,13,5,9,-1,-1,9,19,11,34,34,72,47,69,50,35,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,7,7,5,14,18,29,26,34,20,28,66,55,46,54,-1,-1,-1,-1
8,48,32,23,21,-1,-1,5,4,3,5,16,8,17,16,24,23,45,51,70,64,56,58,49,56
9,19,22,15,15,20,11,10,-1,5,4,10,10,-1,-1,-1,30,49,74,44,58,58,47,34,50
10,29,22,16,11,9,10,-1,3,3,8,3,7,9,18,21,-1,-1,-1,-1,-1,-1,-1,31,16
11,13,11,16,12,6,-1,-1,-1,-1,5,5,5,7,12,14,10,16,18,23,29,31,20,26,22
12,14,21,14,11,10,14,5,7,4,5,3,5,14,13,10,17,24,33,27,44,34,30,18,24
13,20,21,24,11,8,6,10,10,7,6,4,9,5,17,15,31,22,34,25,26,40,30,33,30
14,20,19,29,14,10,7,8,9,6,4,4,11,6,10,5,19,25,22,39,39,39,22,33,28
15,15,10,9,8,3,3,6,2,6,4,6,10,12,15,19,12,13,11,30,47,35,27,22,21
16,24,31,18,12,10,-1,-1,7,12,6,8,13,5,11,14,22,29,31,47,41,48,41,23,25
17,22,30,22,18,20,10,-1,-1,2,3,13,14,11,11,16,15,23,35,38,52,46,29,31,33
18,26,30,22,16,8,5,5,5,6,5,8,5,12,11,12,33,23,36,26,49,36,27,27,38
19,28,22,22,13,15,10,12,6,4,3,5,11,5,11,6,16,19,34,27,33,32,28,28,30
20,21,25,18,14,12,-1,7,8,10,8,2,4,12,16,16,17,13,26,33,20,-1,-1,16,14
21,19,14,14,10,9,10,4,9,9,8,12,2,11,14,13,14,24,39,38,34,31,41,27,25
22,12,21,17,11,6,11,8,10,11,8,6,5,8,5,7,22,33,48,32,37,34,25,27,18
23,26,21,19,-1,21,11,3,4,6,9,7,8,9,6,5,16,21,20,41,29,36,15,20,16
24,-1,-1,-1,-1,16,-1,1,7,3,5,6,7,12,16,10,12,20,31,34,29,26,19,19,21
25,19,13,11,8,9,-1,-1,-1,2,4,8,8,12,-1,-1,19,15,28,25,27,28,25,27,18
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,16,18,18,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,29,23,27,21,15,19,11,5,8,16,8,13,19,22,21,23,31,29,41,50,41,95,34,33
28,14,19,16,6,10,6,5,8,10,7,6,10,18,11,21,29,37,43,36,41,36,35,19,20
29,30,9,15,-1,-1,-1,4,4,3,5,6,7,15,26,28,25,36,49,52,32,31,43,30,32
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,14,18,13,28,40,42,54,44,-1,-1,-1,-1,-1
31,36,31,22,28,17,13,6,11,3,4,6,5,12,17,13,33,35,47,56,56,41,28,32,38
