Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,6,4,7,4,-1,7,1,1,3,4,5,3,-1,-1,-1,6,12,16,26,21,13,18,20,11
2,-1,-1,2,1,1,-1,2,-1,1,-1,-1,7,11,8,11,2,7,9,8,11,15,9,9,9
3,3,2,6,7,3,7,2,5,3,-1,8,6,3,9,19,8,11,14,12,9,13,14,8,8
4,20,16,9,9,3,9,4,1,-1,-1,1,1,-1,-1,3,17,12,28,30,40,60,36,22,18
5,1,1,1,4,2,1,2,2,-1,2,-1,1,6,3,5,1,-1,1,2,2,5,2,3,6
6,11,8,11,7,4,2,3,2,5,-1,2,6,8,5,7,5,9,10,11,18,22,11,15,11
7,10,4,2,2,4,2,1,3,-1,1,1,5,3,6,5,8,9,12,11,11,9,9,8,10
8,5,4,4,6,4,1,-1,2,2,1,3,3,3,3,3,5,9,12,13,14,14,13,8,6
9,5,10,4,5,3,4,3,2,2,2,3,4,4,8,4,4,7,4,14,11,8,11,11,12
10,6,7,5,3,7,2,-1,2,1,-1,1,6,5,12,9,9,6,7,11,15,6,14,9,12
11,1,3,5,5,2,4,1,1,4,-1,1,5,7,6,10,9,17,11,14,11,14,11,13,5
12,15,11,6,7,9,5,1,1,2,2,-1,6,8,9,13,4,7,11,24,26,17,13,5,10
13,16,12,6,13,5,6,5,-1,2,4,1,3,5,12,8,10,9,10,13,23,14,6,13,8
14,15,5,8,9,9,4,6,5,-1,1,2,4,8,-1,1,6,10,12,15,17,21,26,20,6
15,4,3,3,5,3,1,3,-1,2,1,1,1,9,5,4,2,3,6,6,20,18,16,14,7
16,7,8,4,4,4,1,2,2,2,-1,1,3,7,6,9,10,4,12,16,11,12,14,12,8
17,13,8,7,5,2,4,3,-1,2,1,2,2,4,7,13,5,9,17,7,18,32,16,14,15
18,10,12,10,11,5,7,4,2,-1,2,4,2,7,10,11,14,13,15,12,20,25,17,5,17
19,10,12,9,9,6,11,2,1,3,5,3,3,8,9,11,9,8,17,23,9,19,17,18,15
20,11,13,1,8,2,3,2,2,3,6,1,-1,6,11,10,10,19,14,25,20,20,21,9,14
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,5,7,6,7,9,3,2,3,1,-1,3,2,3,1,5,10,12,13,15,24,14,19,20,9
23,16,12,4,8,3,5,5,-1,5,2,3,6,7,5,2,5,10,23,22,8,6,13,14,10
24,2,-1,-1,-1,1,-1,4,-1,-1,2,4,2,9,9,20,1,9,10,8,9,22,11,13,8
25,10,3,1,-1,-1,-1,-1,-1,2,2,1,5,7,7,6,13,6,7,9,15,20,10,12,14
26,4,2,2,3,4,5,1,1,4,4,-1,10,12,2,6,11,9,12,11,19,14,13,7,5
27,12,11,7,8,3,5,2,1,1,4,-1,5,8,11,6,10,22,16,13,22,27,15,15,17
28,5,3,6,4,3,-1,-1,-1,-1,2,2,3,5,2,6,8,6,6,12,14,9,12,5,7
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,-1,7,11,11,13,10,20,18,12,10
30,4,8,6,4,5,6,5,3,2,1,-1,7,4,4,9,-1,-1,-1,-1,-1,-1,-1,6,10
31,15,9,6,8,4,5,1,3,-1,1,3,6,8,9,11,6,12,13,11,20,16,18,12,9
