Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,9,9,12,10,21,7,7,13,11,4,7,9,2,3,2,2,5,4,4,3,8,11,16,16
2,22,18,17,33,34,30,17,28,17,18,15,9,18,6,9,5,6,9,7,10,5,5,9,4
3,14,11,11,11,10,6,2,4,2,8,15,20,34,33,42,24,33,16,20,19,34,32,30,26
4,33,54,53,33,43,16,12,8,6,17,48,41,45,37,16,19,11,-1,2,5,7,8,4,22
5,25,30,23,23,24,18,12,12,10,5,6,4,1,7,8,9,5,6,9,12,14,15,18,25
6,20,35,35,37,38,36,32,27,21,22,28,16,7,7,3,8,1,2,6,12,11,12,12,12
7,27,25,33,31,25,22,16,18,10,21,22,15,17,14,5,8,9,9,15,12,27,16,18,22
8,25,21,28,28,16,12,15,17,17,8,9,14,17,10,6,7,6,5,10,14,13,18,18,20
9,28,28,37,32,52,20,16,16,20,16,15,10,4,7,5,9,2,10,4,9,9,17,14,20
10,12,18,26,26,19,14,10,8,21,18,14,12,11,16,4,2,8,10,5,18,4,12,14,17
11,15,12,12,14,20,13,9,21,20,13,16,12,17,9,8,2,9,11,13,16,21,15,28,17
12,13,15,11,3,2,5,3,7,8,11,11,6,21,13,12,8,4,6,3,12,7,12,6,14
13,16,20,18,11,4,2,1,9,16,22,16,27,13,20,10,2,5,7,12,15,10,22,16,16
14,18,27,22,31,23,13,9,15,20,9,10,8,8,3,2,6,2,5,5,4,14,10,10,6
15,5,11,17,16,19,14,7,7,13,6,9,5,8,9,2,2,3,3,2,1,2,5,9,5
16,3,14,20,10,8,11,12,14,8,7,4,6,6,3,2,1,-1,1,1,4,3,5,3,1
17,2,5,14,17,21,15,8,14,22,16,8,14,4,2,7,3,3,6,10,9,11,12,20,10
18,18,25,30,34,23,41,23,29,20,28,14,19,20,9,6,5,7,8,10,14,16,15,16,16
19,25,16,31,31,32,31,18,20,30,16,25,17,14,10,16,12,-1,-1,10,15,28,15,18,25
20,34,23,39,36,22,24,28,40,29,22,34,16,11,18,7,-1,-1,-1,-1,21,17,27,28,31
21,25,27,33,35,47,44,19,23,27,26,17,23,15,15,8,8,8,11,12,15,12,16,12,19
22,27,16,30,27,24,22,24,14,14,10,14,11,17,4,3,7,5,3,9,5,20,6,10,14
23,13,15,18,9,13,12,12,10,12,5,7,14,8,5,3,2,1,5,5,2,8,15,10,21
24,11,12,5,9,4,4,9,10,19,9,8,10,4,8,4,-1,2,4,5,8,11,12,10,9
25,13,15,10,11,15,7,8,11,7,8,6,5,4,3,3,-1,6,1,9,3,8,14,21,14
26,12,21,36,20,13,15,8,20,18,9,8,7,7,4,3,2,4,3,2,5,13,12,13,19
27,6,16,14,10,12,7,13,21,13,14,14,7,5,3,2,2,3,5,9,6,7,6,13,6
28,7,9,11,12,14,8,4,8,12,14,5,7,2,4,2,2,-1,5,5,9,13,14,3,13
29,19,16,16,11,14,20,22,12,22,11,4,9,4,3,15,7,-1,4,6,9,5,14,9,11
30,13,10,14,13,7,13,14,12,11,5,10,2,8,3,2,3,1,2,7,4,11,15,11,15
31,14,18,26,19,21,24,17,19,20,16,19,10,9,6,5,4,5,2,6,10,13,16,20,3
