Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,152,111,103,101,79,94,108,101,92,75,61,64,62,69,80,61,6,5,2,2,2,3,5,126
2,66,30,22,82,32,26,21,68,11,1,8,32,13,2,37,62,24,1,1,-1,-1,5,7,3
3,41,47,28,9,4,34,3,111,106,85,50,76,48,30,86,105,111,144,123,77,64,67,8,6
4,133,152,125,92,79,97,79,48,16,9,21,9,23,17,25,22,70,28,7,5,17,15,42,23
5,41,115,131,109,100,52,46,51,36,8,73,75,46,15,12,12,7,18,7,5,19,11,30,16
6,11,7,9,15,7,28,28,36,46,40,46,119,88,74,63,92,101,40,21,42,28,33,28,26
7,38,28,44,20,32,44,119,81,16,28,51,84,86,78,80,98,87,89,80,57,52,59,25,37
8,35,29,66,40,30,67,92,132,68,54,61,117,132,111,125,103,131,126,104,90,93,65,56,45
9,38,30,28,10,34,24,53,97,109,91,51,68,86,89,109,136,167,137,96,83,46,36,27,31
10,31,68,50,42,106,98,166,154,141,183,130,120,89,174,173,134,72,48,94,130,182,178,190,160
11,174,143,173,178,156,169,164,172,162,167,181,186,160,168,131,170,140,147,112,119,100,96,85,93
12,111,109,71,90,72,92,59,58,92,155,134,105,105,160,129,120,127,148,145,206,172,140,151,121
13,146,93,36,196,214,187,49,4,42,62,26,78,79,53,43,54,41,40,49,75,92,89,56,129
14,76,75,29,27,41,78,81,50,61,40,43,66,24,10,41,31,34,79,55,71,67,78,33,35
15,31,20,20,39,44,60,100,123,123,127,87,36,44,28,36,57,67,20,30,69,37,22,53,55
16,75,105,103,34,47,31,100,71,104,114,99,52,41,39,21,11,22,58,40,49,65,112,71,42
17,48,8,12,87,66,78,74,138,79,112,55,38,62,62,61,83,72,61,42,46,30,75,90,92
18,102,101,105,84,85,76,73,68,62,63,49,23,16,19,16,10,25,45,27,41,6,2,4,13
19,9,6,17,12,9,27,87,102,70,23,12,26,80,41,9,14,37,35,56,3,1,2,4,9
20,56,57,76,57,39,10,49,96,79,35,43,37,26,27,30,55,65,63,19,53,16,18,27,50
21,11,4,21,38,69,80,81,73,77,52,87,55,26,73,112,113,81,23,33,1,16,3,1,1
22,1,40,28,65,41,15,47,21,5,5,3,3,3,7,28,13,2,85,86,2,4,3,4,2
23,-1,1,2,6,4,2,6,3,2,4,6,2,5,4,4,1,7,4,18,23,17,62,85,47
24,63,88,91,129,139,88,66,41,77,81,178,21,12,8,26,19,16,28,5,15,15,32,19,36
25,20,51,28,79,84,132,60,100,100,124,132,113,75,33,20,11,5,27,45,33,44,29,60,34
26,41,22,37,19,48,26,19,33,23,33,32,29,24,26,10,2,5,5,25,61,43,61,39,55
27,22,29,47,45,90,49,78,64,89,64,91,16,13,7,11,13,4,2,4,10,18,46,64,29
28,29,8,15,31,28,23,66,14,6,7,15,9,14,15,33,25,28,33,5,22,34,8,6,6
29,-1,2,3,8,5,35,57,9,8,3,17,13,59,34,23,38,8,11,7,15,15,11,5,5
30,12,14,24,49,45,49,78,126,135,63,14,7,66,66,61,88,72,45,124,105,69,52,32,34
31,61,92,51,96,46,71,90,68,55,56,74,55,77,47,37,48,45,81,44,55,33,55,50,77
