Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,10,8,8,5,6,4,3,2,-1,2,3,2,4,3,4,6,10,10,8,7,9,13,11,17
2,6,6,3,-1,1,6,3,-1,1,-1,3,6,7,5,3,5,12,7,7,17,10,10,10,6
3,12,7,14,11,9,10,6,-1,7,-1,2,6,3,15,10,10,9,8,11,16,8,8,12,13
4,8,10,12,15,17,7,8,3,2,2,1,2,-1,2,1,16,20,25,17,32,22,11,13,6
5,5,3,9,-1,2,2,3,1,2,2,4,1,4,2,4,1,3,9,14,10,6,10,8,-1,-1
6,7,11,7,6,12,4,8,2,1,-1,5,7,7,6,7,8,8,9,11,8,4,4,10,12
7,17,10,7,2,5,4,5,1,3,2,2,6,3,5,5,5,1,10,13,8,5,18,13,16
8,16,8,7,3,3,2,2,5,4,2,6,9,8,3,4,5,1,5,6,9,5,7,9,11
9,15,13,1,2,4,5,2,1,1,5,9,4,4,8,5,4,5,4,7,7,8,5,8,4
10,13,15,14,6,6,3,2,2,3,1,6,4,14,2,7,6,6,7,7,5,10,5,12,19
11,11,7,5,5,8,10,6,2,7,3,5,4,3,5,3,5,10,9,14,9,10,13,8,17
12,12,3,5,5,8,8,3,4,1,2,1,10,5,5,6,5,8,10,12,10,21,18,12,7
13,13,8,13,5,-1,-1,2,7,2,1,6,5,7,7,6,5,11,8,17,9,11,8,13,17
14,17,12,15,8,8,6,4,1,2,2,3,4,-1,4,2,5,7,12,14,12,21,11,12,15
15,4,1,8,1,4,3,2,-1,-1,4,-1,8,3,-1,7,4,5,4,5,6,5,3,2,2
16,20,5,16,13,8,6,6,2,4,6,8,4,5,6,5,6,14,9,18,6,12,16,13,11
17,12,13,6,11,6,9,-1,-1,-1,6,4,7,6,9,7,10,8,18,15,14,13,16,10,16
18,12,10,7,7,7,3,5,3,6,-1,2,5,9,8,10,3,9,15,13,19,20,14,8,14
19,9,17,15,14,8,6,6,8,1,2,5,6,9,4,7,9,7,9,12,12,12,6,13,10
20,15,9,2,3,3,5,2,2,3,-1,1,4,5,3,4,6,10,10,13,17,9,21,7,9
21,10,6,4,7,-1,3,4,1,2,2,4,1,-1,3,3,5,8,8,12,16,4,6,13,15
22,10,17,11,9,2,4,4,2,2,2,1,1,5,3,4,1,2,5,7,5,16,11,9,12
23,13,13,5,5,7,3,3,-1,6,2,1,5,2,1,2,7,5,9,12,13,17,7,13,10
24,-1,-1,-1,-1,1,1,1,1,2,3,4,2,3,1,3,-1,9,9,3,13,8,7,16,8
25,9,6,5,3,5,3,-1,-1,2,2,7,4,3,8,5,2,3,4,6,7,3,7,12,15
26,7,10,5,9,5,5,3,2,-1,4,3,6,5,5,8,9,6,11,6,8,14,11,9,12
27,13,6,8,12,7,6,2,5,-1,8,3,7,6,6,2,4,10,7,8,8,13,13,16,13
28,4,4,2,1,3,2,4,-1,-1,4,2,2,6,1,3,3,4,3,4,2,8,-1,2,4
29,8,2,3,5,-1,-1,3,-1,2,2,4,3,11,8,6,5,2,4,2,2,3,7,8,11
30,10,7,12,4,4,3,5,3,4,2,1,5,8,12,6,3,5,10,8,5,14,5,7,5
31,9,8,8,9,8,7,-1,4,-1,2,3,5,4,8,11,5,10,10,6,8,4,16,15,10
