Jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,30,17,13,10,4,-1,-1,-1,-1,-1,-1,-1,-1,8,3,24,27,17,18,20,24,20,33,20
2,15,9,3,1,2,6,-1,-1,-1,9,10,10,17,14,22,16,26,24,26,29,35,38,23,24
3,22,18,18,13,13,16,11,7,7,6,7,10,13,26,18,21,29,25,23,27,41,43,4,19
4,43,58,-1,5,7,3,4,4,3,-1,-1,-1,-1,14,7,32,33,51,59,74,102,107,137,44
5,-1,-1,-1,-1,-1,-1,-1,-1,1,5,5,4,7,8,4,-1,-1,6,-1,-1,-1,-1,-1,-1,-1
6,15,22,18,4,1,5,1,7,8,6,5,17,5,25,24,20,11,26,22,20,38,38,52,29
7,30,25,19,6,9,6,5,2,-1,9,10,14,18,14,16,25,26,29,27,28,22,22,52,32
8,40,20,14,6,-1,8,6,4,5,13,12,12,16,22,14,16,24,22,14,36,25,30,30,32
9,35,27,24,16,12,8,9,8,11,9,10,6,10,24,14,16,21,21,29,22,37,28,32,30
10,25,22,17,13,14,10,7,7,6,9,15,13,20,18,25,20,22,18,20,33,32,24,22,31
11,26,27,11,14,4,8,3,6,6,8,9,8,9,21,15,18,13,5,18,21,31,23,26,23
12,21,15,10,8,6,6,6,7,3,4,6,6,21,11,5,16,13,20,22,33,24,26,35,29
13,22,24,14,9,5,7,2,-1,-1,-1,-1,13,-1,10,18,12,15,16,29,24,20,19,34,25
14,22,13,8,3,2,-1,-1,-1,-1,-1,-1,-1,-1,3,5,15,15,15,16,29,17,21,24,13
15,22,17,-1,-1,4,-1,-1,-1,-1,-1,6,8,4,12,11,8,21,22,27,23,28,32,26,11
16,13,16,21,11,7,7,14,2,3,8,4,13,10,8,16,20,25,24,23,35,34,33,25,15
17,28,19,21,15,12,6,2,-1,3,4,4,8,16,8,23,19,17,19,25,22,25,26,29,21
18,20,20,15,6,9,3,4,5,7,4,6,11,15,15,15,10,11,11,11,19,29,29,23,20
19,-1,25,19,16,10,2,4,4,4,-1,5,7,7,14,13,17,21,19,22,18,32,28,20,22
20,20,22,11,15,8,-1,4,-1,-1,-1,-1,-1,3,5,5,17,15,26,25,25,30,27,34,18
21,13,10,5,-1,-1,5,4,-1,-1,8,10,13,13,10,22,12,10,4,29,29,29,18,29,32
22,12,22,22,12,9,10,10,2,10,12,8,7,9,18,4,19,14,13,26,16,29,26,24,26
23,25,17,11,-1,8,5,4,1,4,-1,5,5,-1,7,11,9,11,14,16,19,18,26,21,22
24,6,-1,10,-1,-1,-1,-1,-1,-1,4,3,9,11,12,13,13,10,16,17,17,21,15,24,16
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,14,12,9,14,20,15,18,28,32,32,22
26,12,7,6,17,3,5,6,2,4,-1,10,18,11,9,9,14,15,11,13,13,21,31,20,23
27,20,16,13,18,9,6,5,8,6,5,-1,-1,6,-1,8,15,19,24,17,18,23,16,21,15
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,8,12,29,17,16,4
29,8,6,4,-1,-1,-1,-1,-1,6,5,7,5,10,10,11,-1,-1,-1,4,8,9,2,9,6
30,13,14,11,2,6,7,3,2,3,3,3,4,11,11,12,7,11,10,6,17,4,5,15,14
31,25,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,4,2,16,15,18,16,17,30,26,22,18
