nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,64,65,85,79,80,73,62,42,43,16,22,24,16,21,24,14,19,13,15,11,20,36,52,67,""
02,66,56,74,75,76,59,63,40,21,29,26,14,25,25,22,18,17,18,29,36,45,49,50,67,""
03,61,71,86,81,79,67,68,40,30,31,27,20,16,35,31,30,33,20,19,35,41,37,52,38,""
04,60,47,60,73,70,76,64,61,51,35,32,14,25,19,17,22,15,20,12,18,22,30,37,43,""
05,53,66,60,68,70,57,59,60,30,30,18,23,15,19,19,17,19,11,15,17,24,46,39,48,""
06,50,51,55,52,50,69,62,34,24,21,18,18,19,22,13,12,19,17,21,31,25,47,47,43,""
07,47,71,65,78,76,69,43,34,25,25,24,27,32,33,20,18,30,15,22,25,26,53,58,42,""
08,59,78,69,67,76,73,62,54,19,22,17,22,43,31,22,25,23,15,24,26,21,45,50,45,""
09,57,64,73,53,73,71,66,71,68,38,55,43,32,28,28,28,26,27,12,36,37,45,47,46,""
10,63,52,74,71,82,67,39,29,25,28,23,33,27,18,42,32,38,24,20,26,34,28,38,43,""
11,47,62,65,56,76,69,68,29,17,18,16,20,16,13,16,16,13,10,14,16,12,41,35,33,""
12,51,57,81,73,69,63,46,27,33,22,19,24,23,23,25,-1,-1,-1,-1,23,19,34,51,39,""
13,38,48,73,60,79,70,51,40,39,17,19,20,21,14,27,23,15,16,13,16,23,42,37,41,""
14,50,80,62,79,81,72,46,18,18,19,23,20,15,21,19,19,13,22,12,25,32,50,54,41,""
15,60,57,82,67,64,60,70,54,36,22,21,22,13,20,16,13,12,19,16,19,22,34,46,46,""
16,61,64,68,54,61,78,66,67,48,35,46,41,37,37,33,36,24,37,31,29,28,58,47,37,""
17,58,68,77,63,65,64,59,45,33,32,34,26,30,36,35,29,30,24,16,24,35,49,34,29,""
18,52,59,60,61,70,56,60,37,28,31,27,29,18,27,19,21,24,23,17,21,35,49,38,37,""
19,55,62,52,76,69,57,53,47,25,19,19,13,19,13,20,14,16,15,16,15,23,31,36,38,""
20,31,56,72,68,90,75,64,40,32,27,30,23,22,14,11,9,7,19,22,21,38,28,41,39,""
21,62,70,72,80,74,68,60,26,16,23,35,41,25,21,19,21,15,19,15,30,37,40,46,49,""
22,57,69,84,78,70,58,48,52,30,31,27,38,31,34,27,26,20,18,18,18,27,46,42,41,""
23,62,67,69,74,75,68,52,72,44,47,39,44,43,35,27,15,24,24,21,27,34,43,37,48,""
24,53,54,54,73,84,72,62,39,22,30,20,23,24,35,33,28,30,30,24,32,30,33,44,33,""
25,51,51,71,68,53,55,56,45,25,24,25,21,19,21,13,13,14,12,16,13,18,35,25,24,""
26,30,37,45,56,50,50,33,18,25,18,15,19,17,15,18,12,15,17,11,14,19,21,32,38,""
27,37,44,61,59,60,57,42,30,24,23,16,16,11,14,12,11,-1,13,18,22,38,46,50,61,""
28,70,73,80,76,85,75,64,33,28,23,25,24,20,26,22,20,19,18,12,-1,47,27,30,31,""
29,69,86,108,93,98,102,63,52,61,41,34,-1,-1,-1,-1,20,16,14,19,34,47,71,62,66,""
30,78,72,74,93,104,101,86,61,38,30,35,26,29,15,27,28,21,11,22,33,39,39,55,53,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
