nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,15,12,26,21,10,38,39,63,36,56,57,62,57,42,59,49,47,58,50,78,41,38,15,28,""
02,20,24,45,58,49,32,45,27,45,34,31,62,54,49,64,54,51,35,56,22,42,43,45,31,""
03,19,30,50,46,42,39,44,66,54,63,44,52,48,27,34,48,23,60,81,47,35,38,39,33,""
04,21,26,32,49,36,61,101,66,50,54,48,63,39,38,34,43,49,52,75,54,53,49,46,39,""
05,20,18,18,29,31,34,46,36,62,77,86,100,53,32,42,55,54,70,66,62,48,38,25,22,""
06,28,30,4,16,42,24,78,69,43,16,31,47,43,37,38,43,28,35,57,38,52,26,24,20,""
07,15,22,21,28,26,23,38,49,39,55,41,36,6,31,33,52,41,44,24,30,36,36,16,22,""
08,20,19,20,20,30,17,34,48,36,15,1,1,1,5,1,25,1,46,23,47,104,171,131,115,""
09,50,82,3,1,1,0,25,52,30,47,29,52,27,19,33,23,27,32,33,42,0,15,29,23,""
10,22,22,23,31,24,47,45,53,103,59,43,33,16,27,30,40,41,30,39,40,31,12,18,22,""
11,19,22,26,14,20,24,39,42,27,49,54,10,2,2,21,47,94,53,58,31,40,35,21,14,""
12,23,21,22,43,20,47,40,70,38,52,86,100,61,20,12,38,66,99,43,83,147,41,181,226,""
13,219,210,186,37,33,86,50,49,44,44,63,75,40,41,35,44,40,54,79,43,66,54,21,20,""
14,23,18,11,28,23,25,43,41,51,42,43,58,74,55,32,36,31,37,59,40,62,21,37,94,""
15,110,148,128,82,100,143,73,54,47,46,44,45,32,46,32,57,63,100,103,91,101,80,75,49,""
16,29,18,31,90,15,47,43,50,46,37,46,49,30,36,34,50,73,30,84,99,118,131,152,164,""
17,164,176,166,173,196,130,46,47,49,45,51,62,73,62,42,47,80,99,39,39,38,26,37,34,""
18,25,22,29,36,53,79,13,27,58,36,55,53,43,22,47,69,73,74,87,89,95,62,63,84,""
19,88,50,53,109,103,115,82,57,56,56,60,50,73,50,52,72,50,59,60,41,44,34,31,36,""
20,30,9,33,28,38,36,46,43,25,47,46,29,54,63,51,39,38,70,45,45,65,94,81,12,""
21,16,30,55,96,98,90,99,62,53,48,68,78,41,57,42,58,48,56,49,58,56,43,21,20,""
22,9,14,34,47,38,55,58,44,48,57,52,83,44,45,50,31,54,70,84,40,78,39,21,38,""
23,19,12,24,28,20,28,45,45,45,63,53,84,45,61,43,83,51,52,68,37,52,30,31,20,""
24,41,56,33,59,63,77,51,57,40,69,40,70,69,24,48,57,60,39,78,36,48,44,55,41,""
25,21,23,37,26,40,19,33,25,39,67,50,63,49,44,41,64,57,81,47,67,74,68,66,95,""
26,78,75,63,53,63,51,33,26,49,62,0,24,70,51,58,50,28,30,26,39,35,62,76,65,""
27,79,54,43,43,38,77,49,67,54,48,54,59,74,46,41,88,57,70,78,65,73,82,127,35,""
28,42,48,36,37,24,35,44,53,51,41,35,65,41,41,43,63,140,52,172,190,144,202,202,99,""
29,45,21,37,24,11,18,34,46,47,56,26,39,39,40,25,27,84,80,86,186,167,160,186,191,""
30,188,183,170,183,174,203,175,48,40,41,45,63,44,31,39,29,36,42,35,32,37,31,24,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
