nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,22,28,11,13,13,17,10,11,7,4,4,17,13,33,21,18,19,33,25,23,31,21,29,30,""
02,26,28,23,14,17,11,9,3,5,14,5,23,18,26,29,30,36,29,19,27,30,27,16,25,""
03,21,17,18,15,13,10,12,11,6,7,13,15,12,17,25,17,18,28,28,36,26,29,27,20,""
04,25,28,20,15,13,14,5,10,6,7,7,13,16,18,26,24,13,16,31,14,31,34,25,25,""
05,21,22,30,16,21,10,13,5,6,11,9,11,21,22,21,18,15,30,30,44,22,17,29,25,""
06,17,15,22,22,16,15,16,6,4,4,17,12,20,16,24,20,17,21,32,34,26,26,24,30,""
07,21,24,25,23,14,18,10,7,9,5,10,10,12,30,23,24,31,31,34,33,31,24,25,19,""
08,27,33,25,22,20,12,15,14,15,7,8,12,11,23,31,15,25,25,26,30,37,22,25,35,""
09,24,18,12,20,23,8,7,10,8,6,14,15,16,22,17,21,23,30,35,25,18,22,18,32,""
10,30,23,35,21,15,16,13,12,7,7,13,12,18,30,20,14,17,28,34,36,35,38,32,29,""
11,26,29,23,22,20,12,11,4,7,11,6,9,21,23,15,20,18,22,24,22,33,33,43,28,""
12,26,26,21,32,13,9,5,3,6,7,7,14,12,15,20,15,19,24,27,24,18,26,18,23,""
13,19,24,21,14,17,12,5,6,8,8,11,11,17,21,28,26,15,18,25,37,23,22,17,16,""
14,12,16,14,23,15,13,9,8,9,11,14,17,15,29,17,23,29,22,30,33,36,27,28,30,""
15,22,20,17,24,13,20,7,13,2,7,12,9,17,10,18,22,13,22,25,33,26,27,26,30,""
16,28,25,20,18,9,19,9,13,5,9,12,13,15,19,11,19,24,35,24,24,26,28,31,26,""
17,26,30,34,18,11,16,12,6,11,3,7,18,20,18,12,15,13,23,24,22,30,32,34,27,""
18,26,28,21,26,15,15,7,4,8,8,13,13,16,21,17,18,16,20,28,40,34,36,40,25,""
19,27,28,27,27,24,11,13,6,6,10,11,10,16,18,17,21,20,19,27,27,34,31,25,22,""
20,24,18,17,22,15,8,5,11,6,8,11,7,17,16,19,23,23,16,27,18,22,37,22,37,""
21,24,30,27,23,14,14,13,6,5,8,10,12,10,19,15,22,20,30,35,30,30,31,37,29,""
22,38,23,21,22,12,13,3,5,6,6,5,5,9,15,18,14,9,31,27,35,32,29,30,22,""
23,23,26,20,17,13,15,11,9,7,9,9,12,10,20,20,14,29,20,29,39,28,41,22,5,""
24,8,3,5,2,7,14,7,14,10,5,7,7,10,17,25,16,17,21,29,23,34,31,23,32,""
25,32,38,31,36,17,16,9,7,6,9,17,13,12,23,17,21,17,23,31,40,29,29,42,31,""
26,37,20,34,16,25,27,17,11,9,5,11,14,12,15,16,17,21,22,35,33,32,34,24,34,""
27,16,30,27,18,24,10,11,10,7,10,11,9,11,19,16,29,16,35,29,42,39,26,37,26,""
28,37,30,31,28,19,11,11,15,8,13,8,10,11,19,19,28,22,29,25,23,35,37,33,29,""
29,36,24,29,21,23,15,12,7,6,9,9,13,11,17,16,21,12,26,26,31,33,32,38,27,""
30,32,31,24,15,20,13,14,7,14,11,11,8,18,20,17,23,23,32,36,36,47,38,39,50,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
