nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,13,15,14,21,25,10,18,6,0,0,0,0,0,0,0,4,1,9,1,7,13,17,13,""
02,13,8,12,12,12,20,8,13,11,17,14,23,15,32,25,25,19,22,32,38,44,45,41,40,""
03,47,50,44,36,47,36,17,11,1,0,1,0,1,0,0,1,3,4,1,1,1,12,4,29,""
04,21,26,26,30,14,18,15,13,15,6,19,12,20,17,16,14,7,24,36,42,45,50,34,43,""
05,41,40,34,44,44,60,41,17,21,15,17,23,21,20,18,14,19,17,9,15,11,8,8,12,""
06,12,8,11,10,17,18,21,14,16,13,19,9,19,15,25,24,26,34,45,43,44,51,44,38,""
07,38,37,27,12,37,40,23,29,26,23,22,6,14,9,18,22,15,21,30,31,30,41,45,35,""
08,49,48,32,44,40,37,30,20,14,4,4,5,7,11,11,3,18,29,27,29,21,42,44,42,""
09,37,44,40,41,50,37,21,13,2,13,6,2,1,1,4,24,22,19,31,31,25,41,40,44,""
10,43,47,35,29,40,34,26,16,14,23,24,3,4,0,1,2,29,23,10,14,9,19,16,16,""
11,15,16,23,30,26,19,9,24,25,10,23,21,19,21,9,25,29,28,45,37,40,32,40,42,""
12,45,38,44,47,41,38,39,31,34,21,27,30,28,19,28,30,28,33,36,39,32,37,32,38,""
13,41,41,36,38,33,32,22,37,23,21,28,26,13,20,17,14,18,19,21,30,28,21,17,20,""
14,25,25,26,15,20,29,21,19,7,9,20,14,15,22,18,25,15,26,34,36,44,45,35,49,""
15,44,36,38,36,44,37,35,15,22,15,15,2,5,15,19,17,18,15,28,28,27,30,35,41,""
16,29,35,20,42,36,35,23,0,0,0,0,0,0,0,0,2,20,29,25,37,41,39,40,35,""
17,36,34,28,32,46,26,12,16,18,16,8,9,4,12,8,8,20,32,29,21,40,25,27,34,""
18,38,34,30,35,36,34,37,9,7,18,15,8,24,18,6,0,0,0,0,0,0,0,0,0,""
19,0,0,0,0,0,0,0,16,26,28,23,15,14,19,11,19,17,16,4,6,8,9,13,16,""
20,16,19,36,29,25,24,22,15,5,6,21,14,9,10,13,5,7,16,13,23,20,22,27,23,""
21,18,7,12,19,33,30,22,15,11,12,15,12,27,22,12,15,8,12,6,8,8,7,9,14,""
22,20,17,17,19,21,22,16,12,18,7,5,12,17,8,4,8,8,17,11,6,9,9,10,14,""
23,14,12,11,10,5,0,0,0,12,6,8,6,4,17,0,9,6,2,10,5,6,10,22,13,""
24,6,7,11,9,13,7,6,11,8,8,7,7,0,0,0,0,0,0,0,6,22,26,20,19,""
25,24,22,21,24,22,16,24,20,17,16,11,9,14,11,21,11,15,13,16,14,14,10,12,19,""
26,22,24,20,15,21,28,1,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
28,0,0,0,0,0,0,0,19,14,14,19,17,9,12,23,13,10,9,16,14,12,18,8,8,""
29,3,17,14,9,7,8,16,4,7,4,11,11,13,11,2,14,10,11,14,22,29,30,32,23,""
30,27,33,21,28,27,23,26,23,18,18,22,18,6,12,15,13,7,8,11,9,8,7,8,-1,""
