nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,22,20,30,24,31,30,40,40,36,47,23,45,35,36,53,61,37,25,35,29,24,25,25,44,""
02,28,20,33,21,31,37,44,42,66,42,39,58,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,1,""
03,38,23,32,26,37,42,53,54,61,62,53,68,45,54,55,52,56,45,33,32,24,26,14,8,""
04,19,24,38,60,43,42,44,53,77,87,72,117,104,99,97,76,36,33,33,34,23,28,22,11,""
05,21,45,49,66,47,27,48,41,38,54,50,81,114,92,97,73,89,76,62,60,53,51,43,40,""
06,37,49,65,65,72,80,76,91,82,80,87,83,92,64,89,88,71,84,69,57,52,58,37,48,""
07,52,49,49,59,67,78,81,105,91,89,86,103,93,97,108,109,93,86,83,66,67,52,40,42,""
08,46,51,53,59,89,70,79,79,98,83,103,108,133,91,115,110,106,86,90,73,55,55,45,58,""
09,48,58,59,61,82,77,82,85,80,78,88,47,52,-1,5,44,47,46,44,37,53,37,28,29,""
10,29,54,49,51,58,64,46,32,48,83,64,65,68,76,51,54,50,38,42,72,42,58,33,31,""
11,15,39,33,44,56,56,61,81,76,59,39,44,40,24,41,36,46,32,31,32,26,14,17,22,""
12,35,25,45,64,80,83,59,47,84,73,86,68,82,106,69,81,79,74,87,51,78,52,49,38,""
13,28,15,23,22,20,40,30,24,39,56,77,95,79,92,76,73,43,76,49,43,33,17,21,16,""
14,21,19,31,27,22,40,33,37,30,48,45,37,31,45,43,50,72,70,65,58,48,37,36,36,""
15,52,48,53,64,67,57,75,77,81,97,93,120,113,96,89,50,83,89,82,33,30,23,40,27,""
16,35,41,26,45,65,75,94,98,78,96,98,119,112,105,93,108,73,95,81,88,60,56,50,43,""
17,44,58,63,65,73,84,88,100,100,104,94,108,115,104,81,87,88,84,82,52,28,14,16,17,""
18,23,22,26,32,24,20,43,54,36,32,44,56,44,51,46,63,67,61,51,40,40,50,39,49,""
19,51,44,39,37,57,81,83,87,91,92,103,85,86,86,93,82,92,41,44,49,53,27,27,24,""
20,26,33,26,27,63,65,89,89,90,67,87,102,119,91,92,82,65,79,88,69,71,65,52,33,""
21,54,52,51,71,75,62,93,102,94,76,99,94,111,91,69,92,104,94,72,65,59,53,65,42,""
22,56,38,54,71,62,78,96,92,90,85,94,88,94,105,95,98,80,78,73,58,53,50,51,46,""
23,49,53,60,58,54,66,68,73,69,105,89,77,83,105,85,108,83,84,94,54,34,21,26,18,""
24,20,14,13,27,17,27,27,29,36,43,35,33,38,38,91,102,45,37,28,39,34,32,22,14,""
25,22,13,16,14,27,22,20,39,43,71,70,80,69,59,87,78,54,55,70,43,44,49,28,43,""
26,34,44,39,48,62,51,61,89,99,104,97,102,97,95,102,82,49,49,51,55,37,42,28,38,""
27,53,35,32,46,53,63,86,79,90,101,94,124,105,105,103,81,95,102,90,75,68,68,61,54,""
28,71,54,52,60,71,79,114,90,127,119,107,121,93,94,92,93,99,88,78,87,65,53,52,45,""
29,61,46,49,60,59,59,85,100,88,92,85,90,85,87,90,91,71,57,49,42,34,22,27,38,""
30,35,54,40,67,68,75,76,88,120,107,87,133,110,110,101,108,102,78,90,72,75,51,42,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
