nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,020,015,013,016,025,020,019,022,015,019,015,011,020,015,013,015,015,009,011,019,018,015,011,017
02,012,017,022,014,024,024,019,020,014,012,015,019,016,014,011,013,017,017,014,011,022,013,012,021
03,013,013,020,019,019,015,016,015,018,019,011,010,011,013,015,010,012,008,012,016,020,015,014,025
04,024,009,019,015,018,024,020,022,020,015,023,014,016,008,016,013,018,013,008,015,012,024,016,016
05,017,014,012,016,012,017,021,024,022,020,018,016,012,012,013,014,007,015,017,017,016,021,019,025
06,009,021,019,021,019,018,022,026,019,018,023,016,019,021,018,012,015,013,007,020,025,023,021,017
07,013,019,025,020,025,019,022,028,024,017,022,021,014,014,018,006,022,014,012,023,025,021,022,011
08,016,016,018,011,012,011,018,016,012,016,010,014,010,013,013,005,012,017,015,018,019,019,018,014
09,014,013,015,010,016,022,012,024,012,011,014,010,013,014,008,016,015,010,015,013,013,009,012,009
10,008,013,020,024,023,022,016,016,025,010,010,018,013,015,018,018,021,015,016,018,014,018,019,013
11,016,018,014,019,024,020,020,015,016,020,010,013,015,012,016,016,013,014,020,012,017,015,020,015
12,012,016,016,006,027,019,022,017,020,014,012,020,014,016,016,015,017,015,015,018,016,020,011,020
13,017,019,010,023,022,021,022,017,027,025,017,018,014,011,016,014,013,020,012,021,017,021,013,024
14,016,016,022,020,022,021,022,018,021,016,017,014,024,012,019,012,010,011,016,016,022,018,016,011
15,015,018,016,018,026,025,027,026,013,024,022,010,017,015,012,016,011,015,016,015,020,021,027,012
16,020,020,023,022,031,020,035,036,019,014,020,020,023,024,019,014,028,025,018,015,027,020,021,016
17,016,026,016,023,030,027,014,024,015,023,019,017,014,016,017,013,016,020,020,021,024,018,015,007
18,023,018,013,019,018,022,021,028,020,022,017,016,010,015,012,010,021,011,023,017,015,017,021,011
19,018,009,015,018,013,021,013,017,026,022,012,012,016,008,010,019,011,014,011,021,022,017,012,018
20,013,014,021,013,024,019,032,024,016,027,012,012,018,009,023,008,012,014,011,013,018,022,015,016
21,011,013,017,017,025,021,014,022,013,012,024,006,012,010,006,010,012,009,013,014,013,019,015,018
22,014,019,017,019,017,017,017,009,020,009,014,014,010,011,009,009,012,011,014,016,010,011,017,010
23,010,010,024,023,019,017,018,021,018,018,015,014,013,016,011,016,012,016,019,015,017,013,013,014
24,013,020,019,013,023,019,023,012,014,021,017,011,015,012,022,011,016,018,013,016,022,022,012,014
25,015,016,026,017,022,015,023,016,024,024,017,013,011,012,006,017,010,020,014,015,019,015,013,015
26,013,017,031,013,016,017,018,019,028,011,000,005,015,011,009,017,016,015,015,009,016,023,016,017
27,015,023,009,018,018,016,028,020,010,015,012,019,017,009,012,017,016,014,016,023,018,013,019,015
28,012,011,011,015,020,024,019,022,017,016,006,013,007,016,013,023,011,011,016,015,018,026,022,014
29,009,013,031,016,015,017,026,018,017,024,020,021,024,013,013,018,012,008,017,021,016,017,016,010
30,024,020,012,019,022,018,025,026,020,014,012,022,014,019,020,016,015,012,011,017,016,019,014,009
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
