sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,39,55,51,36,55,52,46,28,50,39,38,19,14,25,15,13,12,12,23,25,21,36,29,40,""
02,34,66,44,45,54,47,38,31,33,32,27,29,26,20,10,12,14,17,13,19,21,31,41,46,""
03,42,46,50,49,50,43,45,42,34,25,30,25,19,18,20,8,17,14,13,20,16,18,58,-1,""
04,-1,-1,-1,-1,-1,-1,-1,34,33,46,31,23,25,28,23,14,13,22,14,19,22,28,36,40,""
05,45,54,34,45,44,45,46,36,33,33,40,24,15,18,16,19,19,19,19,26,27,32,39,47,""
06,55,46,50,40,34,34,40,28,26,28,26,22,28,22,17,19,14,11,27,19,36,21,45,16,""
07,15,36,29,32,16,33,20,33,15,25,38,24,20,17,16,25,19,11,15,24,24,15,40,39,""
08,35,32,30,27,20,30,39,31,23,27,31,20,29,21,18,18,18,17,18,13,27,26,31,44,""
09,48,57,54,42,39,49,44,19,26,25,16,27,21,17,12,14,6,24,13,16,22,33,34,30,""
10,50,32,44,29,40,54,31,40,21,23,41,33,27,28,24,17,15,16,11,14,22,49,55,55,""
11,60,65,50,56,59,41,34,34,26,27,16,20,28,19,16,18,12,11,15,13,25,26,49,40,""
12,42,53,43,34,57,37,43,34,33,26,30,23,30,20,16,16,17,18,15,13,23,34,41,43,""
13,40,27,36,50,22,25,23,31,34,22,22,22,20,20,14,14,14,14,12,18,6,26,31,32,""
14,30,30,29,37,36,36,28,28,12,32,35,38,21,24,14,15,21,13,19,18,16,43,37,28,""
15,46,49,42,50,41,47,35,36,36,32,29,24,31,19,21,19,19,6,18,24,29,20,40,36,""
16,30,35,43,44,31,34,35,44,35,22,21,25,26,18,11,14,18,13,11,22,15,35,35,36,""
17,49,39,38,47,33,42,47,39,38,34,23,23,19,16,25,23,21,14,18,20,28,30,43,37,""
18,41,37,34,24,34,29,36,17,22,25,22,17,17,15,7,19,12,9,14,17,31,28,27,30,""
19,48,43,43,34,43,22,36,31,24,31,11,26,16,26,7,9,7,8,11,10,12,15,22,16,""
20,26,27,23,21,26,33,21,32,36,42,31,23,21,24,16,23,15,15,27,19,31,28,40,65,""
21,47,51,45,38,35,37,31,27,20,28,48,20,12,19,17,21,12,12,12,17,27,29,31,41,""
22,27,28,48,42,49,43,39,33,26,40,27,9,13,13,13,11,14,20,8,20,20,21,34,29,""
23,29,42,39,34,30,35,33,29,35,27,36,28,25,17,7,10,18,11,12,26,23,27,30,42,""
24,44,51,56,50,47,32,46,33,50,29,30,27,21,15,20,11,11,16,24,19,29,48,37,56,""
25,52,47,52,51,61,46,47,58,41,33,25,23,23,20,28,19,10,16,18,22,28,40,38,46,""
26,47,62,45,41,47,38,43,48,44,38,29,32,14,17,13,13,9,20,9,24,34,42,42,53,""
27,48,38,47,48,63,55,49,34,53,40,34,24,33,26,20,12,20,9,14,23,26,19,31,47,""
28,46,56,59,46,61,44,52,48,41,47,24,41,15,22,21,13,16,13,16,24,33,32,43,41,""
29,58,52,46,34,61,46,44,32,38,34,32,30,30,22,15,15,15,17,7,17,23,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
