sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,12,39,27,45,50,76,86,132,140,144,154,135,106,136,175,141,116,113,104,107,80,50,37,31,""
02,14,25,29,56,49,110,98,137,161,176,220,151,162,144,142,131,107,146,134,82,79,53,27,27,""
03,19,25,26,43,47,82,104,137,172,200,214,156,143,163,147,133,91,101,93,91,74,56,46,36,""
04,29,160,73,43,71,121,123,134,184,188,196,195,144,154,215,-1,163,112,129,192,84,65,37,27,""
05,29,110,126,-1,91,68,95,151,150,186,179,155,137,181,152,121,115,107,95,58,73,34,38,20,""
06,23,24,37,42,79,83,117,138,152,148,162,139,144,153,119,133,132,121,117,112,79,53,22,30,""
07,20,23,39,63,76,95,100,149,157,182,167,139,119,129,139,121,105,119,117,99,70,53,27,33,""
08,33,28,29,57,82,89,96,140,131,155,150,114,155,123,121,112,116,149,84,105,68,53,34,37,""
09,21,24,29,47,88,99,101,158,197,230,219,178,179,195,184,128,136,115,113,91,73,97,48,27,""
10,16,21,37,45,49,102,149,158,153,213,200,164,160,163,162,-1,159,100,111,83,78,36,28,20,""
11,20,20,74,-1,78,71,91,150,156,148,155,149,147,141,146,125,119,114,117,90,25,42,26,14,""
12,15,26,25,39,63,70,107,113,137,159,143,109,138,111,151,104,105,105,82,75,58,31,34,20,""
13,20,28,34,54,72,66,116,134,150,150,160,143,156,162,156,137,112,123,89,111,75,64,35,35,""
14,16,28,37,37,48,56,104,105,110,138,125,106,100,94,85,75,87,101,67,67,83,49,28,40,""
15,19,13,33,50,99,96,119,123,181,176,159,149,145,124,133,126,126,114,111,93,98,55,28,18,""
16,14,17,17,37,75,83,101,124,153,189,180,161,135,137,111,92,91,83,94,88,54,37,36,27,""
17,30,19,18,30,34,50,78,128,161,149,157,155,122,142,158,142,116,112,103,105,52,46,29,24,""
18,26,20,26,23,66,89,94,138,129,158,161,131,107,124,153,152,132,118,109,92,101,78,43,22,""
19,19,25,26,40,67,77,70,130,171,156,158,169,147,128,145,117,115,109,93,73,71,59,36,-1,""
20,50,17,24,28,55,73,83,137,153,212,204,154,160,139,161,131,104,119,95,80,55,34,29,19,""
21,17,11,15,24,48,77,96,127,97,155,190,146,116,149,143,130,104,121,73,68,62,60,29,32,""
22,20,17,30,7,4,4,-1,118,167,174,130,132,133,154,131,159,170,141,119,127,103,94,44,39,""
23,31,36,40,49,83,97,111,135,194,188,209,177,191,183,179,148,102,100,107,111,110,71,33,30,""
24,26,32,35,55,94,127,84,113,136,159,157,157,141,125,93,101,93,97,63,63,33,46,19,20,""
25,17,27,23,47,64,80,98,90,130,120,141,118,101,98,157,135,116,101,92,90,60,46,43,39,""
26,50,53,67,107,154,157,175,243,270,266,298,224,250,276,241,214,191,263,172,144,123,80,35,34,""
27,20,29,29,54,95,101,99,165,174,190,222,170,190,170,188,178,182,175,166,145,100,73,54,43,""
28,17,21,49,71,83,88,110,143,150,167,179,163,157,148,164,136,168,164,158,134,90,77,52,44,""
29,35,25,35,38,77,89,133,146,175,176,155,119,121,111,161,154,161,172,165,135,95,59,34,31,""
30,19,20,59,54,67,113,136,151,201,233,225,190,200,194,203,187,188,189,163,160,138,79,52,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
