sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,62,90,61,78,71,54,66,56,77,68,55,51,62,46,60,37,38,43,28,24,42,51,60,55,""
02,78,57,69,69,70,68,63,76,70,75,54,54,44,52,45,52,27,21,27,33,47,41,49,64,""
03,62,54,66,61,63,67,45,60,53,49,54,48,48,54,42,31,44,30,29,28,20,19,47,64,""
04,57,88,79,81,70,66,53,56,49,58,51,48,40,46,44,32,24,23,33,32,24,38,36,52,""
05,50,68,74,70,58,66,40,58,69,64,67,43,53,41,44,37,45,23,24,33,36,50,44,67,""
06,53,53,51,82,64,62,44,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,32,42,42,""
21,65,55,54,59,61,37,-1,-1,-1,-1,-1,48,40,38,31,31,20,18,11,18,21,26,28,40,""
22,37,33,35,39,47,39,31,43,30,38,20,25,26,24,23,22,18,25,13,16,41,32,35,38,""
23,44,34,61,60,56,45,36,46,40,31,35,39,11,14,24,25,26,16,19,28,30,25,23,30,""
24,37,50,42,38,42,29,24,26,38,31,18,29,24,18,24,22,18,21,22,23,21,43,40,53,""
25,36,48,43,51,37,31,29,26,27,31,30,38,24,24,22,30,14,31,20,24,26,28,38,57,""
26,38,57,40,37,28,32,28,43,50,45,39,33,35,37,37,32,21,14,19,21,23,26,28,44,""
27,45,43,53,50,51,28,26,37,58,43,34,35,56,36,28,25,19,-1,16,20,24,36,40,25,""
28,41,32,38,35,34,26,30,43,43,42,35,45,34,47,32,31,24,24,34,33,38,43,39,57,""
29,55,58,59,63,55,45,38,44,41,39,46,46,32,36,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]o{'m,"kf`zIhz}{fehk'kl"
