sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,87,101,95,73,49,56,37,52,36,46,29,38,33,25,26,20,18,25,26,24,42,60,69,19,""
02,63,113,93,79,51,50,39,56,48,50,52,44,25,21,19,16,30,21,23,26,43,48,67,86,""
03,93,97,103,96,70,63,30,46,54,36,58,24,24,21,22,15,25,24,23,22,38,56,65,42,""
04,74,64,85,83,56,48,40,41,51,45,38,25,21,16,10,7,12,15,20,11,20,19,32,16,""
05,43,64,53,20,49,37,16,29,26,11,21,18,22,18,26,9,13,14,18,16,15,37,26,29,""
06,41,24,14,25,28,42,24,29,36,21,17,15,10,16,9,15,6,14,10,12,12,23,21,19,""
07,16,12,27,14,18,20,28,26,28,18,9,11,17,9,5,9,4,3,10,7,6,6,9,10,""
08,15,18,15,12,13,27,30,33,43,26,28,37,11,12,16,10,8,9,6,12,8,21,18,33,""
09,30,45,34,37,22,16,21,29,17,19,21,26,11,17,15,11,17,11,8,5,19,35,41,41,""
10,43,52,54,48,34,37,43,48,26,24,15,10,20,17,12,11,11,8,13,14,19,27,42,41,""
11,45,37,52,33,26,21,20,20,31,14,27,36,16,18,32,24,22,22,11,21,24,33,31,31,""
12,23,45,23,18,27,16,16,37,42,47,38,23,26,27,26,37,20,17,20,29,26,23,19,24,""
13,39,46,22,38,38,25,20,24,27,17,13,25,14,17,8,15,14,12,16,22,26,19,48,49,""
14,55,51,45,53,49,39,33,31,25,25,35,22,24,16,18,15,25,24,23,23,35,61,59,41,""
15,44,44,71,47,48,42,30,29,42,33,31,23,15,19,23,22,10,20,21,23,23,39,46,51,""
16,65,53,55,33,44,30,24,32,49,42,35,36,31,15,10,20,19,22,22,19,34,49,53,51,""
17,26,22,42,33,25,37,31,31,25,23,24,17,9,16,11,16,20,10,22,20,22,27,31,27,""
18,48,53,48,30,36,30,39,39,30,30,14,15,25,17,14,13,15,14,14,14,23,31,46,51,""
19,47,63,48,58,49,33,40,41,41,17,21,19,20,12,14,19,10,9,21,24,27,39,59,52,""
20,53,42,58,34,35,34,37,31,48,27,26,14,9,20,18,16,15,10,16,26,39,41,44,52,""
21,53,57,50,20,34,23,20,21,28,16,15,14,14,17,16,5,11,14,11,11,8,21,20,27,""
22,33,28,27,21,19,13,21,13,12,10,7,11,7,11,5,12,21,10,9,10,14,28,28,19,""
23,17,29,35,28,20,19,13,17,17,11,13,14,14,14,20,10,8,9,15,13,17,26,28,25,""
24,50,36,26,35,29,31,21,32,36,19,25,17,15,7,9,9,4,5,11,17,25,27,30,35,""
25,32,33,32,19,26,18,30,34,30,22,19,21,12,14,18,12,9,14,9,15,15,32,40,39,""
26,42,38,22,24,24,22,32,23,47,30,35,18,15,17,24,11,16,13,6,21,21,37,41,35,""
27,45,37,29,24,16,25,28,22,36,25,32,16,15,16,22,11,14,11,5,21,19,29,35,28,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
