nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,17,13,16,25,13,21,16,29,13,12,11,33,20,17,20,19,9,17,20,14,11,8,7,17,""
02,27,19,22,23,14,18,24,22,21,19,14,12,8,9,8,4,7,5,6,7,11,17,16,16,""
03,7,15,13,10,11,7,13,15,10,13,10,8,9,4,10,9,2,7,9,10,6,5,10,13,""
04,21,10,17,20,9,8,23,25,21,11,24,14,18,10,9,8,9,9,11,10,21,11,23,26,""
05,16,17,22,21,19,16,18,22,16,15,19,14,9,7,6,5,5,10,7,13,14,12,16,19,""
06,19,19,16,16,18,18,23,22,25,18,15,12,8,5,4,4,5,4,4,11,7,13,16,11,""
07,12,11,16,18,20,16,19,15,32,25,15,21,22,16,7,11,15,5,9,20,17,30,15,23,""
08,16,29,33,36,32,37,36,48,45,27,19,15,12,6,4,4,1,2,10,9,17,14,18,20,""
09,10,21,18,14,19,11,14,17,16,16,24,17,1,14,5,12,9,21,9,29,25,31,27,26,""
10,23,24,30,30,26,29,41,34,24,36,32,16,18,11,9,12,10,8,11,10,14,15,17,22,""
11,12,11,11,5,8,10,14,7,15,16,10,13,4,4,2,4,3,4,5,8,9,14,19,11,""
12,15,8,12,10,16,3,4,5,4,10,10,3,4,2,5,3,3,6,3,5,14,10,11,10,""
13,19,8,7,9,5,9,16,14,16,11,18,7,4,5,3,10,4,6,11,13,12,17,17,21,""
14,17,23,23,15,17,11,24,15,10,8,11,17,7,7,4,11,11,3,5,6,8,3,17,13,""
15,19,20,11,12,7,30,23,20,23,23,18,25,9,22,13,8,6,8,8,16,22,24,24,34,""
16,24,19,20,22,38,44,34,38,39,58,42,23,30,16,19,8,9,6,12,27,22,41,28,36,""
17,25,27,24,42,32,39,42,36,37,36,21,19,18,15,12,9,7,21,15,24,13,25,19,33,""
18,23,23,25,22,17,17,19,27,30,33,33,12,13,7,4,8,13,3,12,22,35,25,27,42,""
19,33,30,34,40,28,27,34,25,13,20,7,19,21,11,10,3,9,14,5,12,28,24,28,24,""
20,28,34,24,30,33,28,28,22,24,14,14,15,8,9,12,8,10,10,11,14,12,12,16,21,""
21,16,16,29,20,18,20,28,23,13,20,16,16,17,11,9,8,6,13,7,14,16,14,11,14,""
22,21,23,28,30,17,17,20,23,16,18,15,16,10,8,12,3,10,11,9,15,20,26,25,20,""
23,12,28,25,23,24,22,22,25,22,16,15,5,10,6,4,8,9,11,9,10,8,14,10,11,""
24,14,10,15,13,25,13,18,23,14,23,15,15,9,5,9,9,9,13,5,8,11,20,15,16,""
25,16,12,17,15,29,20,21,29,23,28,25,21,16,18,14,8,17,13,13,27,17,32,27,25,""
26,27,33,23,37,20,31,43,50,32,24,22,17,12,15,15,9,11,13,6,15,15,36,27,30,""
27,16,13,24,29,28,25,29,18,35,17,31,12,16,14,14,7,9,21,14,21,30,32,23,25,""
28,26,17,28,22,28,38,33,22,40,29,13,15,12,13,9,12,8,11,10,21,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
