oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,068,078,090,106,088,109,126,097,092,082,079,074,072,079,078,069,039,037,056,040,063,074,066,068
02,057,063,067,083,088,101,073,082,088,087,063,057,079,083,069,074,037,053,048,048,046,067,051,046
03,063,000,073,084,087,101,083,081,100,095,092,082,085,090,076,061,050,041,038,042,039,061,051,080
04,067,080,088,086,083,107,091,087,092,110,068,066,055,050,050,040,048,034,041,044,049,056,057,060
05,071,055,087,096,080,079,084,080,076,098,087,069,088,082,073,059,050,045,042,032,050,058,047,050
06,073,077,078,077,093,104,089,099,097,092,072,080,080,083,081,057,042,044,040,040,047,065,052,051
07,058,067,091,081,071,125,103,058,073,104,095,057,071,084,098,059,035,054,044,033,052,045,062,071
08,068,070,067,070,091,096,073,078,099,076,082,070,068,077,052,046,053,051,053,059,038,048,054,045
09,075,065,061,072,076,067,063,059,074,069,067,063,056,073,073,055,054,043,048,042,049,067,068,052
10,055,072,085,085,105,087,067,061,066,050,058,092,069,054,063,036,047,052,044,047,066,054,058,061
11,067,072,057,075,093,088,071,075,045,045,066,068,075,069,044,046,046,036,038,039,060,072,054,070
12,061,088,071,093,087,086,071,082,110,084,079,069,069,074,078,065,050,029,035,041,059,054,059,066
13,066,057,071,067,081,108,085,088,097,106,095,078,068,080,080,050,033,034,039,034,044,052,073,057
14,072,068,098,085,083,099,095,049,074,099,090,093,096,084,065,061,037,034,040,033,061,074,072,076
15,073,072,075,076,098,093,082,072,054,052,087,088,079,083,067,085,046,034,037,035,071,068,071,076
16,082,067,096,098,101,091,088,094,091,098,094,097,079,074,084,076,050,065,039,058,056,055,047,067
17,066,082,086,101,101,107,090,062,065,065,065,086,101,064,058,044,042,036,041,037,042,064,083,080
18,078,094,105,089,099,091,077,067,083,081,079,083,080,085,060,052,036,037,026,047,059,048,057,050
19,065,077,091,083,086,089,100,090,090,095,086,095,083,073,066,050,034,037,034,038,051,062,064,053
20,055,072,088,091,072,092,085,083,106,094,094,094,068,080,080,044,041,033,025,027,046,074,075,075
21,082,072,097,076,084,109,072,052,081,095,091,080,100,073,091,052,036,039,036,039,049,059,077,065
22,056,076,097,100,095,077,083,095,080,124,097,093,092,081,087,039,029,033,033,032,044,044,064,044
23,070,057,082,074,079,083,081,042,051,058,058,046,041,037,040,028,023,036,037,036,037,052,056,045
24,068,078,081,082,061,081,092,087,075,093,089,096,089,085,094,067,033,029,034,045,060,065,065,054
25,065,077,082,081,106,094,079,095,113,098,096,089,103,102,080,047,032,030,030,031,026,068,060,066
26,069,072,084,107,096,090,104,073,105,087,087,090,077,075,080,061,041,033,039,028,038,055,074,059
27,059,086,090,098,109,091,088,099,085,110,109,091,096,067,067,048,050,035,043,030,033,044,070,060
28,068,081,072,115,090,098,080,053,048,059,047,079,089,079,052,041,041,037,027,037,024,068,060,061
29,062,070,093,090,118,072,053,048,038,051,101,085,083,067,024,035,047,036,036,037,052,049,067,056
30,059,080,081,104,078,082,087,089,045,034,067,068,086,079,075,052,054,036,040,046,035,035,057,060
31,072,061,083,081,105,090,169,228,094,091,091,078,081,077,072,059,034,038,051,035,043,051,-1,-1,-1
