oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,051,045,051,058,060,079,071,070,057,051,049,070,069,066,059,046,039,058,060,053,050,068,068,076
02,065,064,082,069,073,073,091,074,071,072,071,073,081,061,054,045,028,058,045,053,052,068,079,063
03,042,053,059,063,065,059,069,053,057,063,070,063,051,054,044,045,047,046,042,046,048,068,061,058
04,053,064,050,068,064,075,061,060,057,072,071,063,056,057,056,045,045,038,050,051,050,053,039,070
05,074,053,055,078,070,049,065,059,080,076,063,064,060,061,055,059,040,051,038,046,057,064,040,052
06,061,063,065,063,063,069,070,066,104,089,066,070,061,050,055,057,054,044,046,055,058,057,053,063
07,054,058,066,070,061,077,064,060,059,082,083,063,058,054,053,049,052,050,055,045,048,050,056,064
08,047,041,056,041,046,047,050,057,074,085,065,057,079,054,060,052,056,047,057,042,057,053,053,060
09,065,053,075,054,073,063,053,078,063,067,061,051,048,055,042,046,040,038,041,035,037,048,046,059
10,063,052,062,075,083,063,000,060,065,074,065,048,045,046,040,045,036,036,046,046,044,043,046,056
11,042,047,034,043,035,043,048,032,056,037,042,044,029,034,037,035,029,030,025,036,037,055,051,048
12,067,056,040,065,062,043,061,070,063,056,046,043,045,060,054,042,043,030,049,034,046,070,045,046
13,048,051,052,050,057,054,047,036,059,064,065,044,048,048,037,039,036,024,024,027,020,034,037,032
14,035,042,044,050,061,076,056,052,063,059,063,073,063,060,054,046,046,042,058,035,041,052,071,052
15,065,064,064,063,068,082,065,070,063,057,061,044,044,035,031,028,034,031,039,038,031,039,039,044
16,050,041,058,040,067,072,053,046,066,054,041,054,047,035,042,029,031,030,031,028,030,029,025,045
17,042,042,037,044,041,053,048,039,044,040,043,033,033,034,037,030,023,026,030,035,046,044,042,042
18,063,051,048,058,050,051,038,034,043,042,042,037,030,030,027,037,038,017,027,030,048,049,042,041
19,045,039,041,044,038,040,056,041,033,030,024,036,040,024,025,031,024,030,027,020,030,040,043,022
20,039,037,050,038,050,061,037,043,058,069,059,066,040,047,025,015,030,024,036,045,046,044,056,052
21,065,062,066,058,078,074,054,045,034,035,027,064,036,022,036,018,020,023,036,044,049,050,050,050
22,039,051,045,070,048,060,065,043,041,037,031,038,043,049,024,030,026,033,049,040,055,051,058,055
23,056,073,069,057,066,063,047,044,055,034,037,070,048,032,040,033,021,025,040,038,051,046,050,046
24,073,063,081,079,074,044,055,066,066,077,035,047,040,057,046,033,030,034,029,035,035,048,035,033
25,062,067,063,064,080,056,063,054,062,067,061,057,049,022,041,042,034,038,044,045,060,036,070,068
26,059,071,072,077,069,084,075,070,073,070,058,064,034,035,045,037,035,032,056,045,045,049,065,063
27,064,068,064,054,074,063,066,062,067,069,070,054,044,040,047,048,042,041,048,033,048,052,065,060
28,051,061,054,062,060,060,051,053,041,059,056,055,034,036,041,037,029,035,031,056,043,051,060,076
29,053,061,051,048,060,062,053,057,000,056,036,042,039,028,025,038,029,031,037,032,045,033,052,040
30,062,053,062,061,057,050,064,051,054,037,035,041,036,036,030,020,037,029,035,051,058,054,052,055
31,061,058,043,066,071,064,073,056,056,056,053,055,038,050,049,045,020,034,048,045,050,062,018,-1,-1
