oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,11,10,18,20,10,22,19,29,20,24,32,27,37,17,29,27,29,21,13,20,10,11,5,""
02,10,6,11,11,13,20,24,18,20,26,24,27,27,32,28,25,26,30,18,9,5,3,5,9,""
03,6,7,6,19,18,16,20,22,20,23,31,28,26,22,22,14,11,18,12,17,14,10,3,7,""
04,6,8,10,4,8,7,11,17,26,22,17,29,25,14,17,15,14,21,29,24,17,13,9,9,""
05,8,7,8,8,11,7,16,19,21,21,33,18,23,30,24,27,40,27,22,16,13,8,3,7,""
06,7,8,6,7,20,13,12,24,30,23,37,28,21,31,26,20,23,20,22,18,10,11,9,10,""
07,6,8,6,13,23,21,25,23,28,13,14,12,20,13,19,15,7,5,8,8,8,7,7,11,""
08,6,12,7,9,9,10,8,17,12,23,24,15,12,21,5,5,10,1,8,5,4,4,3,3,""
09,3,6,7,2,7,12,7,17,21,15,22,21,19,21,16,9,12,14,10,11,10,14,8,6,""
10,5,5,7,13,11,15,10,17,15,9,16,12,11,15,12,7,5,3,5,6,4,4,5,3,""
11,2,3,6,3,0,7,12,10,14,15,20,16,9,15,7,15,8,15,11,7,13,4,4,1,""
12,3,7,9,8,4,13,11,17,9,14,15,15,13,10,10,11,14,4,6,10,7,1,8,4,""
13,6,6,19,12,14,10,13,21,20,23,21,15,20,18,21,21,19,20,13,9,6,13,6,10,""
14,4,5,9,10,9,26,31,27,25,16,26,15,10,12,19,18,8,4,3,2,9,4,3,7,""
15,14,10,4,12,14,19,15,14,15,14,14,17,13,12,11,14,8,6,6,6,7,3,5,3,""
16,5,7,9,10,15,9,15,22,25,15,22,17,26,28,30,19,17,17,15,15,14,4,2,4,""
17,5,4,5,4,10,5,9,9,7,13,15,3,7,11,10,14,11,5,6,5,8,5,6,3,""
18,2,3,5,5,8,5,11,12,12,9,9,12,13,10,9,12,7,4,10,2,8,4,4,1,""
19,4,0,3,3,6,3,13,10,9,7,9,13,14,8,11,9,7,8,10,6,-1,-1,-1,-1,""
20,-1,0,2,3,6,4,9,9,6,12,14,12,11,13,8,18,13,9,6,4,6,3,10,1,""
21,2,3,1,7,7,10,12,17,16,13,14,9,17,8,12,11,8,8,7,8,-1,-1,-1,-1,""
22,-1,-1,3,3,7,8,4,15,8,12,12,10,-1,-1,-1,-1,5,8,7,7,4,16,12,6,""
23,8,5,5,6,4,13,6,5,8,8,14,8,4,23,15,11,9,5,8,9,-1,-1,-1,-1,""
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,20,15,11,11,-1,8,-1,-1,-1,-1,""
25,-1,-1,-1,-1,7,11,8,12,18,10,14,11,11,15,5,4,11,1,3,3,3,10,12,5,""
26,8,9,12,21,20,29,20,25,23,35,23,30,21,29,27,10,25,19,15,13,12,9,6,5,""
27,13,6,10,18,13,26,26,33,17,28,34,33,27,30,38,21,26,19,31,21,12,13,8,12,""
28,10,10,10,12,22,23,26,42,33,46,33,20,25,33,21,26,22,23,28,18,5,11,5,5,""
29,6,9,9,13,15,21,24,26,38,36,47,34,44,24,26,30,15,32,20,24,10,5,9,5,""
30,7,9,8,12,19,28,26,23,31,34,36,36,35,32,16,3,20,17,14,12,3,6,8,10,""
31,13,8,9,12,18,28,26,29,25,20,28,23,24,17,16,20,29,25,8,7,14,11,8,15,""
