oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,39,59,53,88,68,52,66,80,91,123,121,102,99,89,92,97,111,120,109,118,78,65,60,57,""
02,62,54,73,77,81,75,68,84,109,115,145,129,112,113,-1,70,93,91,104,114,101,87,58,66,""
03,70,61,70,68,85,81,90,86,116,126,137,133,108,108,119,99,79,81,87,75,56,51,45,24,""
04,20,37,35,35,47,51,71,62,78,77,93,85,96,79,90,79,87,74,91,80,60,51,45,45,""
05,39,50,56,67,62,63,67,72,118,114,109,88,86,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
06,-1,-1,-1,-1,56,50,49,65,102,120,101,82,86,95,97,86,84,96,82,84,91,70,80,62,""
07,45,53,74,69,72,71,74,51,66,84,80,94,71,105,110,93,87,99,92,94,103,67,64,50,""
08,53,59,60,84,75,74,78,86,93,132,141,121,98,108,109,72,76,86,84,88,82,88,56,48,""
09,57,40,47,48,39,36,36,50,80,94,108,99,82,86,99,114,92,88,91,-1,-1,-1,-1,-1,""
10,39,58,73,61,65,78,78,112,113,121,111,101,115,100,123,93,129,101,101,83,85,63,73,54,""
11,52,58,71,88,-1,-1,-1,-1,126,131,117,123,103,99,88,110,101,87,84,102,89,87,65,52,""
12,42,57,52,73,62,57,64,77,102,129,121,91,89,91,92,92,76,54,84,82,56,60,51,15,""
13,20,31,11,1,2,5,29,36,29,115,108,67,50,68,90,103,79,83,109,100,75,65,69,55,""
14,35,50,70,68,75,69,-1,-1,106,108,102,95,108,108,122,100,80,102,85,91,98,67,66,53,""
15,43,45,45,50,62,44,76,98,102,127,124,128,97,113,112,113,114,117,83,87,86,79,62,56,""
16,49,57,93,69,60,76,75,78,97,129,134,85,119,134,109,116,87,74,108,98,78,79,62,45,""
17,53,60,64,70,67,67,87,85,114,151,145,105,97,105,102,120,81,82,105,94,71,58,53,50,""
18,55,79,74,60,81,59,85,96,96,116,79,85,78,66,67,61,91,64,51,52,51,34,32,42,""
19,48,46,57,40,51,47,55,53,99,117,80,82,97,82,69,48,60,62,54,54,48,54,55,38,""
20,42,41,50,63,49,55,82,82,144,140,126,103,93,126,124,115,85,76,103,103,94,67,57,42,""
21,49,51,59,61,58,55,62,91,107,133,120,107,123,115,107,76,98,117,91,83,85,78,60,57,""
22,59,58,63,69,91,65,75,104,106,131,141,113,89,103,112,90,94,96,89,84,95,84,53,54,""
23,63,69,89,77,85,88,81,96,106,140,124,124,99,98,115,113,84,68,87,53,50,58,42,44,""
24,50,41,58,55,46,48,53,70,93,83,105,111,106,112,111,91,98,79,80,89,73,70,41,47,""
25,52,53,51,40,55,53,65,80,115,158,124,124,115,133,124,124,131,127,149,110,110,80,81,72,""
26,51,62,57,68,69,51,77,106,102,144,140,97,117,107,111,93,67,77,49,57,59,48,47,53,""
27,65,66,62,46,58,39,53,77,92,109,101,78,94,99,82,93,101,55,80,70,58,58,48,40,""
28,37,57,58,57,53,46,56,60,90,102,96,97,104,134,102,128,88,80,84,91,77,64,70,57,""
29,65,56,55,63,73,73,57,85,110,119,110,95,77,66,99,116,97,72,59,74,69,55,41,56,""
30,49,56,63,63,52,54,51,76,108,119,114,94,99,66,99,83,47,58,45,47,49,52,46,33,""
31,42,53,55,56,61,61,74,65,116,143,115,126,108,77,94,66,64,63,41,37,29,32,51,37,""
