Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,5,2,48,21,3,11,18,4,11,-1,16,22,105,225,104,8,12,11,31,15,19,15,5,37
2,9,12,11,37,6,12,26,16,13,12,19,12,8,9,86,84,29,18,27,4,1,7,7,14
3,19,60,97,28,28,72,73,78,44,37,39,121,133,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,203,147,162,13,21,48,29,76,57,73
5,117,8,49,67,17,11,66,99,35,78,58,89,115,81,18,3,37,47,27,21,48,47,31,44
6,22,59,50,2,7,6,3,-1,3,8,8,14,73,140,161,95,8,10,38,78,1,31,73,77
7,109,220,38,77,135,109,91,103,97,22,17,193,136,169,127,46,16,28,41,7,2,5,21,27
8,11,49,16,83,52,152,101,80,101,56,121,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,-1,25,89,38,14,5,2,3,3,3,40,153,177,121,138,50,151,113,17,24,6,14,6,39
10,29,31,54,15,20,39,11,28,29,7,5,11,12,13,1,1,5,4,2,2,2,-1,2,2
11,-1,5,25,7,2,3,6,9,6,7,22,28,9,12,14,6,3,7,21,24,3,6,127,134
12,208,30,11,8,16,68,88,75,101,103,168,6,41,6,9,2,8,6,4,3,8,11,22,8
13,2,4,-1,1,1,12,5,27,5,3,4,18,15,34,132,3,2,1,1,27,1,4,5,15
14,1,34,9,50,16,62,71,24,53,37,52,86,176,84,33,7,7,5,26,10,9,3,2,23
15,2,79,44,62,14,5,3,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,37,2,25,10,5,10,19,41
17,48,24,41,27,26,58,14,15,50,41,26,107,44,57,75,62,20,10,33,11,9,4,12,8
18,20,47,49,41,7,31,70,70,56,59,201,134,141,139,97,88,102,31,54,15,8,9,16,43
19,11,29,31,18,5,1,2,-1,-1,18,-1,1,30,114,209,144,62,12,11,5,10,13,18,24
20,11,8,-1,8,3,34,14,31,33,37,70,42,90,71,68,17,2,10,21,45,22,29,61,22
21,16,30,16,47,15,1,-1,33,59,104,94,115,57,61,19,13,6,21,34,12,12,2,9,10
22,19,2,17,9,4,4,-1,1,18,23,44,19,25,6,15,9,3,10,8,9,10,22,32,96
23,13,31,178,1,7,14,15,9,20,85,140,158,191,90,24,23,6,11,19,4,-1,7,8,6
24,8,22,51,5,8,9,11,19,7,12,12,1,-1,-1,5,3,7,4,11,6,4,7,2,6
25,19,57,26,27,27,34,51,47,16,30,90,134,174,70,30,28,41,12,8,7,5,1,12,8
26,22,1,1,2,10,2,3,32,17,11,3,2,18,100,138,40,32,9,2,1,1,-1,10,69
27,48,121,110,19,-1,4,13,11,14,100,160,22,32,-1,18,51,2,10,18,11,2,4,64,76
28,1,24,4,33,13,33,2,4,19,69,51,152,151,18,44,13,10,9,3,1,1,1,1,4
29,8,10,7,5,6,4,14,15,12,3,1,3,15,35,17,2,7,9,13,11,5,10,33,124
30,4,4,92,6,2,21,26,43,60,30,24,34,24,13,22,31,16,7,15,5,3,4,6,2
31,-1,5,52,1,27,40,71,34,86,20,86,74,99,131,8,40,11,10,21,43,8,7,23,32
