Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,10,13,5,8,5,4,2,9,19,14,13,12,8,12,12,14,12,19,16
2,8,-1,-1,1,-1,6,-1,-1,2,2,12,8,15,11,13,16,18,11,13,20,18,18,26,21
3,-1,-1,-1,-1,6,9,6,9,10,-1,-1,6,5,8,12,9,11,11,9,5,9,9,17,16
4,5,3,-1,2,4,2,3,5,4,7,1,4,6,7,11,25,10,11,13,13,17,11,22,14
5,-1,5,-1,-1,-1,1,-1,-1,-1,-1,2,4,7,8,13,11,18,8,4,7,15,18,12,-1,-1
6,-1,-1,-1,1,-1,-1,12,4,2,-1,4,9,11,15,14,12,13,7,9,13,12,16,13,-1,-1
7,-1,-1,-1,-1,-1,-1,8,4,-1,-1,-1,-1,-1,13,11,20,5,8,4,13,12,7,14,7
8,14,3,5,-1,2,5,9,4,1,2,1,8,8,6,11,9,9,9,9,8,7,17,16,4
9,13,-1,-1,5,2,8,7,6,2,4,5,5,6,11,26,11,7,10,8,12,16,16,9,13
10,9,-1,-1,-1,-1,-1,-1,1,2,-1,-1,3,8,14,12,12,13,15,6,12,11,12,13,10
11,16,7,2,2,3,8,4,9,2,2,2,8,9,10,12,8,14,15,5,12,6,11,14,15
12,6,-1,-1,9,-1,3,3,3,-1,18,-1,-1,6,10,17,12,12,5,8,11,15,11,7,10
13,12,-1,-1,-1,5,2,5,2,-1,4,1,9,9,12,19,8,10,8,11,14,9,15,7,9
14,-1,-1,-1,-1,-1,-1,2,2,7,4,8,8,12,13,12,12,11,6,11,8,11,19,7,11
15,-1,-1,-1,-1,-1,-1,6,5,3,7,8,7,14,16,15,13,12,9,8,13,4,11,14,15
16,2,11,-1,2,6,4,4,2,4,3,2,10,9,14,11,12,7,10,5,22,14,14,5,7
17,8,8,7,-1,5,7,6,2,6,3,8,9,17,14,17,7,6,16,13,12,13,15,10,5
18,-1,-1,4,-1,-1,-1,-1,-1,6,6,7,6,9,9,11,12,8,12,4,11,17,14,17,-1,-1
19,10,6,6,3,2,6,3,7,7,4,6,11,11,11,13,9,8,10,8,11,9,5,9,4
20,11,3,3,2,5,3,5,7,5,8,8,8,13,16,12,9,7,15,10,15,10,11,14,8
21,-1,-1,-1,-1,7,5,8,1,7,4,5,8,7,14,14,13,22,10,12,11,12,10,12,-1,-1
22,16,-1,18,-1,8,7,4,3,7,7,7,8,14,17,16,11,15,7,8,14,9,13,15,13
23,14,4,5,5,7,2,3,6,4,6,4,13,4,13,15,21,15,8,11,8,9,15,6,14
24,10,6,-1,-1,-1,-1,-1,8,-1,-1,5,10,-1,-1,16,12,17,9,12,14,9,14,12,11
25,6,9,7,5,4,2,2,4,7,2,4,11,13,18,34,20,16,11,17,9,6,10,8,11
26,12,4,7,4,5,3,7,6,3,-1,-1,4,5,16,23,33,18,17,13,12,13,16,6,-1,-1
27,8,7,4,4,4,4,-1,8,4,4,8,7,8,20,22,33,25,23,8,11,8,15,10,10
28,-1,-1,-1,8,4,3,5,7,7,6,7,17,24,23,26,32,26,11,11,19,15,11,13,13
29,8,3,9,7,3,3,4,3,3,10,7,10,21,31,38,32,20,22,14,21,22,20,15,6
30,7,3,5,3,-1,3,4,5,9,4,7,2,16,21,27,35,15,16,12,15,16,17,13,12
31,7,14,-1,-1,-1,8,-1,2,5,8,8,12,13,20,26,26,21,16,6,12,12,16,-1,9
