Apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,27,24,27,21,25,25,31,30,33,23,42,23,33,31,17,34,31,27,23,23,17,10,20,21
2,39,33,30,35,36,28,47,56,58,57,69,33,52,48,64,45,52,48,56,59,-1,-1,-1,-1,-1
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,73,50,57,63,51,82,99,87,73,62,63,85,80,97
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,3,51,42,74,45,41,47,33,16,25,14,24,16,31,27,36,26,40
7,38,56,49,44,48,71,76,90,52,80,91,70,38,51,38,24,23,22,27,24,25,26,39,45
8,54,39,62,47,57,56,57,51,45,58,50,43,66,36,46,55,27,21,36,29,67,82,100,94
9,82,60,46,41,50,58,51,69,41,55,28,39,36,37,50,32,19,19,30,20,38,24,38,33
10,43,43,42,33,30,42,41,44,41,50,49,46,40,27,33,36,13,26,19,21,23,22,30,33
11,30,55,42,36,44,42,42,38,49,44,45,41,41,35,27,27,29,14,28,27,20,20,35,26
12,34,38,45,36,36,41,36,54,39,49,38,46,57,39,36,40,-1,-1,-1,-1,19,22,32,26
13,34,40,41,32,36,52,39,38,41,39,42,49,28,38,38,33,37,37,13,21,17,31,26,39
14,29,35,33,17,34,45,36,47,55,46,46,38,45,46,45,39,21,25,30,19,11,29,28,36
15,33,43,35,31,40,60,35,55,60,54,49,30,38,44,49,25,23,25,20,26,27,30,32,36
16,31,52,42,38,39,47,42,65,49,46,49,42,35,35,36,28,16,15,12,20,23,20,23,23
17,37,38,36,40,26,40,52,40,35,8,10,19,34,26,22,26,17,14,19,28,13,18,28,27
18,36,36,37,38,31,30,37,40,32,38,66,41,30,40,41,44,28,29,19,26,18,25,24,27
19,29,38,42,36,29,41,47,45,50,53,43,49,55,35,40,31,34,22,25,23,35,20,34,37
20,36,47,46,36,42,30,42,42,57,55,47,45,38,40,27,20,18,15,16,17,12,25,35,34
21,45,52,40,52,40,59,43,50,29,52,40,46,49,31,42,24,32,23,33,15,27,19,40,31
22,43,46,48,45,43,44,68,51,78,58,65,44,43,33,43,30,19,17,12,26,22,14,36,51
23,55,52,53,44,48,55,38,54,45,52,47,56,41,35,40,33,21,11,14,19,24,24,20,30
24,47,52,36,40,42,47,57,65,54,55,52,43,41,41,42,35,11,15,21,22,23,34,15,30
25,41,30,32,29,45,44,47,59,51,51,41,49,50,34,37,17,19,20,17,24,22,19,36,40
26,38,35,37,31,35,43,42,59,47,48,49,41,54,31,31,36,35,17,24,23,15,15,24,24
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,31,18,17,15,18,20,14,24,19,24
28,28,37,36,46,32,38,48,52,56,51,34,41,33,34,28,19,25,30,17,13,28,24,25,38
29,34,30,38,39,41,60,59,46,46,50,51,47,40,36,22,37,22,26,13,32,20,27,37,37
30,31,21,38,38,45,55,52,74,52,69,61,38,39,50,31,39,34,28,14,25,16,21,25,37
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
