Apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,6,6,22,22,19,18,23,32,26,33,45,20,21,10,7,7,4,3,4,9,13,6,4,3
2,4,5,16,9,10,30,33,16,11,25,19,17,13,7,19,2,14,3,4,9,7,4,5,4
3,5,6,7,9,15,17,35,37,25,18,41,21,18,10,3,6,4,5,3,7,8,6,4,5
4,4,6,13,24,16,33,14,12,35,55,28,15,12,10,13,4,8,3,4,4,8,9,2,6
5,9,6,12,35,15,20,54,27,35,15,23,22,17,11,3,4,2,3,3,4,3,5,3,3
6,5,10,5,12,7,6,6,21,27,14,11,14,10,14,3,6,3,5,7,4,3,10,3,2
7,2,4,6,23,38,8,10,13,15,13,18,9,7,9,8,3,3,2,4,2,4,3,2,-1,-1
8,4,2,6,8,14,30,13,12,32,22,12,13,6,8,1,3,9,2,3,3,5,6,2,2
9,2,3,17,10,11,28,65,22,12,14,19,16,9,8,3,3,11,3,2,4,2,6,1,2
10,3,3,6,20,3,21,12,14,16,21,9,17,8,7,2,2,4,5,2,1,6,7,-1,2
11,7,4,6,10,16,12,16,14,8,19,11,7,8,7,4,5,2,4,4,2,3,2,2,4
12,4,3,14,12,12,9,15,25,22,9,11,15,11,11,3,3,2,3,31,2,3,8,2,2
13,2,6,5,12,16,10,29,15,19,17,33,8,9,19,9,7,3,4,7,4,3,4,2,3
14,6,5,7,20,21,22,11,20,20,26,14,18,10,7,6,5,1,2,5,4,3,5,2,5
15,3,7,9,14,16,21,11,12,15,12,23,15,7,6,3,4,7,2,3,4,10,6,2,3
16,4,6,3,12,32,9,18,24,25,30,42,21,-1,26,6,4,10,2,4,5,-1,15,5,4
17,4,4,11,16,17,47,22,18,20,9,10,9,9,5,4,2,1,2,2,5,10,3,1,2
18,10,3,6,7,7,11,13,16,21,25,17,11,18,5,6,5,2,2,4,3,4,3,4,6
19,3,4,6,11,16,18,34,24,18,11,13,26,15,11,30,1,2,4,4,6,6,6,2,4
20,3,2,6,12,9,9,51,32,35,34,17,12,22,8,7,7,4,1,3,7,7,5,3,2
21,15,15,12,37,47,36,51,40,33,20,20,12,14,14,6,4,1,3,3,7,8,5,9,10
22,8,8,38,76,124,83,73,46,63,53,23,42,18,23,7,4,4,2,4,6,23,6,5,3
23,10,5,19,44,71,68,61,38,40,23,30,18,11,10,6,5,2,5,2,2,4,3,5,6
24,8,3,10,30,42,26,22,12,16,19,23,10,11,18,5,4,5,2,2,3,3,5,6,5
25,4,6,5,10,10,36,13,25,18,24,23,17,15,13,12,9,4,4,2,5,12,6,4,2
26,4,4,11,26,23,16,31,9,16,21,26,18,13,11,16,14,3,3,3,4,9,4,4,8
27,7,12,12,14,13,32,33,24,35,37,55,30,58,30,10,7,7,9,4,5,5,10,5,3
28,6,6,12,22,22,30,31,28,31,22,15,21,21,15,17,16,29,9,6,2,2,3,2,3
29,3,8,7,15,18,18,28,33,40,19,19,14,19,18,8,29,3,9,8,2,3,4,2,2
30,4,4,18,14,15,38,27,24,21,17,15,33,6,6,4,27,3,2,2,3,3,4,3,5
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
