dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,42,31,28,26,25,32,36,26,23,17,22,20,22,18,24,13,18,20,29,28,27
02,33,32,21,32,38,31,35,24,24,31,34,36,24,27,36,27,23,23,23,27,35,34,27,29
03,28,36,27,31,35,19,37,29,23,32,22,22,-1,-1,-1,27,22,28,27,28,26,29,26,34
04,25,29,25,32,43,27,37,37,32,34,50,25,26,21,23,26,34,26,15,27,20,27,27,16
05,26,27,25,44,29,36,30,23,26,35,29,17,20,20,29,21,20,14,13,23,21,27,22,38
06,20,18,33,32,30,29,35,27,23,31,24,34,17,18,28,18,12,16,19,22,26,31,27,24
07,20,17,25,29,29,20,26,23,25,20,19,19,25,17,22,17,17,15,19,20,25,29,26,26
08,16,28,19,32,33,33,37,24,19,21,9,19,22,23,20,23,12,25,22,20,26,32,31,21
09,19,29,22,22,27,37,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,21,33,26,49,27,29
10,19,18,21,29,31,38,34,29,29,18,13,14,12,20,18,13,15,15,20,29,39,43,43,28
11,21,26,28,26,36,58,34,26,22,32,31,17,11,12,18,14,18,9,21,35,49,52,44,36
12,24,24,20,14,43,57,59,34,37,23,37,21,18,20,16,18,18,29,39,53,93,88,98,92
13,59,27,28,48,83,87,82,65,62,66,50,25,24,20,24,20,25,43,60,78,101,106,126,103
14,59,39,33,22,68,71,57,62,63,42,36,26,27,23,24,12,16,23,31,23,37,34,29,41
15,27,16,29,38,45,31,24,34,27,20,20,28,32,23,21,16,14,17,17,20,22,24,20,28
16,24,15,27,21,21,25,21,29,32,26,28,20,16,14,13,27,25,20,23,24,16,16,25,22
17,14,21,28,47,25,32,26,25,30,23,13,21,18,23,16,13,17,19,20,22,19,27,18,25
18,16,13,39,23,26,21,20,17,19,18,9,16,15,18,17,14,15,10,18,19,21,21,16,17
19,13,19,20,17,30,20,25,18,19,16,25,19,16,19,13,18,20,14,18,14,19,17,18,21
20,11,16,22,16,24,20,22,24,31,28,28,15,23,17,17,16,14,19,18,26,25,28,16,22
21,11,16,19,27,18,24,27,21,28,30,23,12,22,17,13,27,21,13,19,23,20,28,24,17
22,24,23,35,27,27,27,35,38,26,32,35,27,41,61,38,34,26,22,27,15,16,20,23,21
23,10,25,23,18,27,23,21,22,22,28,24,17,16,20,25,25,18,16,9,13,31,24,16,20
24,15,19,20,24,26,16,16,31,18,29,20,15,23,16,17,15,20,17,19,21,21,18,17,27
25,17,15,31,21,27,27,24,33,20,15,26,31,12,21,25,15,16,15,15,15,19,21,19,21
26,23,21,18,22,25,21,19,27,32,24,25,19,12,23,20,17,12,24,9,30,15,21,29,18
27,23,21,24,43,21,21,26,29,28,21,28,22,16,19,19,12,19,10,18,9,22,15,16,18
28,15,23,23,24,32,29,28,28,27,23,19,18,15,23,20,14,16,21,20,14,19,23,14,15
29,13,30,28,18,23,18,20,27,27,29,20,19,17,11,11,10,18,15,17,21,32,26,16,20
30,20,21,15,20,25,15,14,21,27,16,23,21,32,17,12,14,14,12,15,21,18,28,23,14
31,27,25,16,28,32,17,16,19,20,23,27,28,20,19,17,18,21,20,16,16,17,16,22,-1,-1
