dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,19,16,30,49,44,36,44,53,30,26,36,59,0,63,49,53,56,36,25,15,29,30,41,25
02,31,25,30,44,35,36,28,24,81,58,64,58,54,19,32,25,23,51,32,38,61,39,27,32
03,30,55,58,72,71,81,77,34,65,57,43,25,51,49,34,23,28,23,24,15,60,48,49,79
04,37,25,31,38,63,56,51,46,32,52,82,91,61,65,61,76,69,62,52,65,39,28,28,93
05,83,95,118,133,179,183,100,138,103,116,106,112,97,74,76,70,41,39,29,41,37,24,51,66
06,37,46,42,56,70,58,66,60,78,41,76,96,109,87,79,56,49,41,28,24,65,39,36,70
07,36,43,31,50,50,59,49,45,78,88,51,86,92,99,67,43,21,10,33,28,31,31,39,78
08,38,32,29,41,41,36,56,43,35,42,33,26,25,27,31,25,32,28,34,9,12,17,35,78
09,32,27,44,43,69,68,76,47,73,91,29,20,41,41,31,15,18,18,26,23,30,34,47,69
10,43,31,24,40,54,51,40,39,72,57,29,20,33,27,40,28,27,25,43,26,47,55,92,78
11,93,125,117,171,236,229,160,86,97,66,119,92,73,62,58,43,50,46,32,64,99,89,121,132
12,102,35,33,55,104,165,123,134,118,77,50,47,31,30,33,28,38,54,43,58,88,89,137,253
13,208,80,86,148,315,325,272,185,220,184,127,68,56,66,51,61,40,53,71,65,130,133,180,309
14,173,76,66,94,182,165,211,139,164,94,55,40,34,32,23,18,28,27,24,31,66,55,37,53
15,19,39,32,38,43,52,33,46,31,43,31,28,29,37,41,26,45,29,40,26,40,50,53,43
16,25,50,41,42,57,42,46,29,65,69,70,86,68,75,80,48,54,18,19,20,13,21,28,27
17,23,17,22,32,42,31,33,37,79,66,66,94,58,63,53,43,25,32,25,22,20,18,44,64
18,62,27,31,43,45,59,57,29,44,34,43,48,36,45,30,25,25,30,27,18,14,44,49,47
19,54,60,74,98,108,136,107,125,84,93,73,59,74,87,65,43,28,41,30,22,14,17,29,22
20,55,52,80,88,90,89,81,103,50,91,86,83,71,65,44,52,40,27,22,30,42,27,27,58
21,50,43,47,46,64,55,62,41,72,48,43,56,45,54,53,54,67,55,22,38,65,34,33,69
22,58,57,94,116,131,111,150,115,72,169,140,165,153,130,126,125,88,58,42,40,26,30,65,47
23,33,42,43,48,60,49,65,65,48,74,92,71,66,61,55,51,42,33,21,34,31,9,44,62
24,56,60,81,81,96,96,78,72,53,85,86,65,82,85,63,49,54,47,31,34,39,36,34,62
25,49,24,39,59,42,31,44,39,51,50,51,62,40,48,38,28,37,25,28,25,31,50,27,24
26,32,80,104,111,112,108,120,122,109,91,79,49,83,95,69,48,37,48,40,29,48,42,52,42
27,32,49,80,143,119,108,107,111,82,46,27,75,55,91,45,28,33,29,26,22,18,26,18,47
28,22,22,25,47,63,59,28,43,42,37,78,54,44,45,45,29,19,20,17,14,10,6,9,14
29,18,24,18,30,35,37,28,56,35,43,34,32,42,42,33,81,27,20,19,17,11,20,28,26
30,64,60,94,112,121,105,100,77,92,101,86,80,91,60,55,79,28,20,37,11,26,17,33,46
31,30,34,43,64,75,70,62,46,45,79,43,41,45,50,52,66,36,27,36,26,43,63,70,0
