dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,287,190,265,208,244,329,354,363,335,304,287,270,234,191,160,177,161,162,154,196,207,244,288,287
02,264,235,207,156,257,358,349,319,379,358,304,288,214,187,138,135,135,137,168,174,203,239,252,306
03,262,197,315,228,256,318,306,326,344,313,231,216,193,154,193,142,140,134,140,198,199,237,230,264
04,174,243,284,288,221,190,257,294,302,295,254,231,218,188,145,154,164,143,130,178,215,210,258,271
05,294,235,299,234,178,174,272,336,301,253,247,226,234,189,182,142,137,147,144,145,158,192,249,151
06,157,184,271,260,242,302,318,327,317,332,270,271,214,187,146,125,121,128,127,140,183,195,236,263
07,222,210,273,230,177,221,321,311,306,261,267,224,205,236,172,126,138,140,132,155,204,210,221,277
08,169,169,261,196,207,295,328,356,295,256,221,249,206,183,162,146,227,152,147,170,200,195,247,287
09,175,232,291,195,237,321,326,325,313,295,294,270,219,200,152,128,143,146,160,183,196,229,272,282
10,191,222,308,255,267,402,380,352,340,323,231,250,182,173,165,167,200,180,211,264,289,322,306,359
11,279,253,343,148,228,228,337,380,349,305,259,236,192,210,152,173,152,180,202,250,306,335,364,429
12,410,306,440,345,277,281,384,432,425,340,313,248,208,218,265,159,151,262,303,355,402,448,454,309
13,298,403,439,431,439,410,489,438,432,409,367,287,239,234,176,157,201,282,273,369,391,325,296,326
14,399,399,438,411,400,395,395,325,328,348,457,293,242,200,145,129,145,149,182,208,228,259,288,302
15,208,230,310,212,222,316,319,300,310,270,232,217,173,188,139,129,96,129,121,151,183,208,205,253
16,196,180,291,200,218,270,292,303,295,241,250,205,192,143,140,127,107,105,90,131,133,153,172,241
17,142,171,229,191,214,320,326,323,288,266,231,219,199,138,139,121,111,101,111,129,154,171,169,219
18,146,202,250,245,198,190,235,303,314,317,272,198,197,156,172,135,132,110,113,130,137,187,209,214
19,199,182,271,213,138,180,266,304,276,242,265,237,181,157,141,116,112,94,101,121,154,174,214,222
20,144,176,273,219,228,340,314,274,259,268,209,241,254,200,171,148,128,100,115,125,157,170,203,235
21,171,174,297,196,251,289,304,318,351,284,295,270,256,211,165,137,170,165,143,115,169,181,166,282
22,191,187,273,209,249,326,311,330,305,303,299,280,299,278,218,176,141,122,109,125,153,191,209,185
23,113,159,237,173,195,251,335,320,273,259,237,235,222,176,136,125,102,108,98,117,127,167,186,201
24,167,162,222,169,155,207,326,322,278,291,260,256,227,172,131,110,96,83,88,104,110,144,171,204
25,226,193,250,188,159,218,289,284,299,301,307,258,219,181,165,129,117,126,111,141,139,178,221,226
26,207,175,250,185,170,206,212,343,322,290,291,207,216,181,158,126,137,114,206,281,246,172,205,192
27,145,173,282,205,263,310,309,308,324,298,317,239,215,193,156,125,110,126,109,124,124,135,150,143
28,193,214,225,265,316,325,297,334,294,313,237,224,211,192,166,121,98,96,103,111,130,176,207,230
29,230,228,221,267,265,322,334,322,331,301,257,230,177,178,139,138,168,115,124,114,154,140,166,221
30,239,201,257,254,288,265,298,297,260,275,232,226,0,0,161,127,120,98,116,114,117,165,179,184
31,240,250,258,300,302,300,306,326,293,273,260,262,205,186,147,155,135,0,0,0,0,0,0,0
