dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,097,106,083,106,121,153,176,174,136,088,077,076,082,075,066,076,058,045,055,046,072,066,081,081
02,070,075,073,075,086,111,153,219,229,222,181,139,230,197,228,182,135,188,138,094,099,093,082,082
03,111,100,079,118,118,249,345,308,312,329,316,252,106,022,196,285,199,155,071,069,059,062,078,084
04,070,068,030,015,007,025,078,098,121,076,068,061,049,049,064,069,042,074,070,069,055,085,115,188
05,210,175,123,041,016,182,183,069,177,084,074,000,061,077,092,093,097,000,104,093,039,041,026,004
06,002,053,003,001,000,002,010,023,032,083,076,056,061,064,061,042,024,050,050,043,050,068,056,068
07,031,007,004,004,005,001,012,007,013,029,028,079,029,014,002,003,000,004,002,005,001,006,011,013
08,001,003,001,001,004,015,000,127,098,067,074,066,068,052,057,055,048,056,050,054,073,076,072,093
09,078,034,006,003,007,021,058,102,112,125,096,088,099,069,043,063,038,052,058,063,058,067,076,079
10,061,021,005,001,005,009,020,056,042,076,069,072,079,070,058,044,044,067,078,065,066,084,092,028
11,004,000,001,001,000,004,003,007,002,001,006,002,001,036,026,023,002,003,005,006,003,001,004,004
12,000,001,001,004,130,043,006,007,003,000,002,024,055,025,004,002,002,002,001,000,007,006,003,004
13,000,003,110,139,163,340,002,013,168,072,020,003,015,003,000,000,000,000,001,002,006,008,006,058
14,457,000,664,627,000,568,000,159,143,009,002,001,000,000,025,131,147,000,156,328,078,012,022,070
15,150,163,372,555,399,219,004,012,008,002,005,007,006,008,013,020,029,024,006,002,001,004,000,004
16,001,090,153,309,299,276,418,616,181,222,086,064,299,405,000,135,121,108,129,169,229,012,052,325
17,565,653,537,450,528,517,313,022,007,001,000,169,253,116,184,000,001,003,004,010,003,001,003,002
18,001,115,350,533,457,137,232,398,374,345,145,057,011,002,006,004,008,016,035,034,049,043,047,033
19,004,003,000,000,005,001,001,006,003,002,006,029,077,074,058,045,035,038,039,035,036,042,070,051
20,070,065,044,032,010,054,065,088,062,103,073,046,057,058,044,039,047,043,039,044,042,048,061,048
21,024,005,001,000,000,005,014,073,127,125,092,051,059,062,056,074,051,048,046,073,089,090,081,086
22,063,026,005,003,001,016,076,135,158,151,150,129,139,000,160,109,097,107,089,057,076,064,076,078
23,024,008,003,000,003,000,018,022,063,070,076,114,080,080,080,054,042,061,050,042,056,045,045,043
24,021,006,001,000,002,005,032,040,060,114,077,086,097,079,086,059,078,025,035,045,069,058,065,063
25,038,008,001,000,001,003,019,037,043,041,052,070,156,176,164,125,060,114,114,070,074,069,083,064
26,053,026,005,004,000,010,066,071,129,073,081,098,099,073,103,146,145,115,142,098,079,068,076,045
27,013,001,001,002,001,001,021,051,049,085,081,101,097,078,056,034,029,020,017,010,011,011,011,007
28,002,000,002,000,000,000,003,002,006,012,003,012,006,004,001,001,002,003,003,000,005,002,001,001
29,000,001,003,079,228,025,001,000,001,044,085,099,065,004,003,002,003,002,001,001,001,001,001,000
30,000,001,154,448,218,005,002,005,021,091,053,061,053,073,057,025,010,012,006,001,005,004,003,000
31,000,105,470,659,612,654,466,238,076,000,009,024,019,001,000,002,004,099,086,152,122,225,072,-1,-1
