dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,16,17,19,15,20,12,12,15,12,9,5,6,4,5,10,7,7,5,5,10,16,19,15,11,""
02,12,13,12,19,13,11,12,10,12,17,4,4,8,14,4,4,4,6,7,15,12,14,11,11,""
03,15,16,19,22,16,18,13,11,12,10,8,12,7,7,5,7,4,11,9,12,13,9,17,16,""
04,22,11,18,16,18,9,14,15,13,11,11,7,5,9,2,10,3,7,5,12,16,17,16,23,""
05,16,23,18,17,16,12,12,18,11,9,11,13,7,8,7,3,7,7,12,14,7,16,20,10,""
06,14,23,17,23,19,15,16,13,11,12,17,9,8,3,3,7,8,4,4,9,12,22,16,10,""
07,13,13,7,14,16,17,18,13,15,15,6,9,7,3,4,3,6,13,9,9,15,15,13,12,""
08,12,20,14,19,17,23,14,15,8,11,9,8,7,6,2,3,2,14,5,15,12,19,19,13,""
09,14,10,16,17,14,16,13,9,14,10,17,9,8,3,5,5,5,7,10,12,15,17,17,11,""
10,17,19,20,20,19,15,17,15,10,11,16,9,4,4,12,7,6,8,17,14,28,17,19,15,""
11,11,16,19,28,24,23,17,25,7,11,15,6,8,10,9,5,8,2,12,15,29,24,21,26,""
12,22,12,18,22,24,29,22,20,15,5,9,6,7,8,8,9,5,7,22,30,25,31,46,30,""
13,28,18,28,38,31,29,27,38,14,16,12,14,7,8,5,6,12,11,15,37,44,62,64,65,""
14,52,24,30,35,42,47,44,19,33,19,10,13,10,11,5,5,7,10,20,30,28,54,70,74,""
15,69,28,39,45,42,28,19,10,21,15,17,9,3,5,6,5,9,7,6,16,10,18,12,13,""
16,7,12,14,23,17,17,17,8,7,22,12,10,3,5,8,0,7,9,4,9,11,9,11,14,""
17,13,11,15,22,19,13,19,12,10,14,9,14,5,10,7,7,5,6,6,15,7,10,5,11,""
18,16,16,12,11,17,18,25,15,17,12,11,6,4,4,6,3,5,6,10,9,13,6,7,14,""
19,12,11,16,20,15,16,19,14,9,14,11,19,9,13,6,6,6,5,3,9,9,9,6,13,""
20,19,19,10,16,14,20,13,15,7,18,11,11,8,10,6,8,13,7,7,12,10,12,10,14,""
21,8,19,16,15,23,21,18,10,9,14,11,13,7,10,6,6,1,1,7,7,9,29,23,10,""
22,12,12,14,14,20,14,20,16,17,9,18,10,10,6,11,3,9,8,7,12,8,14,10,13,""
23,15,18,16,11,15,14,21,12,13,18,13,8,13,15,7,4,8,6,10,6,9,11,12,12,""
24,14,13,13,20,15,15,18,12,11,14,12,12,7,3,4,9,8,9,7,8,15,13,13,15,""
25,6,13,13,14,20,12,12,13,12,13,11,8,8,2,8,5,3,8,4,4,9,8,16,17,""
26,13,17,14,15,13,10,14,16,12,16,18,9,13,7,5,6,5,10,6,5,13,8,10,11,""
27,10,12,16,12,16,15,16,17,21,17,19,15,14,7,6,6,9,5,8,12,10,6,10,14,""
28,13,4,13,12,20,23,14,14,8,17,13,7,6,9,5,6,1,7,1,9,5,6,6,20,""
29,6,9,12,13,15,15,10,12,14,12,14,14,20,4,6,3,3,2,2,8,8,3,7,12,""
30,5,17,16,13,19,12,14,11,8,14,11,14,10,9,9,4,2,1,3,3,4,10,7,12,""
31,6,4,4,9,5,7,4,5,10,13,3,6,5,3,3,3,2,1,4,2,7,8,-1,-1,""
