dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,8,8,6,16,14,32,32,38,26,33,39,25,47,74,41,52,55,74,60,41,46,31,33,16,""
02,26,27,13,11,8,5,14,15,18,27,13,23,4,4,1,25,38,28,10,7,4,5,5,4,""
03,0,1,0,0,0,1,0,3,10,15,15,8,12,33,25,24,30,43,27,15,11,7,8,6,""
04,9,4,3,3,8,26,7,20,38,29,51,54,40,95,108,98,138,245,258,227,204,127,77,60,""
05,56,72,91,140,209,198,170,171,167,125,144,118,108,79,100,138,88,86,71,44,36,42,17,29,""
06,26,19,25,29,35,44,56,35,61,40,28,34,44,50,55,66,63,73,49,32,37,23,24,17,""
07,13,6,3,1,6,3,1,12,13,11,19,19,24,29,26,25,35,45,28,26,10,6,3,4,""
08,26,21,12,16,28,7,3,1,0,1,2,7,3,8,12,22,12,5,1,6,2,3,6,3,""
09,4,4,5,8,13,17,21,29,41,32,62,90,115,143,155,192,147,144,116,92,63,35,25,31,""
10,11,3,3,5,11,16,30,65,131,138,147,104,25,65,71,54,74,100,71,81,48,39,70,80,""
11,50,24,45,41,141,93,94,206,274,235,260,337,255,509,395,424,448,359,351,343,148,65,-1,-1,""
12,89,81,118,60,63,67,82,69,67,83,67,89,76,67,74,77,80,67,83,84,39,31,16,31,""
13,47,21,21,12,7,7,30,8,33,27,32,17,15,35,59,63,47,11,60,38,48,30,19,13,""
14,19,10,4,8,10,38,23,16,15,19,26,15,17,29,61,61,46,42,33,56,31,6,5,2,""
15,6,6,1,10,1,8,26,6,8,7,8,12,6,14,13,17,8,19,16,13,13,9,7,7,""
16,2,2,1,18,1,4,5,8,6,9,5,10,8,5,13,13,11,21,16,20,4,10,2,2,""
17,14,5,1,1,0,0,2,6,7,9,9,12,15,11,19,14,16,24,27,20,14,15,21,18,""
18,14,11,16,14,7,22,18,12,12,22,26,16,24,33,12,14,14,15,18,7,8,5,2,3,""
19,2,1,2,0,1,0,1,2,2,3,5,3,4,3,6,8,15,0,5,0,2,4,4,0,""
20,0,1,1,0,5,2,4,2,6,10,26,34,37,51,22,42,62,58,55,39,52,64,42,32,""
21,16,12,31,17,11,8,15,29,50,63,64,52,78,122,88,96,98,142,95,131,106,102,21,28,""
22,10,4,8,5,6,7,10,23,29,28,41,38,62,37,42,42,49,48,46,67,59,11,4,12,""
23,11,8,8,2,3,10,12,16,10,19,28,49,36,50,57,53,75,36,54,36,18,9,8,5,""
24,1,0,1,11,4,5,5,11,-1,5,3,13,20,5,10,21,20,60,77,41,34,16,5,2,""
25,1,0,0,0,0,2,2,5,11,-1,-1,-1,0,12,22,8,16,14,12,23,28,83,81,63,""
26,81,99,69,41,32,21,62,56,21,28,36,41,92,66,47,31,77,41,62,54,51,46,37,17,""
27,53,16,11,14,7,12,55,11,10,17,1,-1,-1,-1,12,30,26,40,23,20,20,3,5,17,""
28,4,2,-1,-1,-1,-1,-1,-1,-1,10,15,5,4,15,18,24,45,18,36,24,9,19,8,7,""
29,18,1,2,1,4,2,-1,-1,5,4,3,3,5,7,7,15,9,16,9,10,1,1,-1,-1,""
30,1,-1,-1,0,0,3,1,1,1,8,1,5,8,9,12,14,12,14,22,4,3,5,3,0,""
31,3,1,0,0,0,-1,-1,-1,1,6,8,0,2,10,4,6,11,10,12,7,7,8,8,5,""
[E]hgm{l~'belbfj`,"bIndh`e'jfd"
