dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,057,063,065,087,099,087,073,078,112,071,055,058,061,061,038,042,027,030,037,028,023,021,038,043
02,042,047,047,057,060,065,061,062,060,055,047,041,043,032,045,044,038,036,033,025,024,038,034,037
03,044,041,047,046,068,059,069,066,054,054,054,061,058,052,046,028,044,034,037,034,034,031,036,039
04,050,041,059,052,058,052,061,050,064,057,069,049,054,042,060,057,049,041,031,023,036,036,034,047
05,066,046,050,066,063,073,057,047,045,050,044,067,066,053,037,038,027,032,049,029,030,040,041,038
06,044,048,067,073,084,091,065,083,070,080,061,084,063,071,053,040,037,041,030,039,045,036,038,043
07,053,062,050,089,081,075,066,081,080,072,077,075,054,049,042,032,035,029,042,033,034,055,049,060
08,038,060,077,068,081,088,082,085,083,099,100,083,069,062,062,047,041,027,030,036,032,041,045,066
09,047,054,055,087,103,090,090,067,083,076,083,083,065,056,054,042,041,030,036,032,041,053,058,066
10,071,069,083,109,120,128,123,100,099,071,071,082,075,068,049,052,032,030,039,032,039,028,041,047
11,044,054,069,083,098,097,104,082,078,062,060,057,059,047,041,035,037,034,033,039,032,057,054,065
12,071,058,074,087,122,146,135,094,079,067,091,072,066,045,052,051,039,040,049,061,063,064,064,058
13,063,057,071,130,163,173,145,115,092,073,066,084,080,052,035,028,030,042,051,069,074,079,081,083
14,078,082,084,156,201,206,219,142,100,096,079,065,052,044,057,043,028,045,055,072,070,074,108,089
15,103,071,085,148,153,135,121,102,083,072,081,057,057,050,053,035,018,031,029,025,034,039,054,056
16,050,054,069,082,085,076,080,072,073,066,061,075,059,046,056,034,038,029,028,031,034,044,051,043
17,048,050,063,054,087,073,089,079,062,068,082,071,063,061,055,043,033,021,028,025,028,032,033,043
18,051,050,065,071,069,058,061,063,080,085,069,080,088,075,051,036,032,027,036,038,033,034,040,040
19,049,049,048,071,073,062,068,077,053,054,042,059,042,039,039,032,031,037,026,037,023,031,057,052
20,057,058,057,073,073,097,072,069,056,064,062,067,074,051,035,030,024,019,043,035,030,039,031,046
21,054,059,056,068,073,079,083,081,057,077,078,081,085,060,039,036,030,030,030,021,032,035,034,047
22,046,054,053,071,070,063,068,064,073,065,072,072,074,061,050,051,023,030,021,029,033,031,036,034
23,038,044,061,074,077,065,065,075,063,052,048,076,062,035,032,030,025,031,025,025,027,035,038,042
24,053,056,058,065,099,080,081,058,037,037,065,057,038,036,029,037,027,026,019,015,026,044,040,047
25,048,066,049,062,074,084,083,049,053,057,061,045,039,039,047,029,028,036,038,016,027,034,035,037
26,037,054,049,062,073,081,067,044,034,038,040,042,037,042,029,023,023,018,024,012,023,028,034,040
27,036,041,048,047,060,044,050,053,052,037,053,063,039,034,046,036,037,030,026,030,033,043,050,029
28,039,044,044,049,066,068,051,055,066,061,075,068,052,044,031,021,034,026,020,032,028,039,042,052
29,046,051,051,056,052,071,053,066,060,039,054,035,043,037,033,023,035,025,020,024,025,027,031,041
30,037,035,052,062,052,066,049,048,044,053,050,051,046,038,042,028,023,016,021,029,023,032,040,038
31,038,056,055,064,071,057,067,067,054,052,062,035,037,039,036,025,041,028,026,030,025,031,015,-1,-1
