apr, 00h, 01h, 02h, 03h, 04h, 05h, 06h, 07h, 08h, 09h, 10h, 11h, 12h, 13h, 14h, 15h, 16h, 17h, 18h, 19h, 20h, 21h, 22h, 23h
 01,1,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,11,2,1,5,1,nan,nan,nan,nan,nan,nan,nan,nan,nan
 02,nan,nan,nan,nan,nan,6,nan,nan,1,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 03,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,1,1,nan,nan,nan,nan,3,3,3,nan,1,nan,nan
 04,nan,nan,1,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan
 05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 06,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,1,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan
 07,nan,nan,1,nan,2,1,1,nan,nan,nan,nan,nan,nan,1,4,1,nan,nan,nan,1,nan,nan,nan,nan,nan
 08,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,1
 09,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,1,nan,nan,nan,1,1,1,2
 10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6
 11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 12,2,6,4,7,3,4,nan,4,4,1,5,5,nan,2,7,2,1,4,nan,1,1,nan,1,5
 13,2,1,2,2,3,2,1,4,5,1,nan,9,5,2,nan,nan,nan,4,3,nan,2,nan,1,2
 14,7,3,3,5,3,nan,2,2,3,2,1,1,6,5,5,nan,2,2,nan,nan,nan,nan,2,nan,nan
 15,3,1,1,nan,nan,2,1,5,8,6,2,2,1,13,8,nan,nan,2,2,3,nan,nan,1,1
 16,2,1,1,3,4,3,1,11,1,3,1,2,1,nan,3,nan,nan,1,nan,1,1,1,4,nan,nan
 17,4,4,nan,1,7,1,nan,1,4,3,nan,2,1,nan,6,1,nan,1,nan,1,1,4,3,3
 18,3,1,2,nan,1,6,5,1,1,3,1,nan,5,1,1,3,1,nan,2,2,1,2,1,3
 19,1,3,4,nan,2,nan,nan,4,1,1,nan,nan,nan,3,nan,nan,1,1,nan,nan,2,2,nan,1
 20,2,1,1,1,1,4,2,1,2,nan,1,2,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 21,3,2,3,11,nan,3,1,4,2,nan,4,nan,nan,2,5,nan,8,5,3,2,2,1,nan,1
 22,nan,2,8,nan,1,nan,nan,1,3,1,1,nan,nan,1,1,nan,nan,nan,1,1,1,1,1,2
 23,nan,nan,nan,1,3,3,nan,6,3,1,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan
 24,nan,nan,1,nan,5,1,6,2,nan,2,1,2,nan,3,1,3,3,nan,nan,nan,1,nan,1,nan,nan
 25,nan,1,nan,1,nan,1,1,1,1,5,6,nan,4,10,nan,nan,nan,1,nan,2,1,nan,1,1
 26,nan,1,1,nan,1,2,1,6,1,8,2,nan,nan,nan,2,1,2,2,nan,nan,nan,nan,nan,1
 27,3,1,nan,nan,5,2,5,2,4,5,2,nan,nan,nan,1,3,1,3,nan,1,nan,1,nan,2
 28,1,nan,nan,2,nan,3,4,4,1,nan,nan,2,nan,1,nan,4,nan,1,1,nan,nan,1,1,nan,nan
 29,nan,nan,1,3,1,3,2,1,nan,nan,nan,1,nan,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan
 30,nan,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan
 31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
