jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,19,18,16,14,12,12,-1,-1,-1,-1,12,11,12,14,15,19,18,23,20,20,21,23,27,19
02,21,18,19,21,17,12,10,13,10,8,9,10,11,10,13,15,19,18,27,23,21,27,34,18
03,30,38,43,40,28,-1,-1,12,10,7,8,10,18,12,13,15,16,24,28,32,37,43,32,38
04,71,68,31,41,26,20,10,-1,-1,-1,10,10,14,15,17,25,33,45,67,73,103,119,114,84
05,27,28,19,20,21,15,15,10,9,11,10,10,17,16,15,18,21,25,30,33,38,47,37,26
06,28,27,30,20,14,15,15,14,9,11,12,-1,-1,14,18,18,22,20,26,36,43,43,42,33
07,24,26,21,16,14,11,15,12,11,12,14,14,13,14,15,15,13,24,37,38,36,29,35,35
08,26,27,24,21,14,14,-1,9,10,10,12,12,13,16,16,16,16,25,29,28,38,39,34,31
09,18,26,23,21,18,15,15,12,10,9,7,10,11,13,19,17,22,27,22,33,27,30,20,21
10,21,26,19,21,18,10,-1,-1,-1,10,11,7,10,13,14,17,17,21,24,23,28,28,26,23
11,19,18,16,17,16,14,11,10,10,8,7,8,11,14,15,13,13,14,15,23,22,19,20,16
12,17,18,19,14,14,10,-1,-1,-1,6,8,9,12,15,14,14,17,19,17,21,24,20,19,19
13,19,19,18,15,15,13,11,-1,9,8,9,11,13,10,17,15,12,21,23,24,19,20,20,18
14,16,16,17,13,14,10,6,6,-1,-1,-1,8,12,13,11,17,15,22,23,29,22,20,19,19
15,22,14,16,17,15,13,10,10,8,8,7,8,10,12,13,13,11,14,24,21,21,24,20,18
16,24,18,11,15,14,14,13,10,-1,9,11,12,12,15,14,12,13,17,28,29,21,22,18,16
17,20,23,21,15,15,10,-1,-1,-1,-1,9,13,12,11,14,13,17,18,27,28,32,17,32,27
18,15,16,12,17,12,11,11,9,9,-1,9,11,13,13,14,13,17,23,15,20,27,20,19,15
19,17,17,14,16,15,10,7,8,7,8,10,10,12,10,14,15,19,17,20,25,20,21,23,18
20,18,16,15,10,9,12,12,10,7,10,6,12,10,10,11,14,18,17,21,28,15,17,24,20
21,15,15,10,10,10,8,9,7,9,-1,6,13,10,16,12,16,16,12,20,14,19,23,16,19
22,16,18,10,16,13,12,10,9,8,8,12,10,11,12,13,18,15,19,20,29,24,24,19,19
23,13,20,10,12,9,10,10,7,8,5,7,7,13,13,14,12,16,8,20,22,19,24,17,15
24,18,13,14,14,7,10,10,9,9,7,9,10,11,11,13,11,12,18,23,24,22,19,20,16
25,18,19,14,10,8,8,5,6,6,5,6,10,11,10,14,9,14,17,23,18,19,22,17,-1,-1
26,17,16,13,15,11,9,8,8,8,10,10,8,10,10,13,11,13,11,19,21,24,18,19,15
27,17,19,16,14,11,11,9,7,6,7,15,11,13,14,13,14,17,16,16,20,29,18,17,22
28,25,15,16,14,12,12,11,10,8,9,9,13,10,15,16,17,15,20,19,26,26,31,29,30
29,13,18,15,16,12,11,11,9,10,8,7,12,14,18,19,11,22,19,21,23,19,17,18,20
30,20,16,12,12,12,11,12,11,10,8,7,9,10,12,18,16,14,18,23,23,24,26,21,21
31,19,15,16,12,16,11,11,11,9,9,8,14,14,16,10,18,20,23,15,22,33,29,23,22
