jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,26,20,12,9,35,12,3,12,9,10,18,30,30,42,41,54,62,32,24,35,54,42,55,21
02,20,12,7,10,11,9,4,11,16,17,16,21,38,43,42,27,33,43,43,53,79,59,42,38
03,23,19,8,14,12,6,9,11,6,7,18,21,46,35,37,56,44,39,44,54,54,57,47,38
04,30,16,11,17,20,13,10,9,16,18,21,23,39,42,55,59,46,53,41,71,79,74,54,40
05,34,20,13,20,19,13,16,10,15,11,23,41,45,53,53,74,72,60,57,60,79,65,54,33
06,23,17,7,13,11,14,12,16,24,18,27,41,51,54,59,69,50,45,51,59,63,62,56,46
07,25,15,29,25,10,9,14,17,25,14,23,39,57,53,64,52,46,58,51,59,58,80,76,56
08,26,15,12,15,12,8,13,18,17,16,16,26,43,57,68,65,52,61,68,82,61,66,66,48
09,26,17,11,19,13,15,11,18,12,15,14,35,42,45,55,75,60,64,64,60,67,76,86,52
10,29,20,21,11,7,14,13,15,16,26,30,38,53,49,58,58,56,52,43,48,64,56,49,-1,-1
11,29,8,10,9,4,5,9,6,13,13,16,20,45,39,61,55,46,45,59,47,40,55,56,51
12,19,24,-1,-1,-1,10,2,6,-1,15,25,26,41,47,48,54,67,55,39,68,46,66,84,40
13,31,16,7,7,3,6,6,7,10,15,19,30,38,39,44,60,55,58,48,53,53,54,51,36
14,15,17,5,4,8,4,4,9,11,9,19,21,32,45,37,40,57,37,42,27,39,61,55,53
15,43,-1,-1,6,6,8,7,7,8,10,12,23,29,38,38,47,47,30,34,61,62,66,-1,-1,-1
16,-1,11,8,7,22,8,11,8,12,16,15,16,32,46,30,35,36,45,34,35,38,44,45,32
17,28,11,4,5,6,4,3,6,5,8,12,14,11,14,25,24,29,23,19,17,30,40,48,-1,-1
18,-1,-1,-1,-1,-1,-1,-1,13,21,12,17,19,34,35,62,57,62,53,53,61,62,71,62,83
19,73,12,18,17,17,18,16,25,8,9,9,39,28,52,39,40,37,45,42,48,60,67,58,43
20,29,13,15,17,14,19,20,11,16,21,25,34,30,41,50,64,59,54,38,55,50,80,62,42
21,25,18,30,17,17,10,22,11,10,20,24,23,32,36,51,52,55,51,43,60,59,66,84,54
22,42,10,16,25,20,16,19,10,1,19,25,38,39,43,52,52,53,51,46,75,60,41,66,46
23,34,25,16,19,23,18,17,20,20,16,21,31,47,57,62,67,55,44,42,60,57,63,59,43
24,36,9,19,12,18,13,20,9,27,18,23,27,36,53,30,41,49,55,49,64,58,73,59,64
25,23,17,24,11,14,23,27,16,15,8,27,27,37,44,55,55,51,58,66,55,47,69,58,40
26,20,21,15,16,20,22,15,12,12,9,26,23,46,53,59,55,54,42,60,62,77,77,68,27
27,19,25,17,29,20,12,18,19,-1,16,23,29,44,35,63,47,52,47,45,61,62,57,57,41
28,27,16,-1,12,10,10,12,15,12,8,20,40,47,31,32,31,56,53,39,54,55,70,55,-1,-1
29,-1,-1,19,43,13,25,11,16,12,17,20,36,37,43,48,48,49,48,58,67,64,41,57,48
30,32,8,22,22,18,23,9,19,9,15,13,28,24,44,36,46,51,44,50,52,48,48,58,26
31,17,27,23,10,21,12,22,14,21,12,20,27,34,45,38,39,40,39,51,56,51,60,50,67
