feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,21,17,32,27,18,23,10,16,17,15,30,15,20,8,7,7,7,0,4,8,9,22,19,17,""
02,21,23,36,27,15,21,14,11,11,23,21,14,19,10,8,8,5,14,9,18,14,25,34,25,""
03,29,24,22,28,21,17,19,19,15,17,13,12,15,6,8,12,5,4,8,11,10,23,14,14,""
04,14,18,22,26,16,20,16,10,17,24,16,14,7,14,8,8,7,2,7,16,10,15,16,23,""
05,18,16,20,26,22,18,17,25,15,21,16,20,16,14,8,12,7,7,7,8,14,23,37,20,""
06,31,21,20,27,26,15,9,22,18,12,11,3,15,10,5,2,6,11,4,13,18,19,22,25,""
07,20,13,24,18,31,20,19,16,12,15,22,5,12,9,5,4,4,6,3,8,15,8,17,21,""
08,24,13,20,20,24,17,24,16,13,11,9,9,13,10,5,4,5,7,11,14,16,12,15,15,""
09,13,18,15,11,12,16,12,11,13,10,9,9,20,13,6,5,7,2,8,13,17,10,14,22,""
10,14,11,25,19,12,17,14,9,13,10,14,14,8,5,6,9,7,3,3,8,8,4,-1,-1,""
11,16,15,16,18,13,8,14,12,10,12,9,10,13,11,4,2,3,9,7,8,8,12,17,23,""
12,11,14,18,19,14,3,15,7,14,5,11,16,6,8,4,6,9,4,11,14,16,20,22,22,""
13,28,20,22,18,17,22,14,24,25,22,20,14,10,5,5,11,12,5,6,12,13,11,17,24,""
14,29,23,30,25,10,16,15,22,28,18,8,12,5,5,6,7,7,4,2,11,10,9,23,18,""
15,26,19,23,24,26,20,19,16,18,15,13,11,11,2,5,3,7,10,2,18,19,28,17,24,""
16,17,22,29,20,15,14,13,18,18,27,20,23,13,8,7,6,12,4,14,9,17,19,12,19,""
17,15,22,31,24,12,13,13,27,15,15,21,13,13,5,4,6,7,12,12,10,10,12,14,16,""
18,22,15,17,19,28,11,21,15,21,15,16,21,6,10,9,10,6,5,9,19,17,13,18,25,""
19,21,13,14,30,13,16,24,24,28,16,26,13,14,7,13,10,5,9,15,6,16,18,21,19,""
20,20,13,20,23,26,16,22,13,14,16,12,10,11,11,12,9,8,8,10,11,18,16,19,14,""
21,15,18,12,21,19,17,13,18,20,9,17,15,10,3,7,4,3,7,4,5,12,10,15,19,""
22,23,32,24,32,9,18,21,17,20,20,14,20,15,11,5,12,5,12,8,9,14,16,17,26,""
23,17,13,16,30,17,18,30,15,22,17,14,15,6,7,8,7,4,4,18,13,15,12,19,18,""
24,15,18,20,24,17,19,21,31,9,25,15,10,3,6,11,6,7,3,9,14,15,14,21,20,""
25,24,26,24,21,25,17,18,22,16,12,17,8,6,10,12,9,9,7,9,8,13,17,20,25,""
26,11,19,21,21,13,15,17,24,26,9,15,17,15,12,8,5,10,4,9,9,16,15,23,23,""
27,18,20,16,17,19,13,14,19,19,15,19,6,8,7,12,5,8,10,10,7,13,26,17,14,""
28,18,30,21,23,31,21,16,21,17,18,21,27,11,28,18,7,5,8,8,11,17,29,27,19,""
29,30,31,22,19,27,24,22,20,20,21,20,23,13,10,14,10,3,7,10,11,25,21,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
