feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,34,32,42,42,38,35,24,25,11,20,41,20,28,11,12,10,15,16,18,18,9,18,31,27,""
02,37,37,33,20,35,20,32,22,17,35,30,26,16,23,14,13,20,5,19,23,30,25,38,34,""
03,36,36,39,26,30,20,35,27,20,25,17,23,23,12,25,20,23,21,18,27,18,24,29,33,""
04,21,26,37,26,27,28,22,19,19,18,33,25,11,14,13,13,9,10,14,27,19,25,25,27,""
05,17,22,24,16,15,18,22,21,15,17,15,16,20,17,20,10,8,10,14,18,21,38,35,28,""
06,25,29,30,30,24,23,27,18,21,12,18,15,14,17,21,12,12,11,16,18,19,25,26,29,""
07,30,44,45,34,28,29,22,21,28,32,27,15,13,20,12,15,16,16,11,14,19,21,15,22,""
08,24,36,48,34,41,29,44,26,30,22,18,23,20,14,11,13,14,9,19,22,18,23,33,35,""
09,20,40,21,29,25,20,37,25,27,37,29,25,29,16,21,16,22,17,24,18,22,33,36,23,""
10,31,24,36,41,35,28,15,21,20,15,14,17,17,19,12,7,13,14,12,15,18,31,25,36,""
11,41,30,31,38,43,32,32,29,20,36,37,17,34,31,19,24,25,22,22,32,32,17,32,39,""
12,34,42,43,49,32,34,38,38,37,39,26,28,18,22,17,19,12,19,20,19,24,32,42,55,""
13,32,35,51,36,42,49,39,40,36,35,29,22,30,18,20,18,21,15,18,22,27,28,28,27,""
14,26,45,58,33,42,20,33,41,25,21,23,20,14,19,12,17,11,16,16,15,34,29,33,46,""
15,38,43,45,45,38,36,29,37,32,33,21,25,22,18,25,20,11,17,15,16,19,22,22,27,""
16,40,35,26,31,26,25,24,21,36,38,20,16,13,24,19,15,15,24,33,22,26,39,39,39,""
17,48,49,64,38,44,32,31,50,43,30,17,18,26,30,22,25,20,9,23,28,22,30,33,41,""
18,39,53,39,32,33,29,19,33,28,21,27,28,19,30,18,10,17,14,22,20,28,46,38,41,""
19,49,53,48,34,45,47,37,45,46,36,25,21,22,29,26,14,17,25,11,27,25,44,48,64,""
20,45,59,52,49,53,40,44,29,50,47,27,31,27,30,23,15,13,20,10,30,27,32,37,39,""
21,38,32,45,45,54,35,38,48,43,39,30,28,22,15,12,25,20,28,20,22,36,29,48,45,""
22,45,58,58,65,54,49,43,61,41,39,33,42,32,17,19,24,20,28,25,24,40,44,46,43,""
23,49,49,50,50,52,36,42,65,61,43,45,22,24,37,23,18,21,26,23,47,40,44,51,49,""
24,66,64,58,58,57,51,50,46,0,29,19,14,19,11,15,7,10,15,15,19,24,37,34,33,""
25,51,48,44,37,52,33,22,24,23,20,16,13,18,10,13,9,11,19,23,22,26,49,36,48,""
26,44,57,41,42,33,25,17,19,19,15,19,11,26,18,10,6,14,10,19,20,30,37,42,42,""
27,34,48,58,40,33,24,28,20,17,20,13,31,12,13,13,10,13,16,0,0,0,0,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
